"IBUName","Skier","ID","Nation","StartOrder","Bib","Is_Host_Nation","In_Startlist","Elo","Individual_Elo","Sprint_Elo","Pursuit_Elo","MassStart_Elo","Race_Elo","Race1_Prob","City","Country","Race_Type","Race_Date","Sex","Race2_Prob"
"Roman Borovyk","Roman Borovyk",4535,"Ukraine",999,999,"False","False",1123.09885044314,1189.3688148847,1153.53098366384,1290.18917954839,1295.18417256977,1189.3688148847,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Alexandr Starodubets","Alexandr Starodubets",1743,"South Korea",999,999,"False","False",1029.62944780312,1188.83789267994,1039.71998789346,1291.65009503489,1296.39931630475,1188.83789267994,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Sebastian Trixl","Sebastian Trixl",1767,"Austria",999,999,"False","False",1189.06535662391,1186.31414012342,1188.0561114486,1255.31844820302,1282.05154321251,1186.31414012342,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Joachim Weel Rosbo","Joachim Weel Rosbo",4383,"Denmark",999,999,"False","False",1159.41632999908,1186.07838983735,1194.2810707379,1281.96563125583,1290.81627218222,1186.07838983735,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Yegor Grebenchshikov","Yegor Grebenchshikov",5063,"Kazakhstan",999,999,"False","False",1026.79447733908,1183.91700639745,1057.82665713463,1300,1294.83471355408,1183.91700639745,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Sami Mesotitsch","Sami Mesotitsch",5399,"Austria",999,999,"False","False",1185.16366405977,1183.26826078122,1247.02405889143,1281.96563125583,1300,1183.26826078122,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Shoichiro Go","Shoichiro Go",5057,"Japan",999,999,"False","False",1034.98213455516,1181.98207939719,1065.66765185147,1299.32098220012,1298.98736852855,1181.98207939719,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"James Pacal","James Pacal",4851,"Switzerland",999,999,"False","False",1184.3537130481,1177.27712201385,1220.68851797351,1276.07593236836,1296.35691084903,1177.27712201385,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Cang Gu","Cang Gu",5390,"China",999,999,"False","False",1060.68818203723,1173.35283844717,1073.39199774589,1281.96563125583,1293.04087916481,1173.35283844717,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Matic Bradesko","Matic Bradesko",4922,"Slovenia",999,999,"False","False",1117.82432783293,1171.57727112662,1155.10503153752,1296.3297033277,1293.2654086829,1171.57727112662,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Jacob Weel Rosbo","Jacob Weel Rosbo",4681,"Denmark",999,999,"False","False",1031.59741784002,1169.05771247353,1052.26463870078,1281.96563125583,1298.26999963209,1169.05771247353,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Francois Gauthier","Francois Gauthier",5581,"Canada",999,999,"False","False",1095.51145790357,1165.32947890581,1159.77321263345,1281.96563125583,1293.04087916481,1165.32947890581,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Tomasz Jakiela","Tomasz Jakiela",1066,"Poland",999,999,"False","False",1136.07162438345,1163.64223356258,1159.18441394834,1254.34932067074,1294.98578588644,1163.64223356258,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Kacper Brzoska","Kacper Brzoska",4923,"Poland",999,999,"False","False",1067.32766153604,1162.43087237463,1106.7994133646,1298.63654961801,1294.83471355408,1162.43087237463,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Dujin Choi","Dujin Choi",1227,"South Korea",999,999,"False","False",1022.08117700657,1158.3553741379,1013.72850328996,1288.55937515846,1293.04087916481,1158.3553741379,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Kalle Loukkaanhuhta","Kalle Loukkaanhuhta",4758,"Finland",999,999,"False","False",1195.45485901988,1156.57727112662,1244.70004790769,1259.71846477066,1272.22293166862,1156.57727112662,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Masaharu Yamamoto","Masaharu Yamamoto",4916,"Japan",999,999,"False","False",1136.05941720076,1153.85976194675,1162.00053651249,1272.68552326662,1297.1603669946,1153.85976194675,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Horia Urs","Horia Urs",5072,"Romania",999,999,"False","False",1049.53762101672,1150.85993743825,1113.46117453384,1300,1300,1150.85993743825,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Vladimir Iliev","Vladimir Iliev",123,"Bulgaria",999,999,"False","False",1246.06715022919,1149.33265948783,1263.22101323916,1234.34896702811,1229.62584605608,1149.33265948783,0,"Mesto","Czechia","Individual","01/22/2026","M",0.08
"Damian Cesnek","Damian Cesnek",4634,"Slovakia",999,999,"False","False",1079.27384125262,1148.72973394362,1087.43942912816,1275.84908819315,1293.04087916481,1148.72973394362,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Melker Nordgren","Melker Nordgren",5358,"Sweden",999,999,"False","False",1236.58516006113,1146.57727112662,1284.34529226904,1263.76098555745,1276.41571382988,1146.57727112662,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Gigi Lupoiu","Gigi Lupoiu",5280,"Romania",999,999,"False","False",1010.80141836578,1145.70752739247,1061.99410177048,1281.96563125583,1300,1145.70752739247,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Ryan Elden","Ryan Elden",4424,"Canada",999,999,"False","False",965.833834901144,1139.91526629316,1006.24279425528,1300,1296.28432946566,1139.91526629316,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Martin Flores Lopez","Martin Flores Lopez",5095,"Chile",999,999,"False","False",1054.76516548471,1139.14258187001,1123.35940496257,1281.96563125583,1293.04087916481,1139.14258187001,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Jon Visser","Jon Visser",4434,"Netherlands",999,999,"False","False",1103.31382661465,1137.40161749701,1183.17943859707,1281.96563125583,1293.04087916481,1137.40161749701,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Fabian Müllauer","Fabian Müllauer",4798,"Austria",999,999,"False","False",1315.27979446023,1136.57727112662,1376.3905275122,1183.80149532786,1297.89404277909,1136.57727112662,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Yusubjon Abdullaev","Yusubjon Abdullaev",5544,"Uzbekistan",999,999,"False","False",1079.05988323081,1136.12264382056,1154.08341490077,1281.96563125583,1293.04087916481,1136.12264382056,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Anton Sinapov","Anton Sinapov",1017,"Bulgaria",999,999,"False","False",1091.79148182014,1135.70710372957,1105.87425791061,1136.72397732131,1293.04087916481,1135.70710372957,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Stefan Lopatic","Stefan Lopatic",935,"Bosnia&Herzegovina",999,999,"False","False",1148.40915444998,1132.09625414097,1213.49886940675,1300,1293.04087916481,1132.09625414097,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Boris Stanojevic","Boris Stanojevic",5084,"Bosnia&Herzegovina",999,999,"False","False",979.381640413095,1130.87910444078,1040.89927209785,1281.96563125583,1293.04087916481,1130.87910444078,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Nathan Carter","Nathan Carter",5427,"Great Britain",999,999,"False","False",1079.9586784945,1129.96860363638,1154.64172282312,1281.96563125583,1293.04087916481,1129.96860363638,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Marek Mackels","Marek Mackels",1804,"Belgium",999,999,"False","False",1054.72436733487,1128.6160515883,1069.57262902238,1289.76442074642,1277.48585583852,1128.6160515883,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Nikolaos Tsourekas","Nikolaos Tsourekas",1450,"Greece",999,999,"False","False",1081.04454090633,1125.77774909272,1073.24747324667,1281.96563125583,1293.04087916481,1125.77774909272,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Fabian Suchodolski","Fabian Suchodolski",4919,"Poland",999,999,"False","False",1097.44637147811,1117.37232897019,1124.22831722105,1286.79776618347,1276.58401665398,1117.37232897019,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Blagoja Najdenoski","Blagoja Najdenoski",5258,"North Macedonia",999,999,"False","False",978.488639483837,1117.21449546282,1046.38890667911,1281.96563125583,1293.04087916481,1117.21449546282,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Athanasios Gastis","Athanasios Gastis",4804,"Greece",999,999,"False","False",1258.26247173456,1106.74817352276,1252.21583951741,1281.96563125583,1293.04087916481,1106.74817352276,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Luke Brown","Luke Brown",4806,"USA",999,999,"False","False",1047.0872609034,1105.4217807677,1078.79235126727,1252.25373284093,1277.77104498995,1105.4217807677,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Claudio Oliveira","Claudio Oliveira",4972,"Brazil",999,999,"False","False",973.893034446046,1105.07435380601,1033.26219739474,1281.96563125583,1293.04087916481,1105.07435380601,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Osvald Grønning","Osvald Grønning",5277,"Denmark",999,999,"False","False",1035.3449211411,1102.67851488021,1119.53438770292,1281.96563125583,1298.34830857844,1102.67851488021,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Kiril Bauer","Kiril Bauer",4443,"Kazakhstan",999,999,"False","False",1073.08716163444,1099.45777005452,1088.14549400572,1281.3292265016,1254.47114716177,1099.45777005452,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Thiago Conceicao Silva","Thiago Conceicao Silva",5094,"Brazil",999,999,"False","False",957.406056764301,1099.45029577557,1014.20396917965,1281.96563125583,1293.04087916481,1099.45029577557,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Mark Vozelj","Mark Vozelj",4776,"Slovenia",999,999,"False","False",1021.48725376548,1098.16200270001,1036.42876829806,1284.32545397576,1294.72678129153,1098.16200270001,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Seongyun Kim","Seongyun Kim",4946,"South Korea",999,999,"False","False",951.470049305248,1094.69134234823,1004.62122126135,1281.96563125583,1293.04087916481,1094.69134234823,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Julien Petitjacques","Julien Petitjacques",5067,"Belgium",999,999,"False","False",1174.74759169967,1091.57727112662,1246.88309222368,1289.51891728107,1286.84378408281,1091.57727112662,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Rolan Raimkulov","Rolan Raimkulov",5391,"Uzbekistan",999,999,"False","False",973.140504017793,1088.70786239086,1041.18306343176,1281.96563125583,1293.04087916481,1088.70786239086,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Guzman Sanz Calleja","Guzman Sanz Calleja",1561,"Spain",999,999,"False","False",872.700695440032,1087.9332801113,879.04194758911,1281.96563125583,1293.04087916481,1087.9332801113,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Logan Pletz","Logan Pletz",4542,"Canada",999,999,"False","False",1074.44595694435,1087.2066995711,1084.99638570617,1271.62070670954,1297.9778804056,1087.2066995711,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Turkka Nieminen","Turkka Nieminen",4986,"Finland",999,999,"False","False",1202.50374357543,1086.57727112662,1299.99336088939,1287.31528160548,1300,1086.57727112662,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Emil Frisk","Emil Frisk",5243,"Denmark",999,999,"False","False",1085.40465241788,1086.42400416013,1176.80214486328,1281.96563125583,1258.01502046321,1086.42400416013,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Tadej Repnik","Tadej Repnik",4966,"Slovenia",999,999,"False","False",1199.23821361692,1080.18803871256,1204.8208785577,1300,1300,1080.18803871256,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Apostolos Angelis","Apostolos Angelis",1042,"Greece",999,999,"False","False",998.894471081226,1074.42839928328,1001.53818306583,1251.93624594562,1297.94090158246,1074.42839928328,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Matias Mansilla Mansilla","Matias Mansilla Mansilla",4953,"Chile",999,999,"False","False",973.915692009411,1071.3702534597,1040.93617204397,1281.96563125583,1293.04087916481,1071.3702534597,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Yerzhanat Kuandyk","Yerzhanat Kuandyk",5232,"Kazakhstan",999,999,"False","False",975.460477442969,1064.6797257512,1030.80273886027,1289.72160170542,1290.41693383731,1064.6797257512,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Xingyuan Yan","Xingyuan Yan",1346,"China",999,999,"False","False",1224.92117676785,1062.18933565585,1266.36329703703,1210.94291955165,1293.04087916481,1062.18933565585,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Jaka Kracman","Jaka Kracman",4964,"Slovenia",999,999,"False","False",983.336484667328,1053.06666288799,1045.02490803087,1281.96563125583,1300,1053.06666288799,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Tomas Sklenarik","Tomas Sklenarik",3506,"Slovakia",999,999,"False","False",1052.3030690533,1050.50993145267,1104.86569370388,1274.20843360064,1264.41466466083,1050.50993145267,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Boris Stanish","Boris Stanish",4857,"Australia",999,999,"False","False",954.127705887931,1048.38945538147,998.685623943151,1300,1300,1048.38945538147,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Jokubas Mackine","Jokubas Mackine",3460,"Lithuania",999,999,"False","False",1029.88776492032,1046.93905773841,1074.82419490955,1255.57653281483,1296.07974366441,1046.93905773841,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Konstantin Vasilev","Konstantin Vasilev",4870,"Bulgaria",999,999,"False","False",1267.04140656247,1044.32250183432,1290.79577865855,1251.73068343826,1293.04087916481,1044.32250183432,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Axel Ciuffo","Axel Ciuffo",1273,"Argentina",999,999,"False","False",861.456585275712,1044.29782374964,890.886260674256,1281.96563125583,1293.04087916481,1044.29782374964,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Paul Mehdi Benhayoun","Paul Mehdi Benhayoun",5540,"Morocco",999,999,"False","False",930.343482629789,1035.64983584565,1017.92769826317,1281.96563125583,1293.04087916481,1035.64983584565,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Yonathan Jesus Fernandez Garcia","Yonathan Jesus Fernandez Garcia",1289,"Chile",999,999,"False","False",959.361324712063,1034.39179063773,1022.09971418578,1281.96563125583,1293.04087916481,1034.39179063773,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Yoonjae Kang","Yoonjae Kang",1695,"South Korea",999,999,"False","False",900.580006743309,1014.38387397352,953.609414780568,1281.96563125583,1293.04087916481,1014.38387397352,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Gantulga Jargal","Gantulga Jargal",5184,"Mongolia",999,999,"False","False",903.628851142205,1009.76416253513,966.612830578598,1281.96563125583,1293.04087916481,1009.76416253513,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Ankhbold Boldbaatar","Ankhbold Boldbaatar",4936,"Mongolia",999,999,"False","False",862.609734384054,993.949445438517,932.116035777009,1281.96563125583,1293.04087916481,993.949445438517,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Iulian Luchin","Iulian Luchin",4884,"Moldova",999,999,"False","False",893.394677753338,989.328504652688,977.13661544445,1281.96563125583,1300,989.328504652688,0,"Mesto","Czechia","Individual","01/22/2026","M",0
"Victor Sendrea","Victor Sendrea",4431,"Moldova",999,999,"False","False",838.780068210758,951.911591912602,910.767602983955,1281.96563125583,1293.04087916481,951.911591912602,0,"Mesto","Czechia","Individual","01/22/2026","M",0
