Date,City,Country,Sex,Distance,RaceType,MassStart,Event,Place,Skier,Nation,ID,Season,Race,Birthday,Age,Exp,Leg,Pelo,Elo,pred_Pelo,pred_Elo
2021-03-21,Östersund,Sweden,L,12.5,Mass Start,1,World Cup,25,Anais Bescond,France,26,2021,59,1987-05-15T00:00:00.000000,33.8507871321013,431,0,1321.2966692982852,1280.290515365182,1300.0,1280.290515365182
2021-03-21,Östersund,Sweden,L,12.5,Mass Start,1,World Cup,26,Dorothea Wierer,Italy,54,2021,59,1990-04-03T00:00:00.000000,30.965092402464066,371,0,1490.0263459970276,1412.6668946734007,1300.0,1412.6668946734007
2021-03-21,Östersund,Sweden,L,12.5,Mass Start,1,World Cup,27,Elena Kruchinkina,Belarus,1379,2021,59,1995-03-28T00:00:00.000000,25.982203969883642,90,0,1206.1431139284564,1176.5799795386745,1300.0,1176.5799795386745
2021-03-21,Östersund,Sweden,L,12.5,Mass Start,1,World Cup,28,Anais Chevalier-Bouchet,France,939,2021,59,1993-02-12T00:00:00.000000,28.101300479123886,237,0,1222.022766118357,1184.803979873909,1300.0,1184.803979873909
2021-03-21,Östersund,Sweden,L,12.5,Mass Start,1,World Cup,29,Marte Olsbu Røiseland,Norway,507,2021,59,1990-12-07T00:00:00.000000,30.286105407255302,266,0,1547.2425955499048,1446.0032300878113,1300.0,1446.0032300878113
2021-03-21,Östersund,Sweden,L,12.5,Mass Start,1,World Cup,30,Julia Simon,France,1300,2021,59,1996-10-09T00:00:00.000000,24.44626967830253,166,0,1457.7562674783376,1366.4202190830767,1300.0,1366.4202190830767
2021-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Ingrid Landmark Tandrevold,Norway,1553,2021,0,1996-09-23T00:00:00.000000,24.490075290896645,154,0,1464.702132384696,1439.9968125269916,1464.702132384696,1439.9968125269916
2021-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Anais Bescond,France,26,2021,0,1987-05-15T00:00:00.000000,33.8507871321013,431,0,1280.290515365182,1283.2469380604048,1280.290515365182,1283.2469380604048
2021-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Tuuli Tomingas,Estonia,1245,2021,0,1995-01-04T00:00:00.000000,26.036960985626283,144,0,1272.2277419691263,1276.3935806737572,1272.2277419691263,1276.3935806737572
2021-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Karoline Offigstad Knotten,Norway,1275,2021,0,1995-01-06T00:00:00.000000,26.203969883641342,119,0,1284.091773960234,1286.4780078661988,1284.091773960234,1286.4780078661988
2021-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Dorothea Wierer,Italy,54,2021,0,1990-04-03T00:00:00.000000,30.965092402464066,371,0,1412.6668946734007,1395.7668604723906,1412.6668946734007,1395.7668604723906
2021-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Janina Hettich-Walz,Germany,1579,2021,0,1996-06-16T00:00:00.000000,24.761122518822724,114,0,1347.978838056266,1340.7820123478261,1347.978838056266,1340.7820123478261
2021-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Julia Simon,France,1300,2021,0,1996-10-09T00:00:00.000000,24.44626967830253,166,0,1366.4202190830767,1356.4571862206153,1366.4202190830767,1356.4571862206153
2021-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Emilie Kalkenberg,Norway,1572,2021,0,1997-07-06T00:00:00.000000,23.707049965776864,101,0,1328.3635337494882,1324.1090036870648,1328.3635337494882,1324.1090036870648
2021-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Franziska Preuß,Germany,926,2021,0,1994-03-11T00:00:00.000000,27.028062970568104,222,0,1568.8896860963275,1528.5562331818783,1568.8896860963275,1528.5562331818783
2021-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Emma Lunder,Canada,501,2021,0,1991-09-02T00:00:00.000000,29.47296372347707,183,0,1307.5506669371516,1306.418066896579,1307.5506669371516,1306.418066896579
2021-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Johanna Skottheim,Sweden,1340,2021,0,1994-05-29T00:00:00.000000,26.562628336755647,116,0,1260.1974333790329,1266.1678183721779,1260.1974333790329,1266.1678183721779
2021-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Milena Todorova,Bulgaria,1598,2021,0,1998-01-18T00:00:00.000000,23.170431211498972,141,0,1290.134897831842,1291.6146631570657,1290.134897831842,1291.6146631570657
2021-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Lisa Vittozzi,Italy,1292,2021,0,1995-02-04T00:00:00.000000,26.12457221081451,227,0,1305.371510699136,1304.5657840942656,1305.371510699136,1304.5657840942656
2021-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Dzinara Alimbekava,Belarus,544,2021,0,1996-05-01T00:00:00.000000,24.8870636550308,171,0,1300.7894691247266,1300.6710487560176,1300.7894691247266,1300.6710487560176
2021-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Marketa Davidova,Czechia,1394,2021,0,1997-01-03T00:00:00.000000,24.210814510609172,156,0,1430.7621608673614,1411.1478367372572,1430.7621608673614,1411.1478367372572
2021-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Lena Häcki-Gross,Switzerland,1238,2021,0,1995-07-01T00:00:00.000000,25.72210814510609,203,0,1331.7894080684748,1327.0209968582035,1331.7894080684748,1327.0209968582035
2021-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Justine Braisaz-Bouchet,France,1217,2021,0,1996-07-04T00:00:00.000000,24.711841204654345,211,0,1309.0029939351273,1307.652544844858,1309.0029939351273,1307.652544844858
2021-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Hanna Sola,Belarus,1294,2021,0,1996-02-16T00:00:00.000000,25.092402464065707,129,0,1269.0929499945519,1273.7290074953692,1269.0929499945519,1273.7290074953692
2021-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Darya Blashko,Ukraine,1348,2021,0,1996-01-28T00:00:00.000000,25.06776180698152,88,0,1208.0727269215627,1221.8618178833283,1208.0727269215627,1221.8618178833283
2021-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Marion Wiesensarter,Germany,1227,2021,0,1995-01-08T00:00:00.000000,26.042436687200546,63,0,1297.9271751516842,1298.2380988789316,1297.9271751516842,1298.2380988789316
2021-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Anais Chevalier-Bouchet,France,939,2021,0,1993-02-12T00:00:00.000000,28.101300479123886,237,0,1184.803979873909,1202.0833828928226,1184.803979873909,1202.0833828928226
2021-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Hanna Öberg,Sweden,1384,2021,0,1995-11-02T00:00:00.000000,25.38261464750171,163,0,1464.1776137025952,1439.5509716472059,1464.1776137025952,1439.5509716472059
2021-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Olena Bilosiuk,Ukraine,27,2021,0,1987-01-09T00:00:00.000000,34.119096509240244,304,0,1327.1851683540315,1323.1073931009266,1327.1851683540315,1323.1073931009266
2021-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Chloe Chevalier,France,1218,2021,0,1995-11-02T00:00:00.000000,25.13347022587269,173,0,1248.480056793572,1256.2080482745362,1248.480056793572,1256.2080482745362
2021-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Evgeniya Burtasova,Russia,1215,2021,0,1993-07-09T00:00:00.000000,27.54277891854894,70,0,1313.3789968566368,1311.3721473281412,1313.3789968566368,1311.3721473281412
2021-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Susan Dunklee,USA,676,2021,0,1986-02-13T00:00:00.000000,35.02258726899384,288,0,1231.8140240998796,1242.0419204848977,1231.8140240998796,1242.0419204848977
2021-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Vanessa Hinz,Germany,1010,2021,0,1992-03-24T00:00:00.000000,28.99110198494182,235,0,1351.3022560124173,1343.6069176105545,1351.3022560124173,1343.6069176105545
2021-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Monika Hojnisz-Staręga,Poland,74,2021,0,1991-08-27T00:00:00.000000,29.489390828199863,312,0,1316.149748411529,1313.7272861497995,1316.149748411529,1313.7272861497995
2021-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Clare Egan,USA,1345,2021,0,1987-11-19T00:00:00.000000,33.18001368925393,154,0,1186.5123595939515,1203.5355056548588,1186.5123595939515,1203.5355056548588
2021-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Maren Hammerschmidt,Germany,560,2021,0,1989-10-24T00:00:00.000000,31.23340177960301,191,0,1271.9431633645595,1276.1516888598755,1271.9431633645595,1276.1516888598755
2021-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Larisa Kuklina,Russia,552,2021,0,1990-12-12T00:00:00.000000,30.116358658453112,89,0,1309.3315584787533,1307.9318247069402,1309.3315584787533,1307.9318247069402
2021-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Linn Gestblom,Sweden,1301,2021,0,1994-06-27T00:00:00.000000,26.732375085557837,171,0,1332.0816175449654,1327.2693749132206,1332.0816175449654,1327.2693749132206
2021-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Marte Olsbu Røiseland,Norway,507,2021,0,1990-12-07T00:00:00.000000,30.286105407255302,266,0,1446.0032300878113,1424.1027455746396,1446.0032300878113,1424.1027455746396
2021-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Yuliia Dzhima,Ukraine,505,2021,0,1990-09-19T00:00:00.000000,30.50239561943874,297,0,1364.4201101451424,1354.757093623371,1364.4201101451424,1354.757093623371
2021-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Selina Gasparin,Switzerland,30,2021,0,1984-04-03T00:00:00.000000,36.8870636550308,342,0,1283.9058703973283,1286.319989837729,1283.9058703973283,1286.319989837729
2021-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Elena Kruchinkina,Belarus,1379,2021,0,1995-03-28T00:00:00.000000,25.982203969883642,90,0,1176.5799795386745,1195.0929826078734,1176.5799795386745,1195.0929826078734
2021-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Tiril Eckhoff,Norway,473,2021,0,1990-05-21T00:00:00.000000,30.833675564681723,317,0,1563.3763443829064,1523.8698927254704,1563.3763443829064,1523.8698927254704
2021-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Eva Kristejn Puskarčíková,Czechia,493,2021,0,1991-01-03T00:00:00.000000,29.963039014373717,252,0,1191.731069214861,1207.9714088326318,1191.731069214861,1207.9714088326318
2021-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Elvira Öberg,Sweden,2266,2021,0,1999-02-26T00:00:00.000000,22.064339493497602,89,0,1283.9516308396628,1286.3588862137133,1283.9516308396628,1286.3588862137133
2021-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Julia Leitinger,Austria,1327,2021,0,1996-01-21T00:00:00.000000,24.99110198494182,146,0,1252.6277419691264,1259.7335806737574,1252.6277419691264,1259.7335806737574
2021-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Svetlana Mironova,Russia,1221,2021,0,1994-02-22T00:00:00.000000,27.07460643394935,118,0,1378.0832520134688,1366.3707642114484,1378.0832520134688,1366.3707642114484
2021-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Mona Brorsson,Sweden,525,2021,0,1990-03-28T00:00:00.000000,30.981519507186857,233,0,1347.4341010242206,1340.3189858705875,1347.4341010242206,1340.3189858705875
2021-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Ekaterina Avvakumova,South Korea,1638,2021,0,1990-10-26T00:00:00.000000,30.22861054072553,57,0,1235.826732361218,1245.4527225070353,1235.826732361218,1245.4527225070353
2021-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Irina Kazakevich,Russia,2086,2021,0,1997-01-01T00:00:00.000000,24.139630390143736,54,0,1262.4410364098683,1268.074880948388,1262.4410364098683,1268.074880948388
2021-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Uliana Nigmatullina,Russia,1222,2021,0,1994-03-08T00:00:00.000000,27.0362765229295,155,0,1341.705216667775,1335.4494341676086,1341.705216667775,1335.4494341676086
2021-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Lisa Theresa Hauser,Austria,1006,2021,0,1988-01-27T00:00:00.000000,33.14715947980835,265,0,1433.7260167956604,1413.6671142763114,1433.7260167956604,1413.6671142763114
2021-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Elisa Gasparin,Switzerland,487,2021,0,1991-12-02T00:00:00.000000,29.22381930184805,253,0,1233.029460642752,1243.0750415463392,1233.029460642752,1243.0750415463392
2021-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Baiba Bendika,Latvia,531,2021,0,1991-06-27T00:00:00.000000,29.65639972621492,220,0,1296.228482893372,1296.7942104593662,1296.228482893372,1296.7942104593662
2021-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Ida Lien,Norway,2235,2021,0,1997-04-05T00:00:00.000000,23.88227241615332,52,0,1245.376246400539,1253.5698094404581,1245.376246400539,1253.5698094404581
2021-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Denise Herrmann-Wick,Germany,2158,2021,0,1988-12-20T00:00:00.000000,32.24914442162902,147,0,1385.6976183103195,1372.8429755637715,1385.6976183103195,1372.8429755637715
2021-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Dunja Zdouc,Austria,1080,2021,0,1963-03-07T00:00:00.000000,58.039698836413415,198,0,1207.583761018163,1221.4461968654384,1207.583761018163,1221.4461968654384
2021-11-14,Sjusjøen,Norway,L,12.5,Mass Start,1,National Event,1,Ingrid Landmark Tandrevold,Norway,1553,2022,2,1996-09-23T00:00:00.000000,25.141683778234086,156,0,1439.9968125269916,1460.4384255935909,1300.0,1460.4384255935909
2021-11-14,Sjusjøen,Norway,L,12.5,Mass Start,1,National Event,2,Chloe Chevalier,France,1218,2022,2,1995-11-02T00:00:00.000000,26.034223134839152,187,0,1256.2080482745362,1291.0976165220886,1300.0,1291.0976165220886
2021-11-14,Sjusjøen,Norway,L,12.5,Mass Start,1,National Event,3,Karoline Erdal,Norway,1768,2022,2,1997-11-15T00:00:00.000000,23.99726214921287,89,0,1314.500896735959,1341.7444033574645,1300.0,1341.7444033574645
2021-11-14,Sjusjøen,Norway,L,12.5,Mass Start,1,National Event,4,Justine Braisaz-Bouchet,France,1217,2022,2,1996-07-04T00:00:00.000000,25.363449691991786,213,0,1307.652544844858,1333.351348406817,1300.0,1333.351348406817
2021-11-14,Sjusjøen,Norway,L,12.5,Mass Start,1,National Event,5,Anais Chevalier-Bouchet,France,939,2022,2,1993-02-12T00:00:00.000000,28.752908966461327,239,0,1202.0833828928226,1235.3066459478373,1300.0,1235.3066459478373
2021-11-14,Sjusjøen,Norway,L,12.5,Mass Start,1,National Event,6,Anais Bescond,France,26,2022,2,1987-05-15T00:00:00.000000,34.50239561943874,433,0,1283.2469380604048,1306.8630185386537,1300.0,1306.8630185386537
2021-11-14,Sjusjøen,Norway,L,12.5,Mass Start,1,National Event,7,Julia Simon,France,1300,2022,2,1996-10-09T00:00:00.000000,25.097878165639973,168,0,1356.4571862206153,1371.051243805771,1300.0,1371.051243805771
2021-11-14,Sjusjøen,Norway,L,12.5,Mass Start,1,National Event,8,Marketa Davidova,Czechia,1394,2022,2,1997-01-03T00:00:00.000000,24.862422997946613,158,0,1411.1478367372572,1418.6883497453664,1300.0,1418.6883497453664
2021-11-14,Sjusjøen,Norway,L,12.5,Mass Start,1,National Event,9,Marte Olsbu Røiseland,Norway,507,2022,2,1990-12-07T00:00:00.000000,30.937713894592743,268,0,1424.1027455746396,1428.3574085035502,1300.0,1428.3574085035502
2021-11-14,Sjusjøen,Norway,L,12.5,Mass Start,1,National Event,10,Emilie Kalkenberg,Norway,1572,2022,2,1997-07-06T00:00:00.000000,24.358658453114305,103,0,1324.1090036870648,1335.1399988443297,1300.0,1335.1399988443297
2021-11-14,Sjusjøen,Norway,L,12.5,Mass Start,1,National Event,11,Karoline Offigstad Knotten,Norway,1275,2022,2,1995-01-06T00:00:00.000000,26.85557837097878,121,0,1286.4780078661988,1298.8534237031909,1300.0,1298.8534237031909
2021-11-14,Sjusjøen,Norway,L,12.5,Mass Start,1,National Event,12,Valj Semerenko,Ukraine,14,2022,2,1986-01-18T00:00:00.000000,35.82203969883641,395,0,1334.9723964861953,1340.614750438488,1300.0,1340.614750438488
2021-11-14,Sjusjøen,Norway,L,12.5,Mass Start,1,National Event,13,Tiril Eckhoff,Norway,473,2022,2,1990-05-21T00:00:00.000000,31.485284052019164,319,0,1523.8698927254704,1511.8637667590733,1300.0,1511.8637667590733
2021-11-14,Sjusjøen,Norway,L,12.5,Mass Start,1,National Event,14,Anastasiya Merkushyna,Ukraine,1289,2022,2,1995-01-14T00:00:00.000000,26.833675564681723,225,0,1286.4113268371066,1292.230501224946,1300.0,1292.230501224946
2021-11-14,Sjusjøen,Norway,L,12.5,Mass Start,1,National Event,15,Tereza Vinklarkova,Czechia,1782,2022,2,1998-12-03T00:00:00.000000,22.94866529774127,81,0,,,1298.8557692307693,1302.4122794603059
2021-11-14,Sjusjøen,Norway,L,12.5,Mass Start,1,National Event,16,Lotte Lie,Belgium,1237,2022,2,1995-09-06T00:00:00.000000,26.19028062970568,75,0,1231.6767599630816,1240.3816570647812,1300.0,1240.3816570647812
2021-11-14,Sjusjøen,Norway,L,12.5,Mass Start,1,National Event,17,Vita Semerenko,Ukraine,18,2022,2,1986-01-18T00:00:00.000000,35.82203969883641,343,0,1315.2961090111712,1314.0275333670972,1300.0,1314.0275333670972
2021-11-14,Sjusjøen,Norway,L,12.5,Mass Start,1,National Event,18,Lucie Charvatova,Czechia,1083,2022,2,1962-01-22T00:00:00.000000,59.81108829568788,173,0,1220.9228979165787,1226.224221305862,1300.0,1226.224221305862
2021-11-14,Sjusjøen,Norway,L,12.5,Mass Start,1,National Event,19,Ragnhild Femsteinevik,Norway,1269,2022,2,1995-08-25T00:00:00.000000,26.223134839151268,55,0,1232.4250227329655,1234.499417755708,1300.0,1234.499417755708
2021-11-14,Sjusjøen,Norway,L,12.5,Mass Start,1,National Event,20,Eline Grue,Norway,1557,2022,2,1996-03-13T00:00:00.000000,25.672826830937712,43,0,,,1242.1016484564973,1242.1985269013978
2021-11-14,Sjusjøen,Norway,L,12.5,Mass Start,1,National Event,21,Natalija Kocergina,Lithuania,906,2022,2,1985-04-17T00:00:00.000000,36.577686516084874,233,0,,,1210.113871571426,1213.0982230022232
2021-11-14,Sjusjøen,Norway,L,12.5,Mass Start,1,National Event,22,Malin Auganæs Bergtun,Norway,2149,2022,2,1988-11-13T00:00:00.000000,33.002053388090346,10,0,,,1249.520718151167,1248.935018782475
2021-11-14,Sjusjøen,Norway,L,12.5,Mass Start,1,National Event,23,Darya Blashko,Ukraine,1348,2022,2,1996-01-28T00:00:00.000000,25.796030116358658,98,0,1221.8618178833283,1222.7037841994063,1300.0,1222.7037841994063
2021-11-14,Sjusjøen,Norway,L,12.5,Mass Start,1,National Event,24,Kjersti Kvistad Dengerud,Norway,2477,2022,2,1998-01-03T00:00:00.000000,23.863107460643395,10,0,,,1257.8509411507039,1254.3068948294133
2021-11-14,Sjusjøen,Norway,L,12.5,Mass Start,1,National Event,25,Tereza Vobornikova,Czechia,2442,2022,2,2000-05-31T00:00:00.000000,21.456536618754278,66,0,1300.0,1291.417739943909,1300.0,1291.417739943909
2021-11-14,Sjusjøen,Norway,L,12.5,Mass Start,1,National Event,26,Olga Abramova,Ukraine,1112,2022,2,1988-09-15T00:00:00.000000,33.163586584531146,134,0,1272.2846162263834,1264.1147772194006,1300.0,1264.1147772194006
2021-11-14,Sjusjøen,Norway,L,12.5,Mass Start,1,National Event,27,Ekaterina Bekh,Ukraine,2176,2022,2,1998-08-19T00:00:00.000000,23.238877481177276,57,0,,,1276.8179745865352,1267.1302919749462
2021-11-14,Sjusjøen,Norway,L,12.5,Mass Start,1,National Event,28,Une Christiane Tronerud Kvelvane,Norway,2103,2022,2,1997-09-12T00:00:00.000000,24.17248459958932,25,0,,,1229.536377204028,1224.2167589709602
2021-11-14,Sjusjøen,Norway,L,12.5,Mass Start,1,National Event,29,Synne Owren,Norway,2546,2022,2,2001-05-01T00:00:00.000000,20.539356605065024,9,0,,,1300.0,1288.136489943909
2021-11-14,Sjusjøen,Norway,L,12.5,Mass Start,1,National Event,30,Marit Ishol Skogan,Norway,2269,2022,2,1998-07-07T00:00:00.000000,23.356605065023956,16,0,1263.0339816932765,1253.5395218552533,1300.0,1253.5395218552533
2021-11-14,Sjusjøen,Norway,L,12.5,Mass Start,1,National Event,31,Ida Lien,Norway,2235,2022,2,1997-04-05T00:00:00.000000,24.61054072553046,60,0,1253.5698094404581,1242.766215441217,1300.0,1242.766215441217
2021-11-14,Sjusjøen,Norway,L,12.5,Mass Start,1,National Event,32,Eva Kristejn Puskarčíková,Czechia,493,2022,2,1991-01-03T00:00:00.000000,30.863791923340177,269,0,1207.9714088326318,1199.1140676833618,1300.0,1199.1140676833618
2021-11-14,Sjusjøen,Norway,L,12.5,Mass Start,1,National Event,33,Maren Bakken,Norway,2542,2022,2,2001-03-28T00:00:00.000000,20.632443531827516,10,0,,,1300.0,1281.573989943909
2021-11-14,Sjusjøen,Norway,L,12.5,Mass Start,1,National Event,34,Olena Bilosiuk,Ukraine,27,2022,2,1987-01-09T00:00:00.000000,34.847364818617386,312,0,1323.1073931009266,1301.419581242364,1300.0,1301.419581242364
2021-11-14,Sjusjøen,Norway,L,12.5,Mass Start,1,National Event,35,Gro Njølstad Randby,Norway,2719,2022,2,2002-04-17T00:00:00.000000,19.578370978781656,5,0,1300.0,1278.292739943909,1300.0,1278.292739943909
2021-11-14,Sjusjøen,Norway,L,12.5,Mass Start,1,National Event,36,Anne De Besche,Denmark,2544,2022,2,2000-05-27T00:00:00.000000,21.467488021902806,10,0,,,1271.3377316834026,1251.225130916339
2021-11-14,Sjusjøen,Norway,L,12.5,Mass Start,1,National Event,37,Hilde Fenne,Norway,954,2022,2,1993-05-12T00:00:00.000000,28.50924024640657,113,0,1311.5031465867821,1286.5279274759578,1300.0,1286.5279274759578
2021-11-14,Sjusjøen,Norway,L,12.5,Mass Start,1,National Event,38,Juni Arnekleiv,Norway,2384,2022,2,1999-02-17T00:00:00.000000,22.740588637919235,38,0,1264.5401585303737,1241.7804685628955,1300.0,1241.7804685628955
2021-11-14,Sjusjøen,Norway,L,12.5,Mass Start,1,National Event,39,Yuliia Dzhima,Ukraine,505,2022,2,1990-09-19T00:00:00.000000,31.15400410677618,299,0,1354.757093623371,1321.382146629013,1300.0,1321.382146629013
2021-11-14,Sjusjøen,Norway,L,12.5,Mass Start,1,National Event,40,Marit Øygard,Norway,1804,2022,2,1999-06-10T00:00:00.000000,22.431211498973305,18,0,,,1272.9646848084026,1246.137521361895
2021-11-14,Sjusjøen,Norway,L,12.5,Mass Start,1,National Event,41,Gabriele Lescinskaite,Lithuania,1313,2022,2,1996-03-25T00:00:00.000000,25.639972621492127,152,0,,,1253.9420305203628,1228.8852395418783
2021-11-14,Sjusjøen,Norway,L,12.5,Mass Start,1,National Event,42,Marthe Kråkstad Johansen,Norway,1802,2022,2,1999-01-05T00:00:00.000000,22.858316221765914,45,0,1262.6712602872824,1235.7105542735196,1300.0,1235.7105542735196
2021-11-14,Sjusjøen,Norway,L,12.5,Mass Start,1,National Event,43,Randi Sollid Nordvang,Norway,2385,2022,2,1998-03-19T00:00:00.000000,23.657768651608485,14,0,,,1284.469772766998,1254.3773916466166
2021-11-14,Sjusjøen,Norway,L,12.5,Mass Start,1,National Event,44,Klara Lejsek,Czechia,2503,2022,2,1999-08-22T00:00:00.000000,22.23134839151266,43,0,,,1300.0,1268.448989943909
2021-11-14,Sjusjøen,Norway,L,12.5,Mass Start,1,National Event,45,Kirsten Daae Wiig,Norway,2153,2022,2,1988-11-13T00:00:00.000000,33.002053388090346,13,0,,,1242.2508993526935,1216.084086674382
2021-11-14,Sjusjøen,Norway,L,12.5,Mass Start,1,National Event,46,Ukaleq Astri Slettemark,Greenland,2191,2022,2,2001-09-09T00:00:00.000000,20.18069815195072,39,0,1300.0,1267.355239943909,1300.0,1267.355239943909
2021-11-14,Sjusjøen,Norway,L,12.5,Mass Start,1,National Event,47,Åsne Skrede,Norway,2629,2022,2,2000-06-22T00:00:00.000000,21.39630390143737,37,0,,,1308.8214734967376,1274.2542566760362
2021-11-14,Sjusjøen,Norway,L,12.5,Mass Start,1,National Event,48,Mari Wetterhus,Norway,2265,2022,2,1998-01-17T00:00:00.000000,23.824777549623544,20,0,,,1255.2752702203763,1225.7200250969204
2021-11-14,Sjusjøen,Norway,L,12.5,Mass Start,1,National Event,49,Gunhild Viljugrein Stølen,Norway,1562,2022,2,1996-05-29T00:00:00.000000,25.46201232032854,12,0,,,1210.524115946861,1185.034609004481
2021-11-14,Sjusjøen,Norway,L,12.5,Mass Start,1,National Event,50,Eivor Melbybråten,Norway,2834,2022,2,2002-06-26T00:00:00.000000,19.38672142368241,2,0,,,1300.0,1266.261489943909
2021-11-14,Sjusjøen,Norway,L,12.5,Mass Start,1,National Event,51,Ida Emilie Herfoss,Norway,1277,2022,2,1995-05-28T00:00:00.000000,26.466803559206024,25,0,,,1210.3933145528745,1184.915402159643
2021-11-14,Sjusjøen,Norway,L,12.5,Mass Start,1,National Event,52,Nadiia Bielkina,Ukraine,1291,2022,2,1990-09-30T00:00:00.000000,31.123887748117728,167,0,,,1273.580482655386,1242.3207384487598
2021-11-14,Sjusjøen,Norway,L,12.5,Mass Start,1,National Event,53,Eliska Vaclavikova,Czechia,2193,2022,2,1999-02-10T00:00:00.000000,22.759753593429156,49,0,,,1300.0,1266.261489943909
2021-11-14,Sjusjøen,Norway,L,12.5,Mass Start,1,National Event,54,Mari Fosse Vaksdal,Norway,2838,2022,2,1977-12-02T00:00:00.000000,43.950718685831625,2,0,,,1300.0,1266.261489943909
2021-11-14,Sjusjøen,Norway,L,12.5,Mass Start,1,National Event,55,Ingrid Stølan Husøy,Norway,2490,2022,2,1980-12-14T00:00:00.000000,40.917180013689254,4,0,,,1282.1813112285365,1250.1160792167768
2021-11-14,Sjusjøen,Norway,L,12.5,Mass Start,1,National Event,56,Lisa Bjønnes,Norway,2832,2022,2,1979-03-24T00:00:00.000000,42.64476386036961,2,0,,,1300.0,1266.261489943909
2021-11-14,Sjusjøen,Norway,L,12.5,Mass Start,1,National Event,57,Siri Aas,Norway,2645,2022,2,1980-01-30T00:00:00.000000,41.790554414784395,3,0,,,1300.0,1266.261489943909
2021-11-14,Sjusjøen,Norway,L,12.5,Mass Start,1,National Event,58,Frida Dokken,Norway,2586,2022,2,2001-06-04T00:00:00.000000,20.44626967830253,9,0,,,1300.0,1266.261489943909
2021-11-14,Sjusjøen,Norway,L,12.5,Mass Start,1,National Event,59,Karoline Næss,Norway,1280,2022,2,1994-07-07T00:00:00.000000,27.356605065023956,17,0,,,1216.8283945214205,1190.7777518743358
2021-11-14,Sjusjøen,Norway,L,12.5,Mass Start,1,National Event,60,Vilde Aurora Skotland,Norway,2374,2022,2,1998-03-25T00:00:00.000000,23.641341546885695,12,0,,,1266.717577912684,1236.09872197646
2021-11-14,Sjusjøen,Norway,L,12.5,Mass Start,1,National Event,61,Mari Torsteinsrud,Norway,2833,2022,2,2001-06-24T00:00:00.000000,20.39151266255989,2,0,,,1300.0,1266.261489943909
2021-11-14,Sjusjøen,Norway,L,12.5,Mass Start,1,National Event,62,Marthe Dehn,Norway,2646,2022,2,1980-11-30T00:00:00.000000,40.955509924709105,4,0,,,1269.7107785584026,1238.8126383826311
