"Date","City","Country","Nation","RaceType","Season","Race","Event","Elevation","Place","Points","Avg_Elo","Avg_Individual_Elo","Avg_Sprint_Elo","Avg_Pursuit_Elo","Avg_MassStart_Elo","Avg_Pelo","Avg_Individual_Pelo","Avg_Sprint_Pelo","Avg_Pursuit_Pelo","Avg_MassStart_Pelo","MassStart","Sex"
2021-03-14,"Nove Mesto","Czechia","Canada","Single Mixed Relay",2021,35,"World Cup",634,14,27,1429.40939848914,1421.93419627866,1401.07275848664,1331.41196336943,1288.14637780078,1430.65942548164,1451.03532742048,1430.13484693457,1328.70038253781,1284.78262463601,0,"Mixed"
2021-03-14,"Nove Mesto","Czechia","Czechia","Single Mixed Relay",2021,35,"World Cup",634,17,24,1433.75600284104,1466.54007626956,1439.0694061495,1281.19467047959,1272.30781610099,1436.64205644192,1415.22729868385,1428.38422489952,1287.91524693969,1287.74714990812,0,"Mixed"
2021-03-14,"Nove Mesto","Czechia","Estonia","Single Mixed Relay",2021,35,"World Cup",634,15,26,1324.04421529236,1464.21299827627,1277.77050628522,1195.81301116065,NA,1324.20429706984,1427.0994323459,1273.88053574982,1196.71715011233,NA,0,"Mixed"
2021-03-14,"Nove Mesto","Czechia","Finland","Single Mixed Relay",2021,35,"World Cup",634,13,28,1397.49027756693,1361.65265290911,1393.10121175694,1260.93217656821,1294.18663527084,1397.66642606251,1352.38184605175,1386.91599918069,1254.73561499921,1295.92433928957,0,"Mixed"
2021-03-14,"Nove Mesto","Czechia","France","Single Mixed Relay",2021,35,"World Cup",634,6,45,1630.39549785485,1520.39176606673,1571.56976364808,1450.80202785932,1300.44566085233,1630.16277663665,1573.66449355924,1553.69569721263,1438.0009867462,1300.91752225256,0,"Mixed"
2021-03-14,"Nove Mesto","Czechia","Germany","Single Mixed Relay",2021,35,"World Cup",634,11,30,1517.05022517955,1607.74371840559,1451.40072887697,1313.50880808521,1296.79079181579,1518.0064400097,1513.67563084956,1451.03090044695,1316.52304510682,1303.83247762857,0,"Mixed"
2021-03-14,"Nove Mesto","Czechia","Italy","Single Mixed Relay",2021,35,"World Cup",634,16,25,1328.01140158123,1304.51716100406,1302.55308005856,1254.17997611894,NA,1328.73169613526,1280.28694770632,1307.79437222099,1261.4064551483,NA,0,"Mixed"
2021-03-14,"Nove Mesto","Czechia","Japan","Single Mixed Relay",2021,35,"World Cup",634,12,29,1258.91129145269,1333.69140024294,1273.47915426906,1187.45326242552,1289.79503452597,1256.50304853892,1328.22195599894,1264.06483063184,1207.73649288996,1299.85807685233,0,"Mixed"
2021-03-14,"Nove Mesto","Czechia","Kazakhstan","Single Mixed Relay",2021,35,"World Cup",634,25,16,1055.68183106618,1060.89855246177,1110.54031451836,1272.92803271042,NA,1057.45709244191,1057.96444911872,1134.71428054442,1300,NA,0,"Mixed"
2021-03-14,"Nove Mesto","Czechia","Latvia","Single Mixed Relay",2021,35,"World Cup",634,26,15,1100.27231696426,1213.51323036822,1118.86525728041,NA,NA,1103.01560553095,1180.16182474113,1141.38395834693,NA,NA,0,"Mixed"
2021-03-14,"Nove Mesto","Czechia","Lithuania","Single Mixed Relay",2021,35,"World Cup",634,21,20,1234.38321502132,1296.91917586545,1236.43875344998,1161.0311265744,NA,1236.31373059679,1288.17008353964,1246.79712680969,1179.43898326653,NA,0,"Mixed"
2021-03-14,"Nove Mesto","Czechia","Moldova","Single Mixed Relay",2021,35,"World Cup",634,19,22,1266.5919616136,1189.86602756887,1282.90105050622,1275.37465837837,NA,1267.95368625857,1271.68424390251,1266.66257258788,1278.40114811877,NA,0,"Mixed"
2021-03-14,"Nove Mesto","Czechia","Norway","Single Mixed Relay",2021,35,"World Cup",634,2,75,1743.97186856072,1673.22201185285,1609.75154915165,1492.91204257183,1333.14570494955,1742.72749737203,1585.73852956601,1593.86141692883,1486.24358229797,1316.38398511984,0,"Mixed"
2021-03-14,"Nove Mesto","Czechia","Poland","Single Mixed Relay",2021,35,"World Cup",634,22,19,1188.06673736139,1282.92176718491,1168.78620743421,1253.50910983794,NA,1189.87749314589,1317.04113330665,1183.73304437836,1279.0199939433,NA,0,"Mixed"
2021-03-14,"Nove Mesto","Czechia","Romania","Single Mixed Relay",2021,35,"World Cup",634,20,21,1235.02064202258,1396.15657448727,1222.04481135507,1233.35164114324,NA,1236.42369039179,1331.01942618987,1223.98687521318,1235.33508552361,NA,0,"Mixed"
2021-03-14,"Nove Mesto","Czechia","Russia","Single Mixed Relay",2021,35,"World Cup",634,5,50,1560.58571442267,1519.47304281358,1532.61400862402,1360.65993781377,1277.31065668531,1558.94644905058,1551.01900255413,1527.48994071471,1353.44653022141,1272.65236559139,0,"Mixed"
2021-03-14,"Nove Mesto","Czechia","Slovakia","Single Mixed Relay",2021,35,"World Cup",634,18,23,1206.47676400444,1219.73568966526,1203.73758367963,1183.18133471827,NA,1206.44840766431,1154.63434448154,1230.30279493957,1204.34196176777,NA,0,"Mixed"
2021-03-14,"Nove Mesto","Czechia","South Korea","Single Mixed Relay",2021,35,"World Cup",634,24,17,1147.45482572261,1250.30632932649,1158.85440639622,1238.6499998467,1282.27095662836,1149.99612710834,1260.56306070487,1173.53502309626,1259.74796708988,1286.10218364094,0,"Mixed"
2021-03-14,"Nove Mesto","Czechia","Sweden","Single Mixed Relay",2021,35,"World Cup",634,1,90,1680.63172108773,1610.84410431081,1609.19841464498,1450.82161700928,1298.109710531,1678.32086400922,1607.56830901395,1605.11490185698,1447.77704229356,1290.86060718234,0,"Mixed"
2021-03-14,"Nove Mesto","Czechia","Switzerland","Single Mixed Relay",2021,35,"World Cup",634,7,41,1360.24883691878,1388.41641445538,1337.65264489671,1264.89466827534,1267.33269778418,1356.81566201254,1347.8764579439,1332.12288463375,1270.49548380984,1271.73949284322,0,"Mixed"
2021-03-14,"Nove Mesto","Czechia","USA","Single Mixed Relay",2021,35,"World Cup",634,3,65,1420.19674265972,1328.95792884556,1414.7855403001,1304.47434677823,1270.07082365198,1415.57630881321,1404.05056182708,1384.04656943296,1289.59247168298,1272.97483374149,0,"Mixed"
2021-03-14,"Nove Mesto","Czechia","Ukraine","Single Mixed Relay",2021,35,"World Cup",634,10,31,1370.81643308159,1469.56578814272,1317.96890097339,1290.9255866517,1286.21187978444,1369.10911013865,1415.54485903061,1315.69039936981,1294.08028317567,1296.63486838669,0,"Mixed"
2022-01-08,"Oberhof","Germany","Austria","Single Mixed Relay",2022,14,"World Cup",823,2,75,1628.46776209098,1685.00054188616,1576.36273799943,1462.38748324249,1348.05904303078,1626.40370076313,1635.09541974387,1586.59754873497,1456.04563666104,1346.95149718996,0,"Mixed"
2022-01-08,"Oberhof","Germany","Belarus","Single Mixed Relay",2022,14,"World Cup",823,4,55,1432.3131282485,1408.66839075296,1403.8564427154,1269.80101512571,1266.81992430346,1428.5195937724,1320.75684861042,1385.61189652593,1270.0073191914,1260.96461682759,0,"Mixed"
2022-01-08,"Oberhof","Germany","Belgium","Single Mixed Relay",2022,14,"World Cup",823,6,45,1467.874073407,1529.68742588548,1432.46113141336,1272.76810214061,1291.63051521728,1465.75121468973,1438.03527181698,1414.40870671044,1268.9868994019,1294.98745384338,0,"Mixed"
2022-01-08,"Oberhof","Germany","Bulgaria","Single Mixed Relay",2022,14,"World Cup",823,25,16,1278.95022546766,1251.5504607454,1299.80091860297,1254.2824676875,1285.65623911067,1283.78171683376,1289.26495873164,1303.00899380825,1270.42962038502,1283.12498718902,0,"Mixed"
2022-01-08,"Oberhof","Germany","Canada","Single Mixed Relay",2022,14,"World Cup",823,18,23,1305.70224383757,1280.53451250975,1308.24516213679,1241.26381856179,NA,1307.19095739492,1296.65633295729,1310.90645510078,1261.0811491575,NA,0,"Mixed"
2022-01-08,"Oberhof","Germany","China","Single Mixed Relay",2022,14,"World Cup",823,10,31,1204.59142242129,1292.61505275442,1183.18829150552,1237.35474478201,NA,1200.12307920143,1271.14427670382,1183.76922266848,1265.71447166311,NA,0,"Mixed"
2022-01-08,"Oberhof","Germany","Czechia","Single Mixed Relay",2022,14,"World Cup",823,12,29,1312.94441114367,1254.36309530104,1310.40193264496,1235.28296243258,1247.16539531829,1311.3628917325,1349.55105678979,1294.96319806979,1253.57508504287,1260.64659290498,0,"Mixed"
2022-01-08,"Oberhof","Germany","Estonia","Single Mixed Relay",2022,14,"World Cup",823,27,14,1166.8533521265,1192.30228263879,1169.89106324391,1193.05473509457,NA,1170.84861215467,1172.90808078307,1165.99858299825,1202.30763946912,NA,0,"Mixed"
2022-01-08,"Oberhof","Germany","Finland","Single Mixed Relay",2022,14,"World Cup",823,15,26,1229.22905222564,1172.75238063125,1248.48586075291,1190.67275070095,1284.01611825051,1227.79458356581,1307.48174926386,1256.06409369486,1206.18597128993,1295.53851233646,0,"Mixed"
2022-01-08,"Oberhof","Germany","France","Single Mixed Relay",2022,14,"World Cup",823,11,30,1620.5086540415,1513.27804777121,1584.46173827713,1452.30462029711,1265.79272125028,1623.1879273595,1484.53012879116,1571.32129819164,1445.01380042288,1261.52979652256,0,"Mixed"
2022-01-08,"Oberhof","Germany","Germany","Single Mixed Relay",2022,14,"World Cup",823,7,41,1509.8195531534,1521.41297532077,1470.05199087318,1424.66281007761,1286.1485570266,1508.74163942212,1597.65962632032,1460.59614473371,1415.06531639957,1291.0369597466,0,"Mixed"
2022-01-08,"Oberhof","Germany","Italy","Single Mixed Relay",2022,14,"World Cup",823,14,27,1340.40422939756,1190.44441862788,1338.10653287858,1258.86171955542,1234.07392382176,1340.34422099155,1296.85906158441,1336.60426695801,1267.28998801761,1243.29946235525,0,"Mixed"
2022-01-08,"Oberhof","Germany","Japan","Single Mixed Relay",2022,14,"World Cup",823,24,17,1194.80888375686,1243.62932362012,1192.20144046431,1201.00943924525,NA,1197.62020108343,1322.67349550044,1204.54775215976,1200.73648006111,NA,0,"Mixed"
2022-01-08,"Oberhof","Germany","Kazakhstan","Single Mixed Relay",2022,14,"World Cup",823,26,15,1137.08906091587,1220.03431374558,1176.39897831026,1238.10361880415,NA,1140.07866081596,1220.08910189187,1191.85828240725,1239.50064479242,NA,0,"Mixed"
2022-01-08,"Oberhof","Germany","Latvia","Single Mixed Relay",2022,14,"World Cup",823,21,20,1277.7949299845,1341.33398965576,1267.62477666294,1305.86291534013,1288.31834369182,1280.5078966103,1246.80093871201,1252.11331515649,1312.06880850136,1278.67397598553,0,"Mixed"
2022-01-08,"Oberhof","Germany","Moldova","Single Mixed Relay",2022,14,"World Cup",823,17,24,1294.76709420493,1301.41319399982,1296.98518871152,1263.28954969005,NA,1295.55239503652,1243.28656018828,1296.70682028,1258.25166011745,NA,0,"Mixed"
2022-01-08,"Oberhof","Germany","Norway","Single Mixed Relay",2022,14,"World Cup",823,16,25,1623.69070495215,1464.55287239238,1585.85195809863,1408.06669663332,1328.90242846968,1628.7761063524,1500.80383343783,1583.01677839375,1408.18296340867,1328.44024577487,0,"Mixed"
2022-01-08,"Oberhof","Germany","Poland","Single Mixed Relay",2022,14,"World Cup",823,19,22,1259.01906754743,1352.56657086456,1249.10427742439,NA,NA,1260.23685022321,1271.14062540354,1260.42642706222,NA,NA,0,"Mixed"
2022-01-08,"Oberhof","Germany","Romania","Single Mixed Relay",2022,14,"World Cup",823,23,18,1191.09809853541,1247.21434422393,1191.97264182591,1281.0111939951,NA,1193.3230153309,1299.16457274139,1188.52145681126,1300,NA,0,"Mixed"
2022-01-08,"Oberhof","Germany","Russia","Single Mixed Relay",2022,14,"World Cup",823,1,90,1504.57000146418,1519.34186880313,1435.90351980923,1321.40544890932,1313.22326145167,1500.29506082342,1477.824468939,1394.14566535401,1310.63614976557,1306.52391658948,0,"Mixed"
2022-01-08,"Oberhof","Germany","Slovakia","Single Mixed Relay",2022,14,"World Cup",823,9,34,1294.41525768475,1158.55349190001,1300.1746256436,1231.26996899667,1281.557876726,1290.91664236759,1228.81506650828,1285.55739125124,1230.17117374431,1290.76152584495,0,"Mixed"
2022-01-08,"Oberhof","Germany","Slovenia","Single Mixed Relay",2022,14,"World Cup",823,13,28,1268.7145896524,1357.01106839739,1254.28539079427,1219.32579624363,1297.82325350782,1266.94090339269,1323.85159373844,1266.96299002791,1217.38925190007,1300,0,"Mixed"
2022-01-08,"Oberhof","Germany","South Korea","Single Mixed Relay",2022,14,"World Cup",823,20,21,1339.49491546228,1375.37701132969,1364.63098812191,1266.69646710681,1269.79790828679,1342.64743225461,1417.21006968263,1344.05638815443,1278.5358456528,1279.31432246692,0,"Mixed"
2022-01-08,"Oberhof","Germany","Sweden","Single Mixed Relay",2022,14,"World Cup",823,5,50,1457.6238883667,1460.20996889507,1450.44903063403,1324.84020313694,1276.56973532714,1454.74206413986,1386.4576144294,1463.09946752708,1341.38901903186,1279.4222295436,0,"Mixed"
2022-01-08,"Oberhof","Germany","Switzerland","Single Mixed Relay",2022,14,"World Cup",823,8,37,1282.81474379077,1235.76035806469,1273.69006523578,1268.65778647983,NA,1278.56838186475,1247.28352211589,1245.08246495454,1294.54925208608,NA,0,"Mixed"
2022-01-08,"Oberhof","Germany","USA","Single Mixed Relay",2022,14,"World Cup",823,22,19,1331.78852087086,1346.61630653891,1302.330378334,1316.37248332934,1258.06602017443,1335.89028582481,1313.18016656799,1263.32076708727,1310.97652322529,1267.03716497766,0,"Mixed"
2022-01-08,"Oberhof","Germany","Ukraine","Single Mixed Relay",2022,14,"World Cup",823,3,65,1404.67574262647,1375.53862639673,1368.80522438115,1303.41227678688,1273.13724246106,1399.87757337484,1393.73521024515,1358.88767460257,1309.0938518691,1284.77941623142,0,"Mixed"
2022-03-13,"Otepää","Estonia","Austria","Single Mixed Relay",2022,34,"World Cup",153,8,37,1650.93386171257,1693.46826183766,1611.66381783007,1473.89616181832,1345.04972599607,1652.0745873512,1699.41458853858,1609.93008100098,1474.67727961966,1347.28284618363,0,"Mixed"
2022-03-13,"Otepää","Estonia","Belgium","Single Mixed Relay",2022,34,"World Cup",153,19,22,1394.05884395262,1396.42425696643,1398.14822362243,1285.60309435683,1289.79592134192,1398.10598386983,1490.73870237819,1400.27135246636,1286.22496141921,1293.13762778728,0,"Mixed"
2022-03-13,"Otepää","Estonia","Bulgaria","Single Mixed Relay",2022,34,"World Cup",153,22,19,1100.69861615432,1110.72023537991,1120.98197978005,1164.32730872395,NA,1102.61680647164,1100.42015783499,1121.05678996689,1180.0619541684,NA,0,"Mixed"
2022-03-13,"Otepää","Estonia","Canada","Single Mixed Relay",2022,34,"World Cup",153,6,45,1423.85510256463,1437.48773209787,1416.77032154222,1277.8191045453,1290.46069705233,1421.31496425203,1469.23477178306,1411.92802973472,1277.09641646658,1291.16408968205,0,"Mixed"
2022-03-13,"Otepää","Estonia","Czechia","Single Mixed Relay",2022,34,"World Cup",153,16,25,1301.3473616981,1389.2498416569,1279.16294216569,1280.42424970122,NA,1302.529745397,1341.83983012402,1279.00043094155,1300,NA,0,"Mixed"
2022-03-13,"Otepää","Estonia","Estonia","Single Mixed Relay",2022,34,"World Cup",153,17,24,1260.54705262517,1234.96801803218,1278.02859429088,1184.84316947009,1285.89585862877,1261.70582930388,1316.16380594281,1281.27856223259,1187.08376595267,1300,0,"Mixed"
2022-03-13,"Otepää","Estonia","Finland","Single Mixed Relay",2022,34,"World Cup",153,11,30,1510.1639470992,1385.09402239699,1475.04736512197,1332.80905284274,1303.15960448791,1511.36600875136,1386.63401760469,1456.04741682315,1320.40320949589,1309.47178370728,0,"Mixed"
2022-03-13,"Otepää","Estonia","France","Single Mixed Relay",2022,34,"World Cup",153,4,55,1619.32808997592,1568.29156458665,1574.08578814321,1444.13797880414,1290.62660513196,1618.02575880658,1507.51067818149,1562.69585343035,1444.26060118655,1282.98993153671,0,"Mixed"
2022-03-13,"Otepää","Estonia","Germany","Single Mixed Relay",2022,34,"World Cup",153,3,65,1676.55580740135,1492.55995958694,1611.11722968599,1516.2978040525,1361.16835912011,1675.29331051644,1556.84622832035,1599.13626785924,1502.80315887111,1350.31973727819,0,"Mixed"
2022-03-13,"Otepää","Estonia","Italy","Single Mixed Relay",2022,34,"World Cup",153,5,50,1525.68261690537,1363.91002643263,1549.14184514736,1445.24264238961,1285.66996680358,1523.79061944254,1385.99566117783,1565.11799238658,1441.41350549656,1287.57430059686,0,"Mixed"
2022-03-13,"Otepää","Estonia","Japan","Single Mixed Relay",2022,34,"World Cup",153,13,28,1329.02864199581,1436.61541700148,1321.31319874999,1197.58267487144,1284.92907234895,1328.97427737869,1415.11966713292,1307.48051698668,1197.69905019361,1295.66288967354,0,"Mixed"
2022-03-13,"Otepää","Estonia","Kazakhstan","Single Mixed Relay",2022,34,"World Cup",153,10,31,1261.62669212556,1311.31914089665,1280.10597048779,1225.97530135073,1265.90135994781,1259.11825048562,1288.61643536275,1276.71022195205,1234.34455112352,1259.88395287978,0,"Mixed"
2022-03-13,"Otepää","Estonia","Latvia","Single Mixed Relay",2022,34,"World Cup",153,20,21,1322.5574410175,1418.1788340852,1338.29852220753,1273.53596633543,1288.31834369182,1326.18098629925,1517.21801768524,1333.03597919519,1280.54095570469,1278.67397598553,0,"Mixed"
2022-03-13,"Otepää","Estonia","Lithuania","Single Mixed Relay",2022,34,"World Cup",153,21,20,1149.7377521818,1153.00673648728,1161.58192911982,1185.97471333869,1273.75936746876,1151.63457900252,1191.27194777026,1166.84475986129,1176.84134162918,1287.00455083899,0,"Mixed"
2022-03-13,"Otepää","Estonia","Moldova","Single Mixed Relay",2022,34,"World Cup",153,15,26,1167.97631487037,1170.65298322376,1195.05425347262,NA,NA,1166.90827858751,1300,1204.12921572104,NA,NA,0,"Mixed"
2022-03-13,"Otepää","Estonia","Norway","Single Mixed Relay",2022,34,"World Cup",153,1,90,1836.08096651204,1726.73997675856,1721.14328101679,1580.72412996701,1381.68351190605,1834.93841388768,1696.84795832742,1713.14735884345,1571.49896907745,1373.84933058164,0,"Mixed"
2022-03-13,"Otepää","Estonia","Poland","Single Mixed Relay",2022,34,"World Cup",153,18,23,1182.74224550368,1249.65448050341,1188.73168114154,1223.16011024806,1286.58955964054,1183.4451854721,1297.23872848335,1194.45886961883,1241.66363685123,1300,0,"Mixed"
2022-03-13,"Otepää","Estonia","Romania","Single Mixed Relay",2022,34,"World Cup",153,12,29,1267.76901100864,1341.10330263795,1269.53082074923,1278.59462737745,NA,1266.35586975166,1336.54936929683,1278.93733447534,1295.83712485061,NA,0,"Mixed"
2022-03-13,"Otepää","Estonia","Slovakia","Single Mixed Relay",2022,34,"World Cup",153,23,18,1195.94029506526,1066.13757901508,1227.49399875765,1199.40955770603,NA,1199.52500117232,1125.8496078581,1247.77460440958,1220.08863804684,NA,0,"Mixed"
2022-03-13,"Otepää","Estonia","Slovenia","Single Mixed Relay",2022,34,"World Cup",153,7,41,1200.76362808193,1252.21042879064,1195.64314421665,1189.6256857622,NA,1195.85161081986,1277.83084113827,1187.77344344283,1202.82096517994,NA,0,"Mixed"
2022-03-13,"Otepää","Estonia","Sweden","Single Mixed Relay",2022,34,"World Cup",153,2,75,1738.78156081157,1533.24870377345,1698.56859872266,1530.15306743865,1340.01424596291,1737.52500108645,1492.98128897645,1695.69126965179,1536.93078496092,1333.11975024809,0,"Mixed"
2022-03-13,"Otepää","Estonia","Switzerland","Single Mixed Relay",2022,34,"World Cup",153,14,27,1355.96068912035,1307.1302821976,1318.80276744869,1267.5516247706,1279.46931652165,1356.82352789363,1237.67107300681,1316.32686988797,1254.54836385929,1284.52377286365,0,"Mixed"
2022-03-13,"Otepää","Estonia","USA","Single Mixed Relay",2022,34,"World Cup",153,9,34,1345.03511815332,1346.31618160289,1318.89568044495,1280.34904409584,1275.4477171963,1343.06706053727,1352.03612600751,1305.8593167696,1289.49798181682,1283.51858248883,0,"Mixed"
2023-01-08,"Pokljuka","Slovenia","Austria","Single Mixed Relay",2023,13,"World Cup",1331,5,50,1604.52229533639,1594.80927605917,1573.49370171839,1462.53589823654,1351.72388298662,1604.1443073497,1634.44802256201,1558.70509171836,1453.34639593664,1348.39678897412,0,"Mixed"
2023-01-08,"Pokljuka","Slovenia","Bulgaria","Single Mixed Relay",2023,13,"World Cup",1331,22,19,1156.31319147523,1151.27633704323,1179.994917605,1164.32730872395,NA,1158.88481047496,1207.1432592814,1200.34205476548,1180.0619541684,NA,0,"Mixed"
2023-01-08,"Pokljuka","Slovenia","Canada","Single Mixed Relay",2023,13,"World Cup",1331,23,18,1217.4833145331,1150.90758068202,1156.3530758071,NA,NA,1221.46643837927,1300,1177.4488254579,NA,NA,0,"Mixed"
2023-01-08,"Pokljuka","Slovenia","Croatia","Single Mixed Relay",2023,13,"World Cup",1331,24,17,1143.89186902147,1074.44860588055,1168.6664386252,1273.61322563946,NA,1147.40674394996,1101.50810484663,1171.02423420247,1300,NA,0,"Mixed"
2023-01-08,"Pokljuka","Slovenia","Czechia","Single Mixed Relay",2023,13,"World Cup",1331,15,26,1384.75042093766,1301.25648758379,1373.00750345432,1294.23187163935,1286.06367821974,1386.94040305223,1300.78620464264,1368.60545247429,1306.83742803034,1289.67106034698,0,"Mixed"
2023-01-08,"Pokljuka","Slovenia","Estonia","Single Mixed Relay",2023,13,"World Cup",1331,18,23,1271.08367776065,1290.62302794675,1293.713580471,1185.54270794881,NA,1273.14350791099,1266.55910321263,1309.4112678108,1192.19185077313,NA,0,"Mixed"
2023-01-08,"Pokljuka","Slovenia","Finland","Single Mixed Relay",2023,13,"World Cup",1331,4,55,1388.42909827534,1245.00941757495,1341.65609434881,1303.11041430835,1300.17869065965,1384.70730566541,1233.48631953191,1347.3922429016,1296.33059892494,1300,0,"Mixed"
2023-01-08,"Pokljuka","Slovenia","France","Single Mixed Relay",2023,13,"World Cup",1331,2,75,1541.25448809164,1422.72854048125,1493.35402991012,1368.27831623071,1305.28829726815,1538.58041687193,1401.28268043897,1462.79867723198,1353.46981175407,1296.80639851692,0,"Mixed"
2023-01-08,"Pokljuka","Slovenia","Germany","Single Mixed Relay",2023,13,"World Cup",1331,13,28,1435.3822322545,1509.0101558,1403.6598963038,1301.22324352187,1305.16711312874,1437.24959525828,1507.75140694294,1407.0679215466,1315.62732579637,1307.52329626645,0,"Mixed"
2023-01-08,"Pokljuka","Slovenia","Italy","Single Mixed Relay",2023,13,"World Cup",1331,11,30,1285.67978298014,1301.69922704101,1260.16448435358,1299.16414164898,NA,1284.17261315776,1234.59885674094,1258.34594368362,1306.8159297537,NA,0,"Mixed"
2023-01-08,"Pokljuka","Slovenia","Japan","Single Mixed Relay",2023,13,"World Cup",1331,8,37,1289.84208345327,1354.64598717552,1287.86800861233,1197.77674333002,1283.12722054345,1286.77735256091,1341.54817545608,1263.66777785778,1207.03415706899,1291.32577934707,0,"Mixed"
2023-01-08,"Pokljuka","Slovenia","Kazakhstan","Single Mixed Relay",2023,13,"World Cup",1331,20,21,1143.49544065467,1138.9781250372,1165.61565397246,1226.96991377185,NA,1144.84334163173,1180.21003894762,1163.09854062488,1222.13540664413,NA,0,"Mixed"
2023-01-08,"Pokljuka","Slovenia","Lithuania","Single Mixed Relay",2023,13,"World Cup",1331,21,20,1122.96294585313,1133.04623643599,1133.92368717269,1182.30801068612,1273.75936746876,1124.50968471635,1175.05572601419,1140.29880591505,1198.33091146261,1287.00455083899,0,"Mixed"
2023-01-08,"Pokljuka","Slovenia","Moldova","Single Mixed Relay",2023,13,"World Cup",1331,9,34,1254.28415101568,1335.0815571693,1266.67583008259,1239.75966423607,1291.39018909742,1251.27886138004,1295.7074690091,1260.72477797285,1251.77760197784,1308.18955964054,0,"Mixed"
2023-01-08,"Pokljuka","Slovenia","Norway","Single Mixed Relay",2023,13,"World Cup",1331,1,90,1717.84061670434,1666.72623891676,1628.16988973099,1514.08934329909,1371.45213042116,1716.37997839554,1628.15355842291,1616.74336964633,1503.57562456258,1364.59936549816,0,"Mixed"
2023-01-08,"Pokljuka","Slovenia","Poland","Single Mixed Relay",2023,13,"World Cup",1331,12,29,1175.10783230121,1237.00076020339,1160.22485513638,1268.07371129364,1286.58955964054,1172.52437171885,1300.27739495563,1166.52947356646,1280.09265704866,1300,0,"Mixed"
2023-01-08,"Pokljuka","Slovenia","Romania","Single Mixed Relay",2023,13,"World Cup",1331,16,25,1235.40699282777,1312.65838559656,1258.61778556209,1211.29745870668,NA,1235.83384789404,1346.96605041505,1252.56610260413,1227.41108496163,NA,0,"Mixed"
2023-01-08,"Pokljuka","Slovenia","Slovakia","Single Mixed Relay",2023,13,"World Cup",1331,19,22,1210.57737477007,1217.91906421394,1213.30554859858,NA,NA,1212.26753427963,1300,1247.41623399458,NA,NA,0,"Mixed"
2023-01-08,"Pokljuka","Slovenia","Slovenia","Single Mixed Relay",2023,13,"World Cup",1331,14,27,1325.01720995368,1467.00064781016,1305.70815222181,1246.69360161113,1297.82325350782,1325.74200602882,1456.25618719949,1293.43591883838,1234.93173271474,1300,0,"Mixed"
2023-01-08,"Pokljuka","Slovenia","South Korea","Single Mixed Relay",2023,13,"World Cup",1331,17,24,1373.03178611639,1265.98120624334,1408.01971236042,1259.46399121494,1269.08772897277,1376.09564021581,1362.09362290102,1383.42577595163,1247.44127886513,1274.91415729718,0,"Mixed"
2023-01-08,"Pokljuka","Slovenia","Sweden","Single Mixed Relay",2023,13,"World Cup",1331,10,31,1594.14381838391,1506.0546849733,1573.28511966755,1411.02479632525,1295.85085209565,1596.28868615493,1432.88641493507,1595.99906913054,1427.15332172756,1298.87296401199,0,"Mixed"
2023-01-08,"Pokljuka","Slovenia","Switzerland","Single Mixed Relay",2023,13,"World Cup",1331,3,65,1485.39367934407,1423.07443561285,1415.47428615264,1328.11464205754,1291.62941421818,1482.51822086583,1346.08628752958,1380.64152181891,1304.99712266781,1300,0,"Mixed"
2023-01-08,"Pokljuka","Slovenia","USA","Single Mixed Relay",2023,13,"World Cup",1331,6,45,1355.18539303694,1475.26684354449,1328.95859195295,1241.91497054589,1287.43300545761,1352.05135326253,1459.58994927576,1301.02923105846,1232.91475205951,1296.00909138982,0,"Mixed"
2023-01-08,"Pokljuka","Slovenia","Ukraine","Single Mixed Relay",2023,13,"World Cup",1331,7,41,1346.36657892071,1382.20376953928,1331.45584898888,1257.83940333532,1286.80669040387,1343.63925282649,1379.30830145578,1309.91832737015,1270.9806242338,1298.31743419335,0,"Mixed"
2023-02-16,"Oberhof","Germany","Austria","Single Mixed Relay",2023,25,"World Championship",823,2,75,1553.00374225674,1569.70830433902,1519.79578112823,1369.61646887542,1309.2949481754,1548.89942894511,1579.33275511758,1488.85495600126,1371.45732517569,1312.51709648617,0,"Mixed"
2023-02-16,"Oberhof","Germany","Belgium","Single Mixed Relay",2023,25,"World Championship",823,17,24,1439.57432390382,1429.31130686643,1443.29399766421,1300.70324376742,1283.85005416282,1441.95491905646,1465.71819707669,1450.06152552885,1309.37454021072,1286.09147805768,0,"Mixed"
2023-02-16,"Oberhof","Germany","Bulgaria","Single Mixed Relay",2023,25,"World Championship",823,20,21,1117.60733523512,1163.0836045898,1106.67502633185,1164.32730872395,NA,1116.71574649157,1094.46161743759,1118.27595563272,1180.0619541684,NA,0,"Mixed"
2023-02-16,"Oberhof","Germany","Canada","Single Mixed Relay",2023,25,"World Championship",823,13,28,1396.80337693894,1369.12017058819,1387.31885388462,1261.88342176089,1303.33382467876,1396.33511336736,1292.96483605719,1387.88777689264,1256.81415361454,1295.12536011945,0,"Mixed"
2023-02-16,"Oberhof","Germany","China","Single Mixed Relay",2023,25,"World Championship",823,27,14,1231.33934821788,1248.32747117779,1222.94726930938,1256.75141075086,NA,1235.83180420529,1302.34319914004,1251.0094325068,1255.6920492441,NA,0,"Mixed"
2023-02-16,"Oberhof","Germany","Croatia","Single Mixed Relay",2023,25,"World Championship",823,26,15,1121.65206828408,1071.7103865878,1169.47621666068,1273.61322563946,NA,1124.09861770018,1084.47857767866,1168.6664386252,1300,NA,0,"Mixed"
