Skier,Nation,Price,ID,Elo,Distance_Elo,Distance_C_Elo,Distance_F_Elo,Sprint_Elo,Sprint_C_Elo,Sprint_F_Elo,Classic_Elo,Freestyle_Elo,Race1_Prob,Race2_Prob,Race3_Prob,Race4_Prob
Eui Jin Lee,South Korea,0.0,6644,1081.8111771900487,1081.4034279152966,1167.5339713096478,1160.5680648981988,1226.6778104621103,1240.3652606217004,1238.0263214481315,1162.943006184354,1134.165965565594,0.0,0.0,0.0,0.0
Ebba Andersson,Sweden,0.0,1789,1712.772679161483,1800.0546946209229,1648.1941447723038,1654.5815311029362,1308.5979834897685,1320.2347973052977,1266.5166573501906,1618.7096100946435,1600.4349153867936,0.0,0.0,0.0,0.0
Maja Dahlqvist,Sweden,0.0,1673,1696.0593678307698,1565.1675277866966,1403.7083289638686,1511.7215879992823,1726.8428953218086,1609.7288370895265,1720.8071975412463,1572.2502813340125,1661.181296819553,0.0,0.0,0.0,0.0
Johanna Hagström,Sweden,0.0,3212,1506.9026132693411,1282.402591517308,1310.74038196703,1217.6591463489292,1703.4884838093424,1615.080250836818,1656.2140788906345,1519.8868092193482,1446.265660374308,0.0,0.0,0.0,0.0
Moa Ilar,Sweden,0.0,1866,1735.386084338924,1719.7697199432143,1579.352483546747,1580.354971931658,1557.9186978033138,1440.236140984745,1550.0156418785532,1613.3170441605855,1641.4473116254037,0.0,0.0,0.0,0.0
Frida Karlsson,Sweden,0.0,3998,1652.052170243698,1698.5062648021824,1646.5353066010634,1539.2353638508105,1477.714029974238,1457.895678823303,1438.227071254185,1640.0751708936457,1512.575454405367,0.0,0.0,0.0,0.0
Emma Ribom,Sweden,0.0,1844,1700.724400987432,1636.8268463969875,1490.7215327427728,1535.0316709997203,1628.3473389910394,1541.7544878675462,1613.4632964286277,1565.2965173722048,1652.412879653239,0.0,0.0,0.0,0.0
Jonna Sundling,Sweden,0.0,1486,1779.7421290220152,1682.9292610539994,1546.2771905411398,1578.07796848973,1733.15591928831,1618.7717357986817,1691.5751232843656,1635.7404342015673,1726.3303256811173,0.0,0.0,0.0,0.0
Linn Svahn,Sweden,0.0,3190,1655.6332334637088,1545.57268674915,1502.3865505791923,1446.125716179264,1668.1228814762574,1579.1497089391876,1623.4138173907718,1604.6147715448487,1576.4386210893315,0.0,0.0,0.0,0.0
Fabienne Alder,Switzerland,0.0,11191,1287.8579243133725,1303.4474952348498,1298.5884449928287,1302.34207517459,1286.7280244593596,1301.051504467769,1298.8404956736094,1316.3795454676724,1291.662776236007,0.0,0.0,0.0,0.0
Nadine Fähndrich,Switzerland,0.0,1590,1545.8720060138487,1419.143003600141,1462.600407120408,1338.025593157353,1705.6708193969116,1598.617136351412,1696.0345744538438,1583.2745662757563,1464.294668048798,0.0,0.0,0.0,0.0
Lea Fischer,Switzerland,0.0,2284,1309.866507678566,1185.701166468279,1227.5623474807028,1191.5250530157944,1405.6116370714053,1351.5333527849034,1389.6630527350487,1289.4556507139814,1302.016768503684,0.0,0.0,0.0,0.0
Marina Kälin,Switzerland,0.0,7433,1382.241153016992,1385.2500296505411,1350.344073171556,1343.4036738084185,1285.725506072028,1276.0092267300738,1287.5332627777366,1338.04330576203,1353.5966547255807,0.0,0.0,0.0,0.0
Nadja Kälin,Switzerland,0.0,6380,1292.351794236965,1291.9009154218452,1276.9612911886088,1292.2059433392594,1271.5785734210326,1277.7883649373616,1274.1692803829565,1269.2671564347293,1290.8769429234117,0.0,0.0,0.0,0.0
Alina Meier,Switzerland,0.0,1680,1350.6612181161372,1257.5454434433984,1259.9153196962131,1267.8909629826796,1390.767119840781,1255.4407541370942,1481.2009306629866,1242.3229894928286,1392.8260251804595,0.0,0.0,0.0,0.0
Anja Weber,Switzerland,0.0,6338,1571.6305645132836,1480.3898732854127,1400.754833728598,1394.166743859224,1564.5593405721695,1446.210460129347,1562.8022953679647,1480.14225468652,1513.16048895338,0.0,0.0,0.0,0.0
Sophia Tsu Velicer,Taiwan,0.0,7036,1137.5915304253358,1163.6070789057312,1245.468721304827,1186.474655056602,1202.4743343077157,1255.0433929572448,1198.8085563935165,1216.4002033669794,1152.9825763887754,0.0,0.0,0.0,0.0
Karen Chanloung,Thailand,0.0,3813,1069.315805785359,1106.5648244591114,1173.8686491930273,1155.0837158802242,1149.3907276833852,1226.5438929603856,1133.3222447836931,1144.616869270968,1099.620405732069,0.0,0.0,0.0,0.0
Irem Dursun,Turkey,0.0,9329,1194.982821812309,1227.7381493436149,1277.0125017886612,1261.0389016698095,1261.2583753571926,1295.6753195483884,1248.085183530852,1270.6412836080278,1213.25657609272,0.0,0.0,0.0,0.0
Rosie Brennan,USA,0.0,627,1451.626987363837,1455.267364311935,1505.8378891486386,1412.1622548916123,1481.0804843196104,1467.413280259613,1438.430111419514,1515.5676075644578,1398.6231847384895,0.0,0.0,0.0,0.0
Jessie Diggins,USA,0.0,131,1836.2231414443452,1846.698746797272,1637.1091767242424,1723.8544401854465,1635.6305467499196,1517.235696810995,1649.5361761746744,1649.610865243863,1771.856586813817,0.0,0.0,0.0,0.0
Lauren Jortberg,USA,0.0,3997,1220.4675128415895,1249.836200344763,1280.6457584144969,1257.385475778061,1237.8990614598742,1217.614087631754,1259.0651712817812,1224.8331237757448,1237.0258761351972,0.0,0.0,0.0,0.0
Julia Kern,USA,0.0,1846,1557.8779927906096,1486.8699251351168,1332.2209646898616,1432.5875012166932,1551.5946342755078,1443.4960718785503,1588.306446350944,1415.1697667878002,1551.0358346452515,0.0,0.0,0.0,0.0
Kendall Kramer,USA,0.0,6650,1281.342724822158,1276.97250490887,1284.5055513946063,1290.100318025316,1281.340491463842,1270.833927768574,1280.6585535217234,1286.722084470761,1294.225283588925,0.0,0.0,0.0,0.0
Novie McCabe,USA,0.0,6651,1377.5366543663422,1401.7837052888733,1334.7114382817422,1361.341162365774,1224.031127118158,1210.0316801475049,1251.8620510168214,1313.831690453195,1347.5896530697246,0.0,0.0,0.0,0.0
Sammy Smith,USA,0.0,10228,1277.7249067736457,1211.284872974153,1234.2209811940936,1246.8012735941722,1337.8193942649584,1287.8887331117414,1355.8784286175448,1238.4017450730878,1306.7679570354053,0.0,0.0,0.0,0.0
Hailey Swirbul,USA,0.0,1849,1372.8394651415515,1399.1840365280814,1367.5313268233265,1367.838071818511,1356.3020050791058,1327.818989479225,1347.807531708247,1366.2008523509044,1360.2650632785635,0.0,0.0,0.0,0.0
Daryna Mihal,Ukraine,0.0,10773,1275.1416080407907,1286.2102148860477,1299.1535766166571,1292.3147846158658,1286.062471727602,1290.254620667611,1297.32993612083,1292.103324047338,1290.2376046244458,0.0,0.0,0.0,0.0
Anastasiia Nikon,Ukraine,0.0,6954,1020.3486555426028,1074.821779757012,1169.15030280843,1137.80517182195,1107.7934386250552,1181.4192726504436,1100.123453693977,1122.8244609917972,1045.025211340082,0.0,0.0,0.0,0.0
Yelizaveta Nopriienko,Ukraine,0.0,10799,1120.2400626362416,1159.6954203056016,1219.6733514743214,1236.4831363525536,1217.79013625084,1214.351329142296,1276.503396382983,1166.590968487044,1215.968717459971,0.0,0.0,0.0,0.0
Sofiia Shkatula,Ukraine,0.0,10768,1055.7668578848711,1093.21036855097,1157.692309892146,1186.8022988874748,1170.6946266063287,1230.8415697856767,1159.104477254499,1131.1322819771794,1117.5780536614548,0.0,0.0,0.0,0.0
