"FISName","Skier","ID","Nation","StartOrder","Bib","Is_Host_Nation","In_Startlist","Year","Run1","Run2","Time","Points","Discipline","Elo","Downhill_Elo","Super.G_Elo","Giant.Slalom_Elo","Slalom_Elo","Combined_Elo","Tech_Elo","Speed_Elo","Race_Elo","Race1_Prob","City","Country","Race_Type","Race_Date","Race2_Prob","Race3_Prob","Race4_Prob","Sex"
"Johannes Partel","Johannes Partel",8593,"Austria",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1282.48400380718,1280.80590973816,1274.13044157597,1273.82863896548,1277.54675735995,1289.22828769153,1267.3201166527,1277.94945252043,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"David Zehentner","David Zehentner",7238,"Austria",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1281.38085443993,1279.37924578217,1274.13044157597,1273.82863896548,1300,1289.22828769153,1300,1276.65310162065,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Ethan Huot","Ethan Huot",8448,"Canada",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1292.26292211338,1252.06881002526,1274.13044157597,1294.16807519626,1277.54675735995,1289.22828769153,1292.65046606231,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Bode Gutchess","Bode Gutchess",8586,"USA",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1295.84311374711,1252.06881002526,1274.13044157597,1296.82327050906,1277.54675735995,1289.22828769153,1296.05661329019,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Robert Turpel","Robert Turpel",8673,"Luxembourg",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1293.61588477807,1252.06881002526,1274.13044157597,1295.9007148348,1298.64116079275,1289.22828769153,1293.57769317783,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Nikhil Alleyne","Nikhil Alleyne",8636,"Trinidad & Tobago",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1276.47455153247,1252.06881002526,1274.13044157597,1279.03247110226,1277.54675735995,1289.22828769153,1278.00695103905,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0.5,0,"M"
"Fayik Abdi","Fayik Abdi",6815,"Saudi Arabia",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1233.45146070665,1252.06881002526,1274.13044157597,1235.75528844757,1277.54675735995,1289.22828769153,1235.61314380488,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0.0444444444444444,0,"M"
"Rafael Mini","Rafael Mini",8356,"San Marino",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1248.94365128916,1252.06881002526,1274.13044157597,1253.03247110226,1277.54675735995,1289.22828769153,1251.76621029831,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0.5,0,"M"
"Yueh-Sheng Tsai","Yueh-Sheng Tsai",8384,"Taiwan",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1269.12251363945,1252.06881002526,1274.13044157597,1284.66222645708,1287.19067853513,1289.22828769153,1270.56448422905,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Akos Verocei","Akos Verocei",8671,"Hungary",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1295.9485674338,1252.06881002526,1274.13044157597,1296.9007148348,1277.54675735995,1289.22828769153,1295.74154716595,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Andrea Elie Antoine El Hayek","Andrea Elie Antoine El Hayek",8488,"Lebanon",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1268.46448731132,1252.06881002526,1274.13044157597,1268.73094067031,1268.25235634222,1289.22828769153,1270.56853347909,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0.5,"M"
"Torius Hepsøe","Torius Hepsøe",8559,"Norway",999,999,"True","False",NA,NA,NA,NA,NA,"Super G",1295.25794531739,1252.06881002526,1274.13044157597,1296.81041187644,1277.54675735995,1289.22828769153,1296.01364505934,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Bode Flanigan","Bode Flanigan",6294,"USA",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1268.45434906934,1252.06881002526,1274.13044157597,1284.57494978115,1290.33746366362,1289.22828769153,1270.87412744136,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Nicolas Hotermans","Nicolas Hotermans",5778,"Belgium",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1286.28610355767,1252.06881002526,1274.13044157597,1296.72757481942,1291.49865278313,1289.22828769153,1286.6047502522,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Nick Zondag","Nick Zondag",8683,"Netherlands",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1298.64897406599,1252.06881002526,1274.13044157597,1273.82863896548,1298.64116079275,1289.22828769153,1298.76934213036,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Michal Jasiczek","Michal Jasiczek",2430,"Poland",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1247.66039902357,1252.06881002526,1274.13044157597,1300,1243.08040817013,1289.22828769153,1246.32390096416,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0.0701754385964912,"M"
"Jon Erik Sigurdsson","Jon Erik Sigurdsson",6896,"Iceland",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1239.76279867647,1252.06881002526,1274.13044157597,1237.03247110226,1300.95235634222,1289.22828769153,1243.29930316446,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0.5,0.5,"M"
"Daichi Azegami","Daichi Azegami",7327,"Japan",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1243.51989118885,1252.06881002526,1274.13044157597,1296.97368303101,1257.88219533122,1289.22828769153,1251.49684044545,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Alec Nolan","Alec Nolan",6351,"USA",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1254.62456500181,1252.06881002526,1274.13044157597,1276.64375027398,1284.88741030271,1289.22828769153,1257.93773682363,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Nicholas Unkovskoy","Nicholas Unkovskoy",7098,"USA",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1234.37958922338,1252.06881002526,1274.13044157597,1251.74391768131,1291.96717523131,1289.22828769153,1237.20500560324,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Thomas Girard","Thomas Girard",7935,"Canada",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1282.73098590006,1252.06881002526,1274.13044157597,1288.59270230174,1297.53540296845,1289.22828769153,1284.1327097856,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Kezik Magill","Kezik Magill",8457,"Canada",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1274.37059316884,1252.06881002526,1274.13044157597,1275.82639117309,1277.54675735995,1289.22828769153,1275.57701647997,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Zihan Zhou","Zihan Zhou",8542,"China",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1274.31432342802,1252.06881002526,1274.13044157597,1290.19452695088,1287.74733421446,1289.22828769153,1275.61076626678,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Noah Staudacher","Noah Staudacher",8535,"Italy",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1267.72991846986,1262.18578851627,1274.13044157597,1273.82863896548,1277.54675735995,1289.22828769153,1267.3201166527,1261.87594376654,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Samuele Sbocchi","Samuele Sbocchi",8536,"Italy",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1269.75282667072,1263.48842703821,1274.13044157597,1273.82863896548,1277.54675735995,1289.22828769153,1267.3201166527,1263.05972567382,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Diaco Abrishami","Diaco Abrishami",7590,"Great Britain",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1236.62868961268,1288.20851888647,1274.13044157597,1277.06982047282,1259.44508412121,1289.22828769153,1244.89664217014,1288.12749563795,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Corrado Barbera","Corrado Barbera",5644,"Italy",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1179.76283667873,1252.06881002526,1274.13044157597,1258.23209705889,1175.18614033075,1289.22828769153,1182.5865296143,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0.428571428571429,"M"
"Freddy Carrick-Smith","Freddy Carrick-Smith",8011,"Great Britain",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1280.65455812574,1252.06881002526,1274.13044157597,1280.71710705257,1232.04261253235,1289.22828769153,1280.98293673004,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0.111111111111111,0,"M"
"Laurens Kalf","Laurens Kalf",8330,"Netherlands",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1291.59119240806,1252.06881002526,1274.13044157597,1298.82116125984,1296.51250682627,1289.22828769153,1292.49515616975,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Jack Irving","Jack Irving",8029,"Great Britain",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1303.80739298459,1252.06881002526,1274.13044157597,1303.99398559862,1277.54675735995,1289.22828769153,1303.61353913531,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0.0769230769230769,0,"M"
"Can Goydas","Can Goydas",7336,"Turkey",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1295.9485674338,1252.06881002526,1274.13044157597,1296.9007148348,1300,1289.22828769153,1295.74154716595,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Ruben Loos","Ruben Loos",8670,"Netherlands",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1295.9485674338,1252.06881002526,1274.13044157597,1296.9007148348,1277.54675735995,1289.22828769153,1295.74154716595,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Lucas Leopoldo Ottoni","Lucas Leopoldo Ottoni",8669,"Brazil",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1295.9485674338,1252.06881002526,1274.13044157597,1296.9007148348,1277.54675735995,1289.22828769153,1295.74154716595,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Harrison Adkins","Harrison Adkins",8484,"Great Britain",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1239.69197251396,1252.06881002526,1274.13044157597,1287.70392516094,1259.44262463842,1289.22828769153,1244.64804414807,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"William Petanjko","William Petanjko",7223,"Croatia",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1292.47405965126,1252.06881002526,1274.13044157597,1292.61420417785,1273.44356804181,1289.22828769153,1292.6971938054,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0.0769230769230769,0,"M"
"VIktor Petkov","VIktor Petkov",5532,"North Macedonia",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1248.02016086177,1252.06881002526,1274.13044157597,1251.15353960419,1277.54675735995,1289.22828769153,1250.63255336622,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0.04,0,"M"
"Alexandru Stefan Stefanescu","Alexandru Stefan Stefanescu",3031,"Romania",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1274.41254029127,1298.78794050112,1274.13044157597,1292.92652737941,1279.89227365381,1300,1276.39472505542,1298.49264437593,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0.04,0.0526315789473684,"M"
"Richardson Viano","Richardson Viano",5531,"Haiti",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1271.89830229572,1252.06881002526,1274.13044157597,1292.77369941,1275.6380700515,1289.22828769153,1274.47523663522,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0.04,0.0526315789473684,"M"
"Roko Bergovic","Roko Bergovic",6918,"Croatia",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1215.53068958927,1252.06881002526,1274.13044157597,1299.30293924695,1220.43027128883,1289.22828769153,1218.89298741464,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Fabian Wiest","Fabian Wiest",8428,"Thailand",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1259.53245907504,1252.06881002526,1274.13044157597,1263.03247110226,1284.8190270507,1289.22828769153,1261.8588028909,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0.5,0,"M"
"Nick Nyberg","Nick Nyberg",8514,"Sweden",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1269.23900371402,1252.06881002526,1274.13044157597,1288.91352112575,1283.60191792633,1289.22828769153,1270.35382049228,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Flynn Oreilly","Flynn Oreilly",7516,"New Zealand",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1237.71939443193,1252.06881002526,1274.13044157597,1264.24265411804,1276.11808488593,1289.22828769153,1240.25176914445,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Haruto Mizoguchi","Haruto Mizoguchi",8641,"Japan",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1289.18842630662,1252.06881002526,1274.13044157597,1291.98021131975,1277.54675735995,1289.22828769153,1289.72909986894,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Byambasuren Tungalagsaikhan","Byambasuren Tungalagsaikhan",8606,"Mongolia",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1249.46915092577,1252.06881002526,1274.13044157597,1279.39633367608,1286.90880458685,1289.22828769153,1264.37967220946,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Alex McNabb","Alex McNabb",6906,"USA",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1283.09196788351,1290.7025851117,1274.13044157597,1273.82863896548,1295.45908913533,1289.22828769153,1294.73986136751,1289.09777574195,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Yiannos Kouyoumdijan","Yiannos Kouyoumdijan",4217,"Cyprus",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1197.99208483974,1252.06881002526,1274.13044157597,1215.49227353865,1267.14373392242,1289.22828769153,1201.73799154246,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0.08,0.0175438596491228,"M"
"Yukimaru Nozawa","Yukimaru Nozawa",7100,"Japan",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1154.92950200617,1252.06881002526,1274.13044157597,1245.5286477588,1214.38552029596,1289.22828769153,1166.55743039826,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Max Malsiner","Max Malsiner",7923,"Italy",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1250.53043692494,1252.06881002526,1274.13044157597,1273.82863896548,1251.89639840442,1289.22828769153,1252.84117750837,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Mathias Høiby","Mathias Høiby",8010,"Norway",999,999,"True","False",NA,NA,NA,NA,NA,"Super G",1200.63643437334,1252.06881002526,1274.13044157597,1283.94395908994,1204.21109117987,1289.22828769153,1203.02355980661,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Jakob Eisner","Jakob Eisner",6919,"Austria",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1161.16797618281,1252.06881002526,1274.13044157597,1202.07525379933,1223.09389049246,1289.22828769153,1165.12755453657,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Francis Ceccarelli","Francis Ceccarelli",8637,"Philippines",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1272.23902841811,1252.06881002526,1274.13044157597,1275.03247110226,1277.54675735995,1289.22828769153,1273.96991400201,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0.5,0,"M"
"Andreas Sønsterud Amdahl","Andreas Sønsterud Amdahl",5711,"Norway",999,999,"True","False",NA,NA,NA,NA,NA,"Super G",1189.19122787561,1252.06881002526,1274.13044157597,1203.22731942649,1284.13266850845,1289.22828769153,1190.37534888985,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Arif Mohd Khan","Arif Mohd Khan",2702,"India",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1222.90147558984,1252.06881002526,1274.13044157597,1262.61911114103,1240.53574987525,1289.22828769153,1225.73734916717,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0.02,0.0526315789473684,"M"
"Ariunbat Altanzul","Ariunbat Altanzul",7179,"Mongolia",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1272.70001042567,1252.06881002526,1274.13044157597,1299.25017970492,1272.61235634222,1289.22828769153,1274.60557051612,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0.5,"M"
"Loevan Parand","Loevan Parand",5340,"France",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1287.00224316446,1252.06881002526,1274.13044157597,1281.48541641327,1264.80661851472,1289.22828769153,1282.92359362405,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0.434782608695652,0,"M"
"David Castlunger","David Castlunger",8316,"Italy",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1275.92460758981,1252.06881002526,1274.13044157597,1279.55983220763,1301.91116079275,1289.22828769153,1276.76282975509,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Moritz Wiesler","Moritz Wiesler",7947,"Germany",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1286.70781286016,1252.06881002526,1274.13044157597,1290.13802003748,1277.54675735995,1289.22828769153,1287.38954698086,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Jozef Strkolec","Jozef Strkolec",8686,"Slovakia",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1295.47233173023,1252.06881002526,1274.13044157597,1273.82863896548,1297.55116079275,1289.22828769153,1295.74156435258,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Thomas Weir","Thomas Weir",8638,"South Africa",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1253.17917440351,1252.06881002526,1274.13044157597,1257.03247110226,1277.54675735995,1289.22828769153,1255.80324733535,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0.5,0,"M"
"Kilian Abplanalp","Kilian Abplanalp",7094,"Switzerland",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1240.3768851175,1252.06881002526,1274.13044157597,1275.27647912345,1262.1398977523,1289.22828769153,1240.37020360439,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Taiga Young","Taiga Young",8126,"Canada",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1221.94963732819,1252.06881002526,1274.13044157597,1259.44467867487,1275.43771769856,1289.22828769153,1227.44174535812,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Kaspar Kellerhals","Kaspar Kellerhals",8210,"Switzerland",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1276.84837490459,1272.02729658231,1274.13044157597,1273.82863896548,1277.54675735995,1289.22828769153,1267.3201166527,1271.39627835962,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Ren Yokoo","Ren Yokoo",7314,"Japan",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1224.99575691679,1252.06881002526,1274.13044157597,1262.33935400423,1250.51371751608,1289.22828769153,1221.98651004445,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Pedro Hanekamp","Pedro Hanekamp",7648,"Chile",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1285.02258327841,1252.06881002526,1274.13044157597,1293.4165144997,1295.79387615777,1289.22828769153,1285.7136709675,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Rafael Zangerl","Rafael Zangerl",8599,"Austria",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1295.30367783518,1252.06881002526,1274.13044157597,1293.80833421861,1277.54675735995,1289.22828769153,1295.1990992254,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Valentin Pöll","Valentin Pöll",8318,"Austria",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1276.42807981595,1252.06881002526,1274.13044157597,1282.24857720062,1300,1289.22828769153,1277.63266542309,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Engebret Grøthe Halbjørhus","Engebret Grøthe Halbjørhus",8555,"Norway",999,999,"True","False",NA,NA,NA,NA,NA,"Super G",1297.86067586525,1252.06881002526,1274.13044157597,1297.77385637093,1277.54675735995,1289.22828769153,1298.00249845608,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Haruto Watanabe","Haruto Watanabe",8275,"Japan",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1193.75096321324,1252.06881002526,1274.13044157597,1245.84480743042,1264.98695422473,1289.22828769153,1204.97215695916,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Daino Nakamura","Daino Nakamura",8411,"Japan",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1271.80992046317,1252.06881002526,1274.13044157597,1285.59687789618,1290.75066381399,1289.22828769153,1273.0947683284,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Thomas Burgschwaiger","Thomas Burgschwaiger",8604,"Czechia",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1273.99737343729,1252.06881002526,1274.13044157597,1292.89979430027,1292.1583674742,1289.22828769153,1282.24275657231,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Josselin Moubayed","Josselin Moubayed",8455,"Germany",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1252.82614838704,1252.06881002526,1274.13044157597,1276.77723589276,1275.97386269074,1289.22828769153,1254.97168527964,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Aleksander Berg Torpe","Aleksander Berg Torpe",8254,"Norway",999,999,"True","False",NA,NA,NA,NA,NA,"Super G",1202.17068252513,1252.06881002526,1274.13044157597,1214.27694031659,1284.52389213876,1289.22828769153,1197.29547275104,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Aiden Kyung-Min Lee","Aiden Kyung-Min Lee",8603,"South Korea",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1267.03833392605,1252.06881002526,1274.13044157597,1290.19977926173,1291.07198408668,1289.22828769153,1279.67457613542,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Se-geun Park","Se-geun Park",8004,"South Korea",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1264.68651826746,1252.06881002526,1274.13044157597,1289.19977926173,1290.17075025885,1289.22828769153,1279.41821128985,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Mario Gramshammer","Mario Gramshammer",5665,"Austria",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1230.5214870022,1252.06881002526,1274.13044157597,1290.68896647392,1225.88746439949,1289.22828769153,1232.24437465559,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Luis Ertl","Luis Ertl",8458,"Germany",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1247.57921837455,1252.06881002526,1274.13044157597,1272.01713986956,1276.92050374669,1289.22828769153,1249.90237327293,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Guillaume Renaudin","Guillaume Renaudin",8496,"France",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1295.72738203069,1252.06881002526,1274.13044157597,1298.05375042781,1277.54675735995,1289.22828769153,1295.93731924187,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Nozomu Harada","Nozomu Harada",7301,"Japan",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1264.27022560537,1252.06881002526,1274.13044157597,1296.8532548375,1268.74162795506,1289.22828769153,1265.36099156009,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Kei Kobayashi","Kei Kobayashi",8647,"Japan",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1275.34765903162,1252.06881002526,1274.13044157597,1291.49793725958,1287.46856843817,1289.22828769153,1276.55362380738,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Jesse Mutton","Jesse Mutton",6977,"New Zealand",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1251.8432832752,1252.06881002526,1274.13044157597,1270.74814558069,1285.47509185763,1289.22828769153,1253.65371999843,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
