"FISName","Skier","ID","Nation","StartOrder","Bib","Is_Host_Nation","In_Startlist","Year","Run1","Run2","Time","Points","Discipline","Elo","Downhill_Elo","Super.G_Elo","Giant.Slalom_Elo","Slalom_Elo","Combined_Elo","Tech_Elo","Speed_Elo","Race_Elo","Race1_Prob","City","Country","Race_Type","Race_Date","Race2_Prob","Race3_Prob","Race4_Prob","Sex"
"Dongwoo Son","Dongwoo Son",8005,"South Korea",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1288.89596999295,1252.06881002526,1274.13044157597,1293.54393177182,1297.42473576538,1289.22828769153,1289.3191719985,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Louis Gustav Fausa","Louis Gustav Fausa",5716,"Norway",999,999,"True","False",NA,NA,NA,NA,NA,"Super G",1241.47366155562,1252.06881002526,1274.13044157597,1269.01204806923,1279.76959333519,1289.22828769153,1245.88760833108,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Harunao Matsuura","Harunao Matsuura",8239,"Japan",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1232.88405794991,1252.06881002526,1274.13044157597,1276.19903776491,1284.80410244896,1289.22828769153,1254.11138382666,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Manuel Bustamante","Manuel Bustamante",8489,"Argentina",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1282.97953509262,1252.06881002526,1274.13044157597,1294.57187923175,1294.1643642344,1289.22828769153,1285.64969758938,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Ryosuke Yamazaki","Ryosuke Yamazaki",8655,"Japan",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1274.1471875661,1252.06881002526,1274.13044157597,1290.91318174158,1284.83872049504,1289.22828769153,1275.42406549824,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Jesperi Kemppainen","Jesperi Kemppainen",6914,"Finland",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1227.64650847293,1252.06881002526,1274.13044157597,1301.49032732279,1223.02607392613,1289.22828769153,1228.64383839382,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Nils Bircher","Nils Bircher",8492,"Switzerland",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1256.0736743937,1252.06881002526,1274.13044157597,1296.75994381323,1257.98305780693,1289.22828769153,1258.02723276343,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Diego Orecchioni","Diego Orecchioni",5575,"France",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1243.66431245182,1252.06881002526,1274.13044157597,1243.27961197218,1241.05120540211,1289.22828769153,1243.2660792598,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0.35,0,"M"
"Harutyun Harutyunyan","Harutyun Harutyunyan",4072,"Armenia",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1247.11485456135,1252.06881002526,1274.13044157597,1265.03247110226,1286.85792973253,1289.22828769153,1251.24160873423,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0.02,0,"M"
"Luka Buchukuri","Luka Buchukuri",6952,"Georgia",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1243.25108973616,1252.06881002526,1274.13044157597,1246.30751501967,1297.78639736644,1289.22828769153,1245.54771217258,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0.0882352941176471,0,"M"
"Kota Okada","Kota Okada",8656,"Japan",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1294.79900316743,1252.06881002526,1274.13044157597,1273.82863896548,1294.02066381399,1289.22828769153,1295.07717958956,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Toa Hagiwara","Toa Hagiwara",8654,"Japan",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1279.67804667557,1252.06881002526,1274.13044157597,1290.91318174158,1290.75066381399,1289.22828769153,1280.68428509655,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Dohoon Lee","Dohoon Lee",8611,"South Korea",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1288.02228017678,1252.06881002526,1274.13044157597,1289.84577233114,1277.54675735995,1289.22828769153,1288.6866620924,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Adrian Lafont","Adrian Lafont",8495,"France",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1297.84514358786,1252.06881002526,1274.13044157597,1298.05375042781,1277.54675735995,1289.22828769153,1297.95583776039,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Oscar Chesterman","Oscar Chesterman",8462,"New Zealand",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1257.40913726618,1252.06881002526,1274.13044157597,1275.82639117309,1282.26813747084,1289.22828769153,1259.35248582304,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Motoki Ishizuka","Motoki Ishizuka",7895,"Japan",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1226.04827669105,1252.06881002526,1274.13044157597,1268.18704447072,1262.74848827805,1289.22828769153,1229.03391193122,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Gihwan Shim","Gihwan Shim",8605,"South Korea",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1289.63762340777,1252.06881002526,1274.13044157597,1273.82863896548,1295.79605682088,1289.22828769153,1294.51899513919,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Mathias Skaaland Larsen","Mathias Skaaland Larsen",7375,"Norway",999,999,"True","False",NA,NA,NA,NA,NA,"Super G",1225.44691806754,1252.06881002526,1274.13044157597,1275.76398616041,1232.86522559106,1289.22828769153,1226.67152912835,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Aleksa Tomovic","Aleksa Tomovic",6901,"Serbia",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1287.06335931835,1252.06881002526,1274.13044157597,1289.03247110226,1276.76346319682,1289.22828769153,1288.09954363164,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0.5,0,"M"
"Finn Klocke","Finn Klocke",8512,"Germany",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1224.82017442212,1252.06881002526,1274.13044157597,1273.82863896548,1226.97072306922,1289.22828769153,1227.78582051071,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Manuel Feller","Manuel Feller",2396,"Austria",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1481.33466603197,1276.86539479739,1274.13044157597,1354.25315589485,1575.78226014698,1289.22828769153,1482.70922223273,1277.30889519547,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0.7,0.824561403508772,"M"
"Taiga Tomii","Taiga Tomii",6599,"Japan",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1205.87406473239,1252.06881002526,1274.13044157597,1228.0983444975,1261.1421560326,1289.22828769153,1207.40962934711,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Kei Koyama","Kei Koyama",7859,"Japan",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1220.35991684408,1252.06881002526,1274.13044157597,1274.86126154614,1248.20015394421,1289.22828769153,1229.78219889823,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Hong Dongkwan","Hong Dongkwan",5529,"South Korea",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1288.41781031761,1252.06881002526,1274.13044157597,1301.79781871967,1287.27811945628,1289.22828769153,1289.86997512873,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Takuto Okuro","Takuto Okuro",8540,"Japan",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1260.54356512662,1252.06881002526,1274.13044157597,1284.25619281211,1276.65083077492,1289.22828769153,1262.46730367955,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Taiga Kono","Taiga Kono",7299,"Japan",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1195.90218444393,1252.06881002526,1274.13044157597,1236.08147058264,1260.11829467445,1289.22828769153,1196.00621093583,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Leo Avocat Maulaz","Leo Avocat Maulaz",7951,"France",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1219.08313815313,1252.06881002526,1274.13044157597,1255.64621131034,1261.79264314497,1289.22828769153,1221.71032383725,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"George Steffey","George Steffey",4295,"USA",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1224.05688016991,1302.75384573724,1274.13044157597,1229.54589626157,1258.70223676992,1276.46011768935,1225.55027282413,1301.76031124224,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0.34,0.0350877192982456,"M"
"Ryoma Vujcik","Ryoma Vujcik",8095,"Japan",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1199.96530365716,1252.06881002526,1274.13044157597,1258.82636553015,1255.01887847128,1289.22828769153,1212.82774470553,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Taiyo Miyajima","Taiyo Miyajima",7331,"Japan",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1266.14822081488,1252.06881002526,1274.13044157597,1276.74078492358,1297.24566123971,1289.22828769153,1267.3978742854,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Tomohiro Minemura","Tomohiro Minemura",8079,"Japan",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1259.58064843714,1252.06881002526,1274.13044157597,1283.60740695321,1279.10309588856,1289.22828769153,1261.30006869174,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Taiga Mikami","Taiga Mikami",7329,"Japan",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1185.26962127605,1252.06881002526,1274.13044157597,1252.9557520403,1229.21613609405,1289.22828769153,1188.92081349156,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Shannon Abeda","Shannon Abeda",2807,"Eritrea",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1223.66780398706,1252.06881002526,1274.13044157597,1225.82236047504,1300,1289.22828769153,1226.20235469553,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0.04,0,"M"
"Theo Lopez","Theo Lopez",5663,"France",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1212.60174360813,1252.06881002526,1274.13044157597,1263.44110425575,1214.90874860997,1289.22828769153,1212.38313876916,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Sacha Dimier Chambet","Sacha Dimier Chambet",5671,"France",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1172.07984646092,1252.06881002526,1274.13044157597,1262.80198088225,1187.96124049417,1289.22828769153,1174.15486156526,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Jason Khalil","Jason Khalil",8385,"Lebanon",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1294.88968665521,1252.06881002526,1274.13044157597,1295.9007148348,1277.54675735995,1289.22828769153,1294.73228790669,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Shawn Shaochi Chuang","Shawn Shaochi Chuang",8430,"Taiwan",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1285.92705018785,1252.06881002526,1274.13044157597,1295.9007148348,1291.70618084037,1289.22828769153,1286.17181105571,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"George Brown","George Brown",8679,"Ireland",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1290.4392424423,1252.06881002526,1274.13044157597,1295.9007148348,1297.55116079275,1289.22828769153,1290.54991540005,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Lorenzo Gerosa","Lorenzo Gerosa",7926,"Italy",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1270.6635032349,1252.06881002526,1274.13044157597,1278.74960196719,1298.64116079275,1289.22828769153,1272.07197962097,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Spencer Richeda","Spencer Richeda",7074,"USA",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1282.56932811004,1290.72120537442,1274.13044157597,1295.57187923175,1277.54675735995,1289.22828769153,1292.92053885364,1291.04445193807,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Christos Bouas","Christos Bouas",7988,"Belgium",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1288.78399885068,1252.06881002526,1274.13044157597,1292.70641940348,1297.60203183434,1289.22828769153,1290.37964291574,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Beomgeun Choi","Beomgeun Choi",8608,"South Korea",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1276.75873948738,1252.06881002526,1274.13044157597,1273.82863896548,1288.37512703795,1289.22828769153,1286.61360746063,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Felix Norys","Felix Norys",7949,"Germany",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1242.70872122142,1252.06881002526,1274.13044157597,1267.31863217408,1288.37512703795,1289.22828769153,1248.57536336753,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Benjamin Ritchie","Benjamin Ritchie",5296,"USA",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1394.96329531358,1252.06881002526,1274.13044157597,1256.81564858299,1395.21413589784,1289.22828769153,1393.88624039726,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0.56140350877193,"M"
"Sebastian Weiss","Sebastian Weiss",6920,"Germany",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1266.70465249376,1252.06881002526,1274.13044157597,1287.88015801668,1284.7118760945,1289.22828769153,1269.20710622736,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Jackson Leever","Jackson Leever",8556,"USA",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1291.05130702478,1252.06881002526,1274.13044157597,1293.61190308692,1277.54675735995,1289.22828769153,1292.03724082678,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Taras Dets","Taras Dets",6696,"Canada",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1157.05869241745,1252.06881002526,1274.13044157597,1226.9074743233,1239.12321475501,1289.22828769153,1168.43502543303,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Tor Borgia","Tor Borgia",8554,"USA",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1268.24962300066,1252.06881002526,1274.13044157597,1281.95631007442,1287.6025249521,1289.22828769153,1268.51903371555,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Benjamin Louis Goldsmith","Benjamin Louis Goldsmith",8676,"Israel",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1290.48729365451,1252.06881002526,1274.13044157597,1293.9007148348,1298.64116079275,1289.22828769153,1291.58834017853,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Patrick Bosma","Patrick Bosma",8675,"Brazil",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1291.71304431944,1252.06881002526,1274.13044157597,1293.9007148348,1277.54675735995,1289.22828769153,1292.71376938817,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Pietro Tranchina","Pietro Tranchina",7025,"Morocco",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1247.54529894544,1252.06881002526,1274.13044157597,1248.08713398098,1299.42477985783,1289.22828769153,1249.16093391611,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0.444444444444444,0,"M"
"Pierre-Antoine Damevin","Pierre-Antoine Damevin",8513,"France",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1277.09639218796,1252.06881002526,1274.13044157597,1303.9007148348,1272.97601813098,1289.22828769153,1277.80288358001,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Nicolo Pedroncelli","Nicolo Pedroncelli",8642,"Italy",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1254.05823154976,1252.06881002526,1274.13044157597,1277.96723765645,1280.30706312202,1289.22828769153,1256.24067978463,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Hyunjoong Kim","Hyunjoong Kim",8610,"South Korea",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1265.76728496077,1252.06881002526,1274.13044157597,1294.80755923266,1286.90880458685,1289.22828769153,1280.49559222308,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Noe Peter","Noe Peter",7485,"Switzerland",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1288.83473458562,1252.06881002526,1274.13044157597,1273.82863896548,1289.72968894385,1289.22828769153,1289.07892460159,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Paul Silvestre","Paul Silvestre",7950,"France",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1206.84323906829,1252.06881002526,1274.13044157597,1228.65995914298,1256.14351871656,1289.22828769153,1209.24475956494,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Harrison Duess","Harrison Duess",8460,"Canada",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1282.78943249763,1252.06881002526,1274.13044157597,1290.52517687852,1293.83971146538,1289.22828769153,1283.61589733487,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Chun Jung Park","Chun Jung Park",7394,"South Korea",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1264.06194980094,1252.06881002526,1274.13044157597,1284.84171039512,1290.33675646677,1289.22828769153,1275.76196972799,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Alec Hirsch","Alec Hirsch",8609,"Switzerland",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1267.31726833549,1252.06881002526,1274.13044157597,1282.33033495106,1294.68225720356,1289.22828769153,1276.04231094987,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
"Dave Ryding","Dave Ryding",2375,"Great Britain",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1454.21383324137,1256.79540362899,1274.13044157597,1295.00332581466,1455.096437689,1289.58414405725,1456.38064072555,1258.29811065312,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0.947368421052632,"M"
"Laurie Taylor","Laurie Taylor",4143,"Great Britain",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1325.31468301782,1252.06881002526,1274.13044157597,1298.08545201305,1327.56853668431,1289.22828769153,1325.30745766164,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0.666666666666667,"M"
"Nickco Palamaras","Nickco Palamaras",7114,"Germany",999,999,"False","False",NA,NA,NA,NA,NA,"Super G",1223.51340209793,1252.06881002526,1274.13044157597,1219.56904956276,1268.60543847062,1289.22828769153,1222.54569905417,1253.07889119888,1274.13044157597,NA,"Lillehammer","Norway","Men's Super G","03/21/2026",0,0,0,"M"
