FISName,Skier,ID,Nation,StartOrder,Bib,Is_Host_Nation,In_Startlist,Year,Run1,Run2,Time,Points,Discipline,Elo,Downhill_Elo,Slalom_Elo,Combined_Elo,Tech_Elo,Speed_Elo,Race_Elo,Race1_Prob,City,Country,Race_Type,Race_Date
HAUGAN Timon,Timon Haugan,3049,NOR,,1,False,True,1996,,,,,Slalom,1703.075993997414,1249.004193053197,1691.148424892075,1282.189991172562,1699.1778748880674,1251.070185390828,1691.148424892075,1.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
MEILLARD Loic,Loic Meillard,2565,SUI,,7,False,True,1996,,,,,Slalom,1668.5373191138283,1287.484817293782,1623.582370509974,1389.1616544877588,1687.5814470201187,1411.7656965053131,1623.582370509974,1.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
PINHEIRO BRAATHEN Lucas,Lucas Pinheiro Braathen,4748,BRA,,3,False,True,2000,,,,,Slalom,1626.2309125338415,1249.004193053197,1607.647901658035,1282.189991172562,1681.4540958692455,1240.968390208342,1607.647901658035,1.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
KRISTOFFERSEN Henrik,Henrik Kristoffersen,2391,NOR,,5,False,True,1994,,,,,Slalom,1668.9744906942256,1249.004193053197,1599.9969807165746,1335.8634722971617,1668.5104062969424,1309.7301784842457,1599.9969807165746,1.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
NOEL Clement,Clement Noel,2758,FRA,,6,False,True,1997,,,,,Slalom,1560.0920245075192,1249.004193053197,1591.9982287779603,1282.189991172562,1558.4162311615994,1251.070185390828,1591.9982287779603,1.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
RASSAT Paco,Paco Rassat,5371,FRA,,10,False,True,1998,,,,,Slalom,1539.217757665555,1249.004193053197,1567.0886106664948,1282.189991172562,1533.6910970156764,1251.070185390828,1567.0886106664948,1.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
NEF Tanguy,Tanguy Nef,3065,SUI,,15,False,True,1996,,,,,Slalom,1551.2127844100205,1249.004193053197,1566.5298278307837,1282.189991172562,1547.9305578118488,1251.070185390828,1566.5298278307837,1.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
MCGRATH Atle Lie,Atle Lie McGrath,4711,NOR,,4,False,True,2000,,,,,Slalom,1607.8999456858062,1249.004193053197,1564.112966987724,1331.9952085195707,1599.6225956521637,1390.8116775900182,1564.112966987724,1.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
GSTREIN Fabio,Fabio Gstrein,3066,AUT,,2,False,True,1997,,,,,Slalom,1469.0389188530728,1249.004193053197,1562.8092425148632,1282.189991172562,1469.1986242487849,1251.070185390828,1562.8092425148632,1.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
FELLER Manuel,Manuel Feller,2396,AUT,,11,False,True,1992,,,,,Slalom,1477.1059808784034,1249.004193053197,1554.530145923982,1282.189991172562,1477.590934662324,1251.070185390828,1554.530145923982,1.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
AMIEZ Steven,Steven Amiez,5409,FRA,,9,False,True,1998,,,,,Slalom,1528.4302995336434,1249.004193053197,1537.900667326041,1282.189991172562,1526.5370235346086,1251.070185390828,1537.900667326041,1.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
VINATZER Alex,Alex Vinatzer,4040,ITA,,17,False,True,1999,,,,,Slalom,1622.7383746607952,1249.004193053197,1530.702432552442,1282.189991172562,1619.344170353589,1251.070185390828,1530.702432552442,1.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
STRASSER Linus,Linus Strasser,1932,GER,,12,False,True,1992,,,,,Slalom,1456.585841764833,1293.8784839446782,1512.8289988153367,1338.8913680579444,1456.930749358388,1295.777167127865,1512.8289988153367,1.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
HALLBERG Eduard,Eduard Hallberg,6820,FIN,,21,False,True,2003,,,,,Slalom,1461.5186507939438,1249.004193053197,1507.1133031326644,1282.189991172562,1458.2913303143614,1251.070185390828,1507.1133031326644,1.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
MUFFAT-JEANDET Victor,Victor Muffat-Jeandet,2024,FRA,,20,False,True,1989,,,,,Slalom,1478.5901194969204,1249.004193053197,1491.773417642378,1451.5468986894211,1476.1196921527287,1324.750071715371,1491.773417642378,1.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
SCHWARZ Marco,Marco Schwarz,2561,AUT,,16,False,True,1995,,,,,Slalom,1643.063692924214,1374.3322663931365,1488.35822816146,1438.8816017506629,1610.3745376394136,1505.5112116818636,1488.35822816146,1.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
SANDVIK Oscar Andreas,Oscar Andreas Sandvik,6803,NOR,,29,False,True,2004,,,,,Slalom,1437.1685755166068,1249.004193053197,1487.01606687996,1282.189991172562,1461.1484315387495,1241.211828354145,1487.01606687996,1.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
RYDING Dave,Dave Ryding,2375,GBR,,8,False,True,1986,,,,,Slalom,1484.5728212382485,1249.004193053197,1486.2532983750266,1282.189991172562,1485.3510440636862,1251.070185390828,1486.2532983750266,1.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
MATT Michael,Michael Matt,2481,AUT,,23,False,True,1993,,,,,Slalom,1471.0188625369376,1249.004193053197,1482.872655795508,1282.189991172562,1469.9819576521804,1251.070185390828,1482.872655795508,1.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
KOLEGA Samuel,Samuel Kolega,3029,CRO,,14,False,True,1999,,,,,Slalom,1473.172590073731,1249.004193053197,1481.65944542805,1282.189991172562,1472.8254684500648,1251.070185390828,1481.65944542805,1.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
POPOV Albert,Albert Popov,2597,BUL,,13,False,True,1997,,,,,Slalom,1475.0762281026605,1249.004193053197,1480.494760910123,1282.189991172562,1475.4895559864824,1251.070185390828,1480.494760910123,1.0,Madonna di Campiglio,Italy,Men's Slalom,01/07/2026
