Date,City,Country,Sex,Distance,Event,MS,Technique,Place,Skier,Nation,ID,Season,Race,Birthday,Age,Exp,Pelo,Elo
2022-02-27,Crans-Montana,Switzerland,L,Downhill,World Cup,0,N/A,13,Mirjam Puchner,Austria,175,2022,34,1992-01-01T00:00:00.000000,30.157426420260094,108,1400.1439817811195,1406.2804454010718
2022-02-27,Crans-Montana,Switzerland,L,Downhill,World Cup,0,N/A,14,Elena Curtoni,Italy,33,2022,34,1991-01-01T00:00:00.000000,31.156741957563312,229,1384.9412746923747,1391.0534421806565
2022-02-27,Crans-Montana,Switzerland,L,Downhill,World Cup,0,N/A,15,Jasmine Flury,Switzerland,201,2022,34,1993-01-01T00:00:00.000000,29.155373032169745,77,1353.682742127969,1360.8437974391843
2022-02-27,Crans-Montana,Switzerland,L,Downhill,World Cup,0,N/A,16,Petra Vlhova,Slovakia,236,2022,34,1995-01-01T00:00:00.000000,27.156741957563312,174,1324.5221481029685,1332.625564112076
2022-02-27,Crans-Montana,Switzerland,L,Downhill,World Cup,0,N/A,17,Tamara Tippler,Austria,96,2022,34,1991-01-01T00:00:00.000000,31.156741957563312,106,1360.136897930726,1364.8711743581568
2022-02-27,Crans-Montana,Switzerland,L,Downhill,World Cup,0,N/A,18,Laura Gauche,France,388,2022,34,1995-01-01T00:00:00.000000,27.156741957563312,91,1310.7375187149792,1317.7623296112015
2022-02-27,Crans-Montana,Switzerland,L,Downhill,World Cup,0,N/A,19,Lara Gut-Behrami,Switzerland,10,2022,34,1991-01-01T00:00:00.000000,31.156741957563312,297,1387.1201030221814,1388.091457677905
2022-02-27,Crans-Montana,Switzerland,L,Downhill,World Cup,0,N/A,20,Ariane Raedler,Austria,3633,2022,34,1995-01-01T00:00:00.000000,27.156741957563312,32,1332.4348127999738,1336.0096530864357
2022-02-27,Crans-Montana,Switzerland,L,Downhill,World Cup,0,N/A,21,Nadia Delago,Italy,3013,2022,34,1997-01-01T00:00:00.000000,25.155373032169745,41,1392.1132801611416,1390.7631278189263
2022-02-27,Crans-Montana,Switzerland,L,Downhill,World Cup,0,N/A,22,Ramona Siebenhofer,Austria,179,2022,34,1991-01-01T00:00:00.000000,31.156741957563312,164,1405.1345542562474,1401.954449877175
2022-02-27,Crans-Montana,Switzerland,L,Downhill,World Cup,0,N/A,23,Nadine Fest,Austria,2969,2022,34,1998-01-01T00:00:00.000000,24.15605749486653,46,1298.2819002949313,1301.1380224983377
2022-02-27,Crans-Montana,Switzerland,L,Downhill,World Cup,0,N/A,24,Christine Scheyer,Austria,859,2022,34,1994-01-01T00:00:00.000000,28.15605749486653,68,1348.5492819582153,1347.0508285858048
2022-02-27,Crans-Montana,Switzerland,L,Downhill,World Cup,0,N/A,25,Kira Weidle-Winkelmann,Germany,1340,2022,34,1996-01-01T00:00:00.000000,26.157426420260094,84,1402.5459425046258,1396.5297970018432
2022-02-27,Crans-Montana,Switzerland,L,Downhill,World Cup,0,N/A,26,Ilka Stuhec,Slovenia,43,2022,34,1990-01-01T00:00:00.000000,32.15605749486653,184,1331.2142141494528,1328.8705485359885
2022-02-27,Crans-Montana,Switzerland,L,Downhill,World Cup,0,N/A,27,Karoline Pichler,Italy,253,2022,34,1994-01-01T00:00:00.000000,28.15605749486653,37,1254.049043376603,1255.8187075508145
2022-02-27,Crans-Montana,Switzerland,L,Downhill,World Cup,0,N/A,28,Francesca Marsaglia,Italy,35,2022,34,1990-01-01T00:00:00.000000,32.15605749486653,210,1277.7283946049658,1276.9484364218206
2022-02-27,Crans-Montana,Switzerland,L,Downhill,World Cup,0,N/A,29,Elvedina Muzaferija,Bosnia&Herzegovina,2989,2022,34,1999-01-01T00:00:00.000000,23.156741957563312,38,1216.4413204156833,1218.5957426544112
2022-02-27,Crans-Montana,Switzerland,L,Downhill,World Cup,0,N/A,30,Jasmina Suter,Switzerland,262,2022,34,1995-01-01T00:00:00.000000,27.156741957563312,68,1274.8001262642251,1271.7132862892322
2022-02-27,Crans-Montana,Switzerland,L,Downhill,World Cup,0,N/A,30,Jonna Luthman,Sweden,2976,2022,34,1998-01-01T00:00:00.000000,24.15605749486653,3,1290.927807213299,1286.7733837310325
2022-02-27,Crans-Montana,Switzerland,L,Downhill,World Cup,0,N/A,32,Jacqueline Wiles,USA,378,2022,34,1992-01-01T00:00:00.000000,30.157426420260094,88,1271.8410766753766,1267.4490070121676
2022-02-27,Crans-Montana,Switzerland,L,Downhill,World Cup,0,N/A,33,Vanessa Nussbaumer,Austria,4177,2022,34,1998-01-01T00:00:00.000000,24.15605749486653,9,1245.9771921389129,1242.2676952156232
2022-02-27,Crans-Montana,Switzerland,L,Downhill,World Cup,0,N/A,34,Sabrina Maier,Austria,2851,2022,34,1994-01-01T00:00:00.000000,28.15605749486653,37,1298.2961846939197,1290.151354986245
2022-02-27,Crans-Montana,Switzerland,L,Downhill,World Cup,0,N/A,35,Marusa Ferk,Slovenia,47,2022,34,1988-01-01T00:00:00.000000,34.157426420260094,239,1224.9565131680138,1220.5810257724136
2022-02-27,Crans-Montana,Switzerland,L,Downhill,World Cup,0,N/A,36,Cornelia Hütter,Austria,94,2022,34,1992-01-01T00:00:00.000000,30.157426420260094,99,1375.9267822135134,1360.6246511471966
2022-02-27,Crans-Montana,Switzerland,L,Downhill,World Cup,0,N/A,37,Noemie Kolly,Switzerland,3770,2022,34,1998-01-01T00:00:00.000000,24.15605749486653,17,1293.9635142202558,1283.1072079483733
2022-02-27,Crans-Montana,Switzerland,L,Downhill,World Cup,0,N/A,38,Elisabeth Reisinger,Austria,1358,2022,34,1996-01-01T00:00:00.000000,26.157426420260094,22,1335.1712476565035,1320.563464753278
2022-02-27,Crans-Montana,Switzerland,L,Downhill,World Cup,0,N/A,39,Alix Wilkinson,USA,3988,2022,34,2000-01-01T00:00:00.000000,22.157426420260094,7,1288.5598234658084,1276.0627009741033
2022-02-27,Crans-Montana,Switzerland,L,Downhill,World Cup,0,N/A,40,Esther Paslier,France,3769,2022,34,1997-01-01T00:00:00.000000,25.155373032169745,19,1250.1597411559499,1239.1809004973056
2022-02-27,Crans-Montana,Switzerland,L,Downhill,World Cup,0,N/A,41,Roni Remme,Germany,484,2022,34,1996-01-01T00:00:00.000000,26.157426420260094,57,1238.3944178354175,1227.170085151213
2022-02-27,Crans-Montana,Switzerland,L,Downhill,World Cup,0,N/A,42,Stephanie Jenal,Switzerland,3784,2022,34,1998-01-01T00:00:00.000000,24.15605749486653,19,1229.7222556593426,1218.0474182949552
2022-02-27,Crans-Montana,Switzerland,L,Downhill,World Cup,0,N/A,43,Iulija Pleshkova,Russia,3017,2022,34,1997-01-01T00:00:00.000000,25.155373032169745,44,1263.709463784892,1248.8504776000727
2022-02-27,Crans-Montana,Switzerland,L,Downhill,World Cup,0,N/A,44,Elena Dolmen,Italy,3949,2022,34,1997-01-01T00:00:00.000000,25.155373032169745,2,1282.9464029525066,1265.8214720033013
2022-02-27,Crans-Montana,Switzerland,L,Downhill,World Cup,0,N/A,45,Monica Zanoner,Italy,4138,2022,34,1999-01-01T00:00:00.000000,23.156741957563312,2,1280.9510518873083,1262.9581593268404
2022-02-27,Crans-Montana,Switzerland,L,Downhill,World Cup,0,N/A,46,Greta Small,Australia,248,2022,34,1995-01-01T00:00:00.000000,27.156741957563312,62,1192.268953943041,1178.8894487198643
2022-02-27,Crans-Montana,Switzerland,L,Downhill,World Cup,0,N/A,47,Sabrina Simader,Kenya,2987,2022,34,1998-01-01T00:00:00.000000,24.15605749486653,14,1257.0308960026985,1238.6071010106045
2022-02-27,Crans-Montana,Switzerland,L,Downhill,World Cup,0,N/A,48,Ania Monica Caill,Romania,398,2022,34,1995-01-01T00:00:00.000000,27.156741957563312,40,1184.231018520892,1169.3253246624668
2022-03-16,Meribel,France,L,Downhill,World Cup,0,N/A,1,Mikaela Shiffrin,USA,72,2022,39,1995-01-01T00:00:00.000000,27.203285420944557,226,1303.4741992809832,1318.8635675147284
2022-03-16,Meribel,France,L,Downhill,World Cup,0,N/A,2,Christine Scheyer,Austria,859,2022,39,1994-01-01T00:00:00.000000,28.202600958247775,69,1345.2257462851956,1357.537329997876
2022-03-16,Meribel,France,L,Downhill,World Cup,0,N/A,2,Joana Hählen,Switzerland,169,2022,39,1992-01-01T00:00:00.000000,30.203969883641342,100,1366.2544741226868,1377.760200041633
2022-03-16,Meribel,France,L,Downhill,World Cup,0,N/A,4,Michelle Gisin,Switzerland,360,2022,39,1993-01-01T00:00:00.000000,29.201916495550993,193,1380.6585834529342,1390.1119554255874
2022-03-16,Meribel,France,L,Downhill,World Cup,0,N/A,5,Lara Gut-Behrami,Switzerland,10,2022,39,1991-01-01T00:00:00.000000,31.203285420944557,299,1384.6744262445561,1392.9740474399212
2022-03-16,Meribel,France,L,Downhill,World Cup,0,N/A,6,Ragnhild Mowinckel,Norway,176,2022,39,1992-01-01T00:00:00.000000,30.203969883641342,205,1379.3587791258399,1386.8619475265969
2022-03-16,Meribel,France,L,Downhill,World Cup,0,N/A,7,Ester Ledecka,Czechia,2957,2022,39,1995-01-01T00:00:00.000000,27.203285420944557,83,1402.6997138220781,1408.3119941042357
2022-03-16,Meribel,France,L,Downhill,World Cup,0,N/A,8,Romane Miradoli,France,196,2022,39,1994-01-01T00:00:00.000000,28.202600958247775,127,1348.367316538454,1355.0587344565283
2022-03-16,Meribel,France,L,Downhill,World Cup,0,N/A,9,Priska Ming-Nufer,Switzerland,170,2022,39,1992-01-01T00:00:00.000000,30.203969883641342,138,1374.5881938933846,1379.2742314977036
2022-03-16,Meribel,France,L,Downhill,World Cup,0,N/A,10,Elena Curtoni,Italy,33,2022,39,1991-01-01T00:00:00.000000,31.203285420944557,231,1387.521516585969,1390.7122406896215
2022-03-16,Meribel,France,L,Downhill,World Cup,0,N/A,11,Federica Brignone,Italy,127,2022,39,1990-01-01T00:00:00.000000,32.20260095824778,262,1382.6878014039921,1385.0634625688265
2022-03-16,Meribel,France,L,Downhill,World Cup,0,N/A,12,Sofia Goggia,Italy,331,2022,39,1992-01-01T00:00:00.000000,30.203969883641342,126,1441.9395386539677,1441.08466443553
2022-03-16,Meribel,France,L,Downhill,World Cup,0,N/A,13,Ramona Siebenhofer,Austria,179,2022,39,1991-01-01T00:00:00.000000,31.203285420944557,168,1397.9996786747968,1397.7906346375398
2022-03-16,Meribel,France,L,Downhill,World Cup,0,N/A,14,Ilka Stuhec,Slovenia,43,2022,39,1990-01-01T00:00:00.000000,32.20260095824778,185,1327.750671825511,1328.7278433178362
2022-03-16,Meribel,France,L,Downhill,World Cup,0,N/A,14,Marta Bassino,Italy,385,2022,39,1996-01-01T00:00:00.000000,26.203969883641342,145,1288.5032310044526,1290.9447940442853
2022-03-16,Meribel,France,L,Downhill,World Cup,0,N/A,16,Petra Vlhova,Slovakia,236,2022,39,1995-01-01T00:00:00.000000,27.203285420944557,178,1331.3600318909007,1330.700209556809
2022-03-16,Meribel,France,L,Downhill,World Cup,0,N/A,17,Stephanie Venier,Austria,255,2022,39,1993-01-01T00:00:00.000000,29.201916495550993,122,1351.818876703208,1349.3781473251752
2022-03-16,Meribel,France,L,Downhill,World Cup,0,N/A,18,Kira Weidle-Winkelmann,Germany,1340,2022,39,1996-01-01T00:00:00.000000,26.203969883641342,86,1392.7854458546965,1387.7751177303733
2022-03-16,Meribel,France,L,Downhill,World Cup,0,N/A,19,Corinne Suter,Switzerland,177,2022,39,1994-01-01T00:00:00.000000,28.202600958247775,143,1458.087032665354,1449.646055946428
2022-03-16,Meribel,France,L,Downhill,World Cup,0,N/A,20,Mirjam Puchner,Austria,175,2022,39,1992-01-01T00:00:00.000000,30.203969883641342,109,1402.1578706105213,1394.7907259527638
2022-03-16,Meribel,France,L,Downhill,World Cup,0,N/A,21,Marie-Michele Gagnon,Canada,62,2022,39,1989-01-01T00:00:00.000000,33.20191649555099,243,1382.815942397464,1375.186697606064
2022-03-16,Meribel,France,L,Downhill,World Cup,0,N/A,22,Tamara Tippler,Austria,96,2022,39,1991-01-01T00:00:00.000000,31.203285420944557,107,1362.354848170088,1354.5101867508317
2022-03-16,Meribel,France,L,Downhill,World Cup,0,N/A,23,Jasmine Flury,Switzerland,201,2022,39,1993-01-01T00:00:00.000000,29.201916495550993,79,1358.4836915463497,1349.7875136086254
2022-03-16,Meribel,France,L,Downhill,World Cup,0,N/A,24,Elisabeth Reisinger,Austria,1358,2022,39,1996-01-01T00:00:00.000000,26.203969883641342,23,1319.7658164081065,1311.5449373321069
2022-03-16,Meribel,France,L,Downhill,World Cup,0,N/A,25,Nadia Delago,Italy,3013,2022,39,1997-01-01T00:00:00.000000,25.201916495550993,42,1387.2424633989967,1375.4438564919585
2022-03-16,Meribel,France,L,Downhill,World Cup,0,N/A,26,Magdalena Egger,Austria,3962,2022,39,2001-01-01T00:00:00.000000,21.201916495550993,8,1300.0,1290.5183152583365
2022-03-16,Meribel,France,L,Downhill,World Cup,0,N/A,27,Ariane Raedler,Austria,3633,2022,39,1995-01-01T00:00:00.000000,27.203285420944557,33,1334.612853444974,1322.829332747539
2022-12-02,Lake Louise,Canada,L,Downhill,World Cup,0,N/A,1,Sofia Goggia,Italy,331,2023,5,1992-01-01T00:00:00.000000,30.918548939082818,127,1376.858646115617,1393.2594319609452
2022-12-02,Lake Louise,Canada,L,Downhill,World Cup,0,N/A,2,Corinne Suter,Switzerland,177,2023,5,1994-01-01T00:00:00.000000,28.917180013689254,145,1381.52263254551,1396.659936014093
2022-12-02,Lake Louise,Canada,L,Downhill,World Cup,0,N/A,3,Cornelia Hütter,Austria,94,2023,5,1992-01-01T00:00:00.000000,30.918548939082818,100,1331.7453879690097,1348.7445834357777
2022-12-02,Lake Louise,Canada,L,Downhill,World Cup,0,N/A,4,Mirjam Puchner,Austria,175,2023,5,1992-01-01T00:00:00.000000,30.918548939082818,111,1351.6391125158402,1366.483536689608
2022-12-02,Lake Louise,Canada,L,Downhill,World Cup,0,N/A,5,Ilka Stuhec,Slovenia,43,2023,5,1990-01-01T00:00:00.000000,32.917180013689254,186,1315.6500577299769,1331.5884826529498
2022-12-02,Lake Louise,Canada,L,Downhill,World Cup,0,N/A,6,Nina Ortlieb,Austria,386,2023,5,1996-01-01T00:00:00.000000,26.918548939082818,49,1313.8429245609557,1328.8868894088982
2022-12-02,Lake Louise,Canada,L,Downhill,World Cup,0,N/A,7,Kira Weidle-Winkelmann,Germany,1340,2023,5,1996-01-01T00:00:00.000000,26.918548939082818,88,1347.8172219382363,1359.882667173363
2022-12-02,Lake Louise,Canada,L,Downhill,World Cup,0,N/A,8,Elena Curtoni,Italy,33,2023,5,1991-01-01T00:00:00.000000,31.917864476386036,234,1349.4172774440995,1360.3901335173603
2022-12-02,Lake Louise,Canada,L,Downhill,World Cup,0,N/A,9,Joana Hählen,Switzerland,169,2023,5,1992-01-01T00:00:00.000000,30.918548939082818,102,1342.3613985318048,1352.7431200754984
2022-12-02,Lake Louise,Canada,L,Downhill,World Cup,0,N/A,10,Jasmine Flury,Switzerland,201,2023,5,1993-01-01T00:00:00.000000,29.91649555099247,81,1327.1227273689296,1337.3914230766534
2022-12-02,Lake Louise,Canada,L,Downhill,World Cup,0,N/A,11,Romane Miradoli,France,196,2023,5,1994-01-01T00:00:00.000000,28.917180013689254,129,1329.9943286118228,1339.0955754546285
2022-12-02,Lake Louise,Canada,L,Downhill,World Cup,0,N/A,12,Nicol Delago,Italy,461,2023,5,1996-01-01T00:00:00.000000,26.918548939082818,65,1324.0692431651528,1332.5160982266293
2022-12-02,Lake Louise,Canada,L,Downhill,World Cup,0,N/A,13,Isabella Wright,USA,3934,2023,5,1997-01-01T00:00:00.000000,25.91649555099247,27,1298.552884745156,1307.4891566595697
2022-12-02,Lake Louise,Canada,L,Downhill,World Cup,0,N/A,14,Juliana Suter,Switzerland,3935,2023,5,1998-01-01T00:00:00.000000,24.917180013689254,12,1289.8676544868554,1298.3094236577724
2022-12-02,Lake Louise,Canada,L,Downhill,World Cup,0,N/A,15,Ariane Raedler,Austria,3633,2023,5,1995-01-01T00:00:00.000000,27.917864476386036,34,1312.4367280718916,1318.562815801591
2022-12-02,Lake Louise,Canada,L,Downhill,World Cup,0,N/A,16,Christina Ager,Austria,390,2023,5,1995-01-01T00:00:00.000000,27.917864476386036,42,1284.1405299053577,1290.4147099934055
2022-12-02,Lake Louise,Canada,L,Downhill,World Cup,0,N/A,16,Breezy Johnson,USA,497,2023,5,1996-01-01T00:00:00.000000,26.918548939082818,65,1351.7118101632245,1354.0520348859225
2022-12-02,Lake Louise,Canada,L,Downhill,World Cup,0,N/A,18,Lara Gut-Behrami,Switzerland,10,2023,5,1991-01-01T00:00:00.000000,31.917864476386036,302,1350.6494411615292,1351.55105248341
2022-12-02,Lake Louise,Canada,L,Downhill,World Cup,0,N/A,19,Nicole Schmidhofer,Austria,207,2023,5,1989-01-01T00:00:00.000000,33.91649555099247,159,1297.3590218642166,1300.3648602817489
2022-12-02,Lake Louise,Canada,L,Downhill,World Cup,0,N/A,20,Delia Durrer,Switzerland,4074,2023,5,2002-01-01T00:00:00.000000,20.917180013689254,5,1284.7646664295894,1287.5026628767755
2022-12-02,Lake Louise,Canada,L,Downhill,World Cup,0,N/A,21,Marta Bassino,Italy,385,2023,5,1996-01-01T00:00:00.000000,26.918548939082818,149,1295.0669984378612,1296.2063270070512
2022-12-02,Lake Louise,Canada,L,Downhill,World Cup,0,N/A,22,Michelle Gisin,Switzerland,360,2023,5,1993-01-01T00:00:00.000000,29.91649555099247,200,1349.0902602387823,1346.0820329900025
2022-12-02,Lake Louise,Canada,L,Downhill,World Cup,0,N/A,23,Laura Pirovano,Italy,2916,2023,5,1997-01-01T00:00:00.000000,25.91649555099247,50,1321.536689092949,1319.131372276066
2022-12-02,Lake Louise,Canada,L,Downhill,World Cup,0,N/A,24,Marie-Michele Gagnon,Canada,62,2023,5,1989-01-01T00:00:00.000000,33.91649555099247,244,1340.9594324587065,1336.4225561622238
2022-12-02,Lake Louise,Canada,L,Downhill,World Cup,0,N/A,25,Ragnhild Mowinckel,Norway,176,2023,5,1992-01-01T00:00:00.000000,30.918548939082818,209,1347.3197545074836,1341.4140024932474
2022-12-02,Lake Louise,Canada,L,Downhill,World Cup,0,N/A,26,Laura Gauche,France,388,2023,5,1995-01-01T00:00:00.000000,27.917864476386036,94,1309.3010357019944,1304.610230932648
2022-12-02,Lake Louise,Canada,L,Downhill,World Cup,0,N/A,27,Nadia Delago,Italy,3013,2023,5,1997-01-01T00:00:00.000000,25.91649555099247,43,1341.0995248201657,1333.5545121584275
2022-12-02,Lake Louise,Canada,L,Downhill,World Cup,0,N/A,28,Ramona Siebenhofer,Austria,179,2023,5,1991-01-01T00:00:00.000000,31.917864476386036,172,1353.2733717806927,1344.0234355920757
2022-12-02,Lake Louise,Canada,L,Downhill,World Cup,0,N/A,29,Priska Ming-Nufer,Switzerland,170,2023,5,1992-01-01T00:00:00.000000,30.918548939082818,139,1343.1861969488095,1333.5200518016527
2022-12-02,Lake Louise,Canada,L,Downhill,World Cup,0,N/A,30,Kajsa Vickhoff Lie,Norway,2963,2023,5,1998-01-01T00:00:00.000000,24.917180013689254,45,1316.7969363682114,1307.6683825661032
2022-12-02,Lake Louise,Canada,L,Downhill,World Cup,0,N/A,31,Emma Aicher,Germany,4194,2023,5,2003-01-01T00:00:00.000000,19.917864476386036,16,1300.0,1290.8519195930696
2022-12-02,Lake Louise,Canada,L,Downhill,World Cup,0,N/A,32,Christine Scheyer,Austria,859,2023,5,1994-01-01T00:00:00.000000,28.917180013689254,70,1331.3445922874557,1319.367141915871
2022-12-02,Lake Louise,Canada,L,Downhill,World Cup,0,N/A,33,Elvedina Muzaferija,Bosnia&Herzegovina,2989,2023,5,1999-01-01T00:00:00.000000,23.917864476386036,40,1257.3736148107419,1248.686294812047
2022-12-02,Lake Louise,Canada,L,Downhill,World Cup,0,N/A,34,Karoline Pichler,Italy,253,2023,5,1994-01-01T00:00:00.000000,28.917180013689254,41,1276.864984074444,1266.0600815409534
2022-12-02,Lake Louise,Canada,L,Downhill,World Cup,0,N/A,35,Roberta Melesi,Italy,428,2023,5,1996-01-01T00:00:00.000000,26.918548939082818,36,1268.84231788842,1257.4993958868974
2022-12-02,Lake Louise,Canada,L,Downhill,World Cup,0,N/A,36,Inni Holm Wembstad,Norway,4139,2023,5,2000-01-01T00:00:00.000000,22.918548939082818,2,1292.1149259947065,1277.9260429359438
2022-12-02,Lake Louise,Canada,L,Downhill,World Cup,0,N/A,36,Keely Cashman,USA,2975,2023,5,1999-01-01T00:00:00.000000,23.917864476386036,29,1274.977545403593,1261.7815495866487
2022-12-02,Lake Louise,Canada,L,Downhill,World Cup,0,N/A,38,Tricia Mangan,USA,1341,2023,5,1997-01-01T00:00:00.000000,25.91649555099247,17,1275.7783237903686,1261.0361380337013
2022-12-02,Lake Louise,Canada,L,Downhill,World Cup,0,N/A,39,Stefanie Fleckenstein,Canada,3011,2023,5,1997-01-01T00:00:00.000000,25.91649555099247,13,1271.982741430627,1256.4592776213472
2022-12-02,Lake Louise,Canada,L,Downhill,World Cup,0,N/A,40,Greta Small,Australia,248,2023,5,1995-01-01T00:00:00.000000,27.917864476386036,63,1236.5818794042443,1222.064825120791
2022-12-02,Lake Louise,Canada,L,Downhill,World Cup,0,N/A,41,Ania Monica Caill,Romania,398,2023,5,1995-01-01T00:00:00.000000,27.917864476386036,41,1231.5737379462648,1216.334393357929
2022-12-03,Lake Louise,Canada,L,Downhill,World Cup,0,N/A,1,Sofia Goggia,Italy,331,2023,6,1992-01-01T00:00:00.000000,30.921286789869953,128,1393.0426534515238,1409.3235157168517
2022-12-03,Lake Louise,Canada,L,Downhill,World Cup,0,N/A,2,Nina Ortlieb,Austria,386,2023,6,1996-01-01T00:00:00.000000,26.921286789869953,50,1328.8197427761534,1347.9460436303157
2022-12-03,Lake Louise,Canada,L,Downhill,World Cup,0,N/A,3,Corinne Suter,Switzerland,177,2023,6,1994-01-01T00:00:00.000000,28.919917864476385,146,1396.4352531438533,1410.519191203882
2022-12-03,Lake Louise,Canada,L,Downhill,World Cup,0,N/A,4,Joana Hählen,Switzerland,169,2023,6,1992-01-01T00:00:00.000000,30.921286789869953,103,1352.6205204122602,1368.3018865680056
2022-12-03,Lake Louise,Canada,L,Downhill,World Cup,0,N/A,5,Ilka Stuhec,Slovenia,43,2023,6,1990-01-01T00:00:00.000000,32.91991786447639,187,1331.5150562547785,1346.9770951763846
2022-12-03,Lake Louise,Canada,L,Downhill,World Cup,0,N/A,5,Mirjam Puchner,Austria,175,2023,6,1992-01-01T00:00:00.000000,30.921286789869953,112,1366.328997875875,1379.6866459171392
2022-12-03,Lake Louise,Canada,L,Downhill,World Cup,0,N/A,7,Nicol Delago,Italy,461,2023,6,1996-01-01T00:00:00.000000,26.921286789869953,66,1332.4405156162966,1346.3461801234607
2022-12-03,Lake Louise,Canada,L,Downhill,World Cup,0,N/A,8,Michelle Gisin,Switzerland,360,2023,6,1993-01-01T00:00:00.000000,29.919233401779604,201,1345.9749168065491,1358.0582088108208
2022-12-03,Lake Louise,Canada,L,Downhill,World Cup,0,N/A,9,Ragnhild Mowinckel,Norway,176,2023,6,1992-01-01T00:00:00.000000,30.921286789869953,210,1341.3177369945104,1352.6835036758148
2022-12-03,Lake Louise,Canada,L,Downhill,World Cup,0,N/A,10,Romane Miradoli,France,196,2023,6,1994-01-01T00:00:00.000000,28.919917864476385,130,1339.0046990639642,1349.5109728707832
2022-12-03,Lake Louise,Canada,L,Downhill,World Cup,0,N/A,11,Kira Weidle-Winkelmann,Germany,1340,2023,6,1996-01-01T00:00:00.000000,26.921286789869953,89,1359.7434718656384,1367.9958305075502
2022-12-03,Lake Louise,Canada,L,Downhill,World Cup,0,N/A,12,Elena Curtoni,Italy,33,2023,6,1991-01-01T00:00:00.000000,31.920602327173167,235,1360.249758620662,1367.471703104122
2022-12-03,Lake Louise,Canada,L,Downhill,World Cup,0,N/A,13,Lara Gut-Behrami,Switzerland,10,2023,6,1991-01-01T00:00:00.000000,31.920602327173167,303,1351.4312237424294,1357.684408550398
2022-12-03,Lake Louise,Canada,L,Downhill,World Cup,0,N/A,13,Delia Durrer,Switzerland,4074,2023,6,2002-01-01T00:00:00.000000,20.919917864476385,6,1287.5317125295169,1297.675356309871
2022-12-03,Lake Louise,Canada,L,Downhill,World Cup,0,N/A,15,Jasmine Flury,Switzerland,201,2023,6,1993-01-01T00:00:00.000000,29.919233401779604,82,1337.3045079326378,1342.914141840115
2022-12-03,Lake Louise,Canada,L,Downhill,World Cup,0,N/A,16,Ramona Siebenhofer,Austria,179,2023,6,1991-01-01T00:00:00.000000,31.920602327173167,173,1343.9211045511654,1348.1288928206268
2022-12-03,Lake Louise,Canada,L,Downhill,World Cup,0,N/A,17,Ariane Raedler,Austria,3633,2023,6,1995-01-01T00:00:00.000000,27.920602327173167,35,1318.519667141391,1323.2744432681516
2022-12-03,Lake Louise,Canada,L,Downhill,World Cup,0,N/A,18,Isabella Wright,USA,3934,2023,6,1997-01-01T00:00:00.000000,25.919233401779604,28,1307.4717483590543,1311.901038847744
2022-12-03,Lake Louise,Canada,L,Downhill,World Cup,0,N/A,19,Priska Ming-Nufer,Switzerland,170,2023,6,1992-01-01T00:00:00.000000,30.921286789869953,140,1333.4421355339628,1335.2868029141146
2022-12-03,Lake Louise,Canada,L,Downhill,World Cup,0,N/A,20,Stephanie Venier,Austria,255,2023,6,1993-01-01T00:00:00.000000,29.919233401779604,123,1326.8371895183623,1328.0843787451727
2022-12-03,Lake Louise,Canada,L,Downhill,World Cup,0,N/A,21,Emma Aicher,Germany,4194,2023,6,2003-01-01T00:00:00.000000,19.920602327173167,17,1290.8731840077567,1293.3138523891482
2022-12-03,Lake Louise,Canada,L,Downhill,World Cup,0,N/A,22,Marta Bassino,Italy,385,2023,6,1996-01-01T00:00:00.000000,26.921286789869953,150,1296.2151452762532,1297.3308004944065
2022-12-03,Lake Louise,Canada,L,Downhill,World Cup,0,N/A,23,Nadia Delago,Italy,3013,2023,6,1997-01-01T00:00:00.000000,25.919233401779604,44,1333.4765157887616,1331.3190897815348
2022-12-03,Lake Louise,Canada,L,Downhill,World Cup,0,N/A,24,Juliana Suter,Switzerland,3935,2023,6,1998-01-01T00:00:00.000000,24.919917864476385,13,1298.3133533473688,1297.3012024272841
2022-12-03,Lake Louise,Canada,L,Downhill,World Cup,0,N/A,25,Marie-Michele Gagnon,Canada,62,2023,6,1989-01-01T00:00:00.000000,33.9192334017796,245,1336.3378931177667,1332.0063191327151
2022-12-03,Lake Louise,Canada,L,Downhill,World Cup,0,N/A,26,Breezy Johnson,USA,497,2023,6,1996-01-01T00:00:00.000000,26.921286789869953,66,1353.9263926928768,1347.5289597334554
2022-12-03,Lake Louise,Canada,L,Downhill,World Cup,0,N/A,27,Laura Gauche,France,388,2023,6,1995-01-01T00:00:00.000000,27.920602327173167,95,1304.5995146011344,1300.2040774508666
2022-12-03,Lake Louise,Canada,L,Downhill,World Cup,0,N/A,28,Federica Brignone,Italy,127,2023,6,1990-01-01T00:00:00.000000,32.91991786447639,267,1346.2322786437112,1338.29997888911
2022-12-03,Lake Louise,Canada,L,Downhill,World Cup,0,N/A,29,Christina Ager,Austria,390,2023,6,1995-01-01T00:00:00.000000,27.920602327173167,43,1290.4369906875543,1284.9041706888245
2022-12-03,Lake Louise,Canada,L,Downhill,World Cup,0,N/A,30,Kajsa Vickhoff Lie,Norway,2963,2023,6,1998-01-01T00:00:00.000000,24.919917864476385,46,1307.6505576608106,1300.0689345114
2022-12-03,Lake Louise,Canada,L,Downhill,World Cup,0,N/A,31,Laura Pirovano,Italy,2916,2023,6,1997-01-01T00:00:00.000000,25.919233401779604,51,1319.0869020248756,1309.8070474845215
