Nation,Season,Race,Place,Date,City,Country,Event,HillSize,TeamSize,RaceType,Sex,Total_Elo,Total_Normal_Elo,Total_Large_Elo,Total_Flying_Elo,Total_Pelo,Total_Normal_Pelo,Total_Large_Pelo,Total_Flying_Pelo,Avg_Elo,Avg_Normal_Elo,Avg_Large_Elo,Avg_Flying_Elo,Avg_Pelo,Avg_Normal_Pelo,Avg_Large_Pelo,Avg_Flying_Pelo,TeamMembers,MemberIDs,AvgAge,MaxAge,MinAge,AvgExp,MaxExp,MinExp
Slovenia,2022,17,1,2022-01-15,Zakopane,Poland,World Cup,140,4,Team Large,M,5942.320751023955,5457.456361543483,5924.980523099297,5383.980854668292,5928.699941863525,5375.377746760843,5911.440301791942,5416.4480643156385,1485.5801877559888,1364.3640903858707,1481.2451307748242,1345.995213667073,1482.1749854658813,1343.8444366902108,1477.8600754479855,1354.1120160789096,"Timi Zajc,Anze Lanisek,Peter Prevc,Lovro Kos","2106,1166,18,2405",24.81587953456537,29.319644079397673,21.72210814510609,163.5,356,19
Germany,2022,17,2,2022-01-15,Zakopane,Poland,World Cup,140,4,Team Large,M,6220.382766474089,6041.618920717571,6145.587623538132,5783.965226776483,6213.820124434142,5944.184630177317,6138.600669196265,5828.075280146786,1555.0956916185223,1510.4047301793928,1536.396905884533,1445.9913066941208,1553.4550311085354,1486.0461575443292,1534.6501672990662,1457.0188200366965,"Stephan Leyhe,Karl Geiger,Markus Eisenbichler,Severin Freund","1169,554,275,36",30.855578370978783,33.68104038329911,28.92539356605065,230.0,269,186
Japan,2022,17,3,2022-01-15,Zakopane,Poland,World Cup,140,4,Team Large,M,6092.456150438016,5433.945285178089,6025.513131495848,5478.109227549679,6088.825608153844,5360.647904906615,6021.486231948319,5527.187326529035,1523.114037609504,1358.4863212945222,1506.378282873962,1369.5273068874199,1522.206402038461,1340.1619762266537,1505.3715579870798,1381.7968316322588,"Yukiya Sato,Ryoyu Kobayashi,Junshiro Kobayashi,Naoki Nakamura","881,1637,266,1845",26.920602327173167,30.598220396988363,25.1854893908282,146.25,196,90
Austria,2022,17,4,2022-01-15,Zakopane,Poland,World Cup,140,4,Team Large,M,5867.684846707307,5332.0637430703,5839.542383829505,5220.4250756883175,5866.203524368076,5354.354077154821,5838.0000890472,5224.128671862968,1466.9212116768267,1333.015935767575,1459.8855959573762,1305.1062689220794,1466.550881092019,1338.5885192887054,1459.5000222618,1306.032167965742,"Daniel Huber,Daniel Tschofenig,Clemens Aigner,Jan Hörl","1831,2542,1827,2416",25.259411362080765,29.034907597535934,19.802874743326488,70.0,129,17
Norway,2022,17,5,2022-01-15,Zakopane,Poland,World Cup,140,4,Team Large,M,6093.837314016845,5693.143595998095,6108.280264463935,5419.89154914841,6098.996767200866,5563.751468059773,6113.729389903111,5465.149479701788,1523.4593285042113,1423.2858989995239,1527.0700661159838,1354.9728872871026,1524.7491918002165,1390.9378670149433,1528.4323474757778,1366.287369925447,"Marius Lindvik,Daniel-Andrè Tande,Halvor Egner Granerud,Robin Pedersen","1920,897,1828,1933",25.633812457221083,27.975359342915812,23.55373032169747,113.75,207,37
Poland,2022,17,6,2022-01-15,Zakopane,Poland,World Cup,140,4,Team Large,M,5382.945185705429,5482.362369825129,5335.444252646785,5401.970463781242,5384.6951155674615,5368.163394073415,5336.862494878268,5444.263670030624,1345.7362964263573,1370.5905924562821,1333.8610631616962,1350.4926159453105,1346.1737788918654,1342.0408485183536,1334.215623719567,1361.065917507656,"Piotr Zyla,Pawel Wasek,Jakub Wolny,Stefan Hula","98,2189,1587,45",29.897330595482543,35.29637234770705,22.62286105407255,183.0,362,30
Russia,2022,17,7,2022-01-15,Zakopane,Poland,World Cup,140,4,Team Large,M,5217.870110168507,5131.4094052811015,5194.478417443205,5199.313222518272,5222.18367023813,5087.982571802835,5198.671689369499,5211.041135041611,1304.4675275421268,1282.8523513202754,1298.6196043608013,1299.828305629568,1305.5459175595324,1271.9956429507088,1299.6679223423748,1302.7602837604027,"Ilia Mankov,Evgeniy Klimov,Danil Sadreev,Mikhail Nazarov","2477,1620,2460,1632",23.140999315537304,27.94798083504449,18.666666666666668,72.0,167,16
Czechia,2022,17,8,2022-01-15,Zakopane,Poland,World Cup,140,4,Team Large,M,4914.185658423508,5030.46763861127,4944.075958394337,5011.282924336074,4919.648387710157,5135.500521322194,4949.956605569043,5101.350741248827,1228.546414605877,1257.6169096528174,1236.0189895985843,1252.8207310840185,1229.9120969275393,1283.8751303305485,1237.4891513922607,1275.3376853122068,"Viktor Polasek,Filip Sakala,Radek Rydl,Roman Koudelka","1848,918,2433,24",25.793292265571527,32.5201916495551,20.503764544832308,117.0,348,1
Kazakhstan,2022,17,9,2022-01-15,Zakopane,Poland,World Cup,140,4,Team Large,M,4798.386329590987,4709.222570577725,4848.065586718162,5094.018035232955,4806.9959730124465,4875.3173126953125,4857.220669925559,5088.618054967685,1199.5965823977467,1177.3056426444311,1212.0163966795405,1273.5045088082388,1201.7489932531116,1218.8293281738281,1214.3051674813898,1272.1545137419212,"Sergey Tkachenko,Danil Vassilyev,Sabirzhan Muminov,Nikita Devyatkin","1865,2476,916,2427",22.657084188911703,27.750855578370977,17.4839151266256,23.0,41,4
Austria,2022,25,1,2022-02-14,Zhangjiakou,China,Olympic Winter Games,140,4,Team Large,M,6250.809602933854,5781.158279338245,6216.049785140502,5369.485554750516,6236.963334003642,5567.883765409483,6202.0389397165145,5399.394770294725,1562.7024007334635,1445.2895698345612,1554.0124462851254,1342.371388687629,1559.2408335009104,1391.9709413523708,1550.5097349291286,1349.8486925736813,"Daniel Huber,Jan Hörl,Stefan Kraft,Manuel Fettner","1831,2416,432,17",29.467488021902806,36.662559890485966,23.33196440793977,199.75,296,76
Slovenia,2022,25,2,2022-02-14,Zhangjiakou,China,Olympic Winter Games,140,4,Team Large,M,6085.684175637116,5563.786504174612,6033.872066658783,5369.71152093713,6074.050058751142,5336.863223643239,6021.862612400888,5399.660612867212,1521.421043909279,1390.946626043653,1508.4680166646958,1342.4278802342826,1518.5125146877856,1334.2158059108096,1505.465653100222,1349.915153216803,"Peter Prevc,Lovro Kos,Timi Zajc,Cene Prevc","18,2405,2106,879",24.92470910335387,29.401779603011637,21.804243668720055,146.0,364,27
Germany,2022,25,3,2022-02-14,Zhangjiakou,China,Olympic Winter Games,140,4,Team Large,M,6335.435248589171,5808.041597821091,6290.206854077236,5638.766211613147,6331.093466603339,5869.867986862329,6285.611063117897,5657.25290936639,1583.8588121472928,1452.0103994552728,1572.551713519309,1409.6915529032867,1582.7733666508348,1467.4669967155824,1571.4027657794743,1414.3132273415974,"Stephan Leyhe,Karl Geiger,Markus Eisenbichler,Constantin Schmid","1169,554,275,2178",28.051334702258725,30.869267624914443,22.217659137577,196.75,244,113
Norway,2022,25,4,2022-02-14,Zhangjiakou,China,Olympic Winter Games,140,4,Team Large,M,6369.9332694678005,5841.581381593672,6389.556334447125,5568.381142659612,6370.483831098713,5816.2172302581,6390.515508629009,5606.268966469781,1592.4833173669501,1460.395345398418,1597.3890836117812,1392.095285664903,1592.6209577746783,1454.054307564525,1597.6288771572522,1401.5672416174452,"Marius Lindvik,Daniel-Andrè Tande,Halvor Egner Granerud,Robert Johansson","1920,897,1828,1413",27.326488706365502,31.89869952087611,23.63586584531143,159.75,210,103
Japan,2022,25,5,2022-02-14,Zhangjiakou,China,Olympic Winter Games,140,4,Team Large,M,6050.475004039874,5392.987790206884,6019.209579691942,5478.109227549679,6050.746035969309,5398.853492401377,6019.467144659441,5527.187326529034,1512.6187510099685,1348.246947551721,1504.8023949229855,1369.5273068874199,1512.6865089923272,1349.7133731003441,1504.8667861648603,1381.7968316322585,"Junshiro Kobayashi,Yukiya Sato,Ryoyu Kobayashi,Naoki Nakamura","266,881,1637,1845",27.002737850787135,30.680355920602327,25.267624914442163,154.25,204,98
Poland,2022,25,6,2022-02-14,Zhangjiakou,China,Olympic Winter Games,140,4,Team Large,M,5761.676316716987,5890.584379398434,5729.504138585368,5540.972734861436,5762.987122117047,5825.478116912068,5730.643218113466,5607.795753654383,1440.4190791792466,1472.6460948496085,1432.376034646342,1385.243183715359,1440.7467805292617,1456.369529228017,1432.6608045283665,1401.9489384135957,"Pawel Wasek,Piotr Zyla,Dawid Kubacki,Kamil Stoch","2189,98,69,40",31.110198494182065,35.08008213552361,22.704996577686515,292.5,456,35
Russia,2022,25,7,2022-02-14,Zhangjiakou,China,Olympic Winter Games,140,4,Team Large,M,5318.69901872043,5364.324371728928,5231.464127662028,5162.947386312645,5318.207491030294,5136.515651999072,5230.018769879451,5162.2092450533355,1329.6747546801075,1341.081092932232,1307.866031915507,1290.7368465781612,1329.5518727575734,1284.128912999768,1307.5046924698627,1290.5523112633339,"Mikhail Nazarov,Danil Sadreev,Evgeniy Klimov,Roman Trofimov","1632,2460,1620,44",26.595482546201232,32.238193018480494,18.77618069815195,92.25,173,26
Switzerland,2022,25,8,2022-02-14,Zhangjiakou,China,Olympic Winter Games,140,4,Team Large,M,5487.585100841054,5224.9555434098675,5489.889608003888,5051.56967142237,5493.822167262327,5266.31623776386,5496.39806975955,5025.3760840263185,1371.8962752102634,1306.2388858524669,1372.472402000972,1262.8924178555926,1373.4555418155817,1316.579059440965,1374.0995174398874,1256.3440210065796,"Killian Peier,Dominik Peter,Gregor Deschwanden,Simon Ammann","882,2236,273,4",29.80082135523614,40.64065708418891,20.711841204654345,241.75,523,55
Czechia,2022,25,9,2022-02-14,Zhangjiakou,China,Olympic Winter Games,140,4,Team Large,M,4747.907033281092,4999.69256129422,4760.093371137336,4941.1110835631,4748.963573836012,5071.207832877176,4761.4070321611425,5012.144274757344,1186.976758320273,1249.923140323555,1190.023342784334,1235.277770890775,1187.240893459003,1267.801958219294,1190.3517580402856,1253.036068689336,"Roman Koudelka,Filip Sakala,Viktor Polasek,Cestmir Kozisek","24,918,1848,181",28.295687885010267,32.60232717316906,24.577686516084874,143.25,354,25
USA,2022,25,10,2022-02-14,Zhangjiakou,China,Olympic Winter Games,140,4,Team Large,M,4792.868761114639,4729.036645133085,4849.7825299589895,5056.427596654936,4798.742993337736,4985.443336099627,4856.459337228163,5060.242426966979,1198.2171902786597,1182.2591612832712,1212.4456324897474,1264.106899163734,1199.685748334434,1246.3608340249068,1214.1148343070408,1265.0606067417448,"Decker Dean,Patrick Gasienica,Casey Larson,Kevin Bickner","2284,2147,2114,1644",23.323066392881586,25.39356605065024,21.519507186858316,34.75,85,4
China,2022,25,11,2022-02-14,Zhangjiakou,China,Olympic Winter Games,140,4,Team Large,M,5184.986542667544,5067.8156030089185,5184.793300302324,5090.471685200159,5200.0,5108.970641241863,5200.0,5097.748597858013,1296.246635666886,1266.9539007522296,1296.198325075581,1272.6179213000398,1300.0,1277.2426603104657,1300.0,1274.4371494645034,"Qiwu Song,Xiaoyang Zhou,Weijie Zhen,Yixin Lyu","2559,2530,2560,2558",19.991786447638603,21.752224503764545,18.33538672142368,1.0,1,1
Austria,2022,27,1,2022-02-26,Lahti,Finland,World Cup,130,4,Team Large,M,5936.504266454396,5514.177989052512,5928.153400976131,5281.073818787387,5921.583327307873,5427.433272408404,5913.437591411195,5288.82877463271,1484.126066613599,1378.544497263128,1482.0383502440327,1320.2684546968467,1480.3958318269683,1356.858318102101,1478.3593978527988,1322.2071936581774,"Clemens Aigner,Stefan Kraft,Ulrich Wohlgenannt,Jan Hörl","1827,432,1171,2416",27.198494182067076,29.065023956194388,23.364818617385353,118.0,298,27
Slovenia,2022,27,2,2022-02-26,Lahti,Finland,World Cup,130,4,Team Large,M,6039.577487222446,5631.762643975996,5961.81783629535,5413.109759493274,6030.288104476235,5435.635691017731,5951.977340802286,5450.717364109735,1509.8943718056114,1407.940660993999,1490.4544590738376,1353.2774398733186,1507.5720261190588,1358.9089227544328,1487.9943352005714,1362.6793410274338,"Timi Zajc,Ziga Jelar,Peter Prevc,Cene Prevc","2106,1858,18,879",25.394934976043807,29.43463381245722,21.83709787816564,159.0,366,73
Germany,2022,27,3,2022-02-26,Lahti,Finland,World Cup,130,4,Team Large,M,6244.258549170955,5812.296236534617,6194.9209679995965,5698.078083585145,6241.228691789076,5816.7966193102675,6191.679611180933,5785.974215982524,1561.0646372927388,1453.0740591336541,1548.7302419998991,1424.5195208962862,1560.307172947269,1454.1991548275669,1547.9199027952332,1446.493553995631,"Severin Freund,Karl Geiger,Constantin Schmid,Markus Eisenbichler","36,554,2178,275",28.99726214921287,33.79603011635866,22.250513347022586,219.0,276,115
Norway,2022,27,4,2022-02-26,Lahti,Finland,World Cup,130,4,Team Large,M,6378.540689588026,5841.581381593672,6395.663322378345,5568.381142659611,6381.43098141503,5816.217230258098,6398.9059917656905,5606.268966469781,1594.6351723970065,1460.395345398418,1598.9158305945862,1392.0952856649028,1595.3577453537575,1454.0543075645246,1599.7264979414226,1401.5672416174452,"Halvor Egner Granerud,Daniel-Andrè Tande,Marius Lindvik,Robert Johansson","1828,897,1920,1413",27.359342915811087,31.931553730321696,23.668720054757017,161.75,212,105
Japan,2022,27,5,2022-02-26,Lahti,Finland,World Cup,130,4,Team Large,M,6038.61874973635,5392.987790206884,6007.286196772063,5478.109227549679,6041.891440309129,5398.853492401377,6010.58537038136,5527.187326529034,1509.6546874340875,1348.246947551721,1501.8215491930157,1369.5273068874199,1510.4728600772823,1349.7133731003441,1502.64634259534,1381.7968316322585,"Junshiro Kobayashi,Yukiya Sato,Ryoyu Kobayashi,Naoki Nakamura","266,881,1637,1845",27.035592060232716,30.713210130047912,25.300479123887747,156.25,206,100
Finland,2022,27,6,2022-02-26,Lahti,Finland,World Cup,130,4,Team Large,M,5036.154431271782,5035.222441079318,5024.937932107924,5114.3731575385755,5033.120207862221,5018.146754874522,5021.980134752048,5105.9138979804275,1259.0386078179456,1258.8056102698295,1256.234483026981,1278.5932893846439,1258.2800519655552,1254.5366887186306,1255.495033688012,1276.4784744951069,"Antti Aalto,Niko Kytösaho,Kalle Heikkinen,Eetu Nousiainen","924,1830,2234,1869",24.093771389459274,26.90485968514716,22.193018480492814,59.5,133,3
Poland,2022,27,7,2022-02-26,Lahti,Finland,World Cup,130,4,Team Large,M,5768.843108367551,5890.584379398434,5737.7216013809675,5540.972734861438,5778.306450680209,5825.478116912068,5747.096169780596,5607.795753654384,1442.2107770918878,1472.6460948496085,1434.4304003452419,1385.2431837153595,1444.5766126700523,1456.369529228017,1436.774042445149,1401.948938413596,"Kamil Stoch,Pawel Wasek,Dawid Kubacki,Piotr Zyla","40,2189,69,98",31.143052703627653,35.1129363449692,22.7378507871321,294.5,458,37
Russia,2022,27,8,2022-02-26,Lahti,Finland,World Cup,130,4,Team Large,M,5208.1769660538375,5229.464455419218,5146.381333646101,5169.974114621476,5215.696703744092,5124.811821630551,5153.441224879167,5164.675428966443,1302.0442415134594,1307.3661138548046,1286.5953334115252,1292.493528655369,1303.924175936023,1281.2029554076378,1288.3603062197917,1291.1688572416108,"Evgeniy Klimov,Mikhail Nazarov,Aleksandr Bazhenov,Roman Trofimov","1620,1632,1847,44",28.582477754962355,32.271047227926076,26.625598904859686,90.0,175,11
Kazakhstan,2022,27,9,2022-02-26,Lahti,Finland,World Cup,130,4,Team Large,M,4729.782906221432,4651.626237398827,4789.784572246344,5094.018035232955,4736.9112465029075,4789.665587789537,4797.563728849543,5088.618054967685,1182.445726555358,1162.9065593497066,1197.446143061586,1273.5045088082388,1184.2278116257269,1197.4163969473843,1199.3909322123857,1272.1545137419212,"Sergey Tkachenko,Sabirzhan Muminov,Nikita Devyatkin,Danil Vassilyev","1865,916,2427,2476",22.772073921971252,27.865845311430526,17.598904859685145,25.75,44,6
Slovenia,2022,33,1,2022-03-13,Vikersund,Norway,Ski Flying World Championship,240,4,Team Flying,M,6133.191655683431,5731.88498044934,5991.991877099298,5622.345228543045,6121.92800855638,5506.691896242443,5970.221152216944,5605.494603243573,1533.2979139208578,1432.971245112335,1497.9979692748245,1405.5863071357612,1530.482002139095,1376.6729740606108,1492.555288054236,1401.3736508108932,"Anze Lanisek,Timi Zajc,Domen Prevc,Peter Prevc","1166,2106,1868,18",25.005475701574266,29.475701574264203,21.87816563997262,204.25,369,126
Germany,2022,33,2,2022-03-13,Vikersund,Norway,Ski Flying World Championship,240,4,Team Flying,M,6240.1175826962335,5982.534419294614,6196.488688764003,5777.9016127188015,6233.920927434579,5983.580317920326,6197.557913660812,5769.408012404014,1560.0293956740584,1495.6336048236535,1549.1221721910008,1444.4754031797004,1558.4802318586449,1495.8950794800814,1549.389478415203,1442.3520031010034,"Markus Eisenbichler,Severin Freund,Andreas Wellinger,Karl Geiger","275,36,553,554",30.100616016427104,33.837097878165636,26.54072553045859,249.0,282,217
Norway,2022,33,3,2022-03-13,Vikersund,Norway,Ski Flying World Championship,240,4,Team Flying,M,6333.496053511166,5854.377485716488,6320.46930145151,5563.097327439335,6332.606836801884,5794.65781680556,6288.142559841948,5557.654399189925,1583.3740133777915,1463.594371429122,1580.1173253628774,1390.7743318598336,1583.151709200471,1448.66445420139,1572.035639960487,1389.4135997974813,"Johann Forfang,Marius Lindvik,Daniel-Andrè Tande,Halvor Egner Granerud","902,1920,897,1828",26.08008213552361,28.13141683778234,23.709787816563995,171.25,228,111
Austria,2022,33,4,2022-03-13,Vikersund,Norway,Ski Flying World Championship,240,4,Team Flying,M,6059.954709302145,5869.073991776267,5966.826936746278,5460.306399815926,6060.989984329876,5689.533410619049,5948.507733772349,5459.542918371033,1514.9886773255362,1467.2684979440667,1491.7067341865695,1365.0765999539815,1515.247496082469,1422.3833526547623,1487.1269334430872,1364.8857295927583,"Manuel Fettner,Michael Hayböck,Ulrich Wohlgenannt,Stefan Kraft","17,66,1171,432",31.05133470225873,36.73648186173853,27.613963039014372,233.25,304,32
Poland,2022,33,5,2022-03-13,Vikersund,Norway,Ski Flying World Championship,240,4,Team Flying,M,5852.704699438547,5928.104440134282,5806.28709790246,5616.391072614227,5856.329736755207,5824.856571761061,5807.353602847268,5623.986058774807,1463.1761748596368,1482.0261100335706,1451.571774475615,1404.0977681535567,1464.0824341888017,1456.2141429402652,1451.838400711817,1405.9965146937018,"Piotr Zyla,Dawid Kubacki,Kamil Stoch,Jakub Wolny","98,69,40,1587",32.19644079397673,35.15400410677618,26.82819986310746,319.0,464,118
Japan,2022,33,6,2022-03-13,Vikersund,Norway,Ski Flying World Championship,240,4,Team Flying,M,5934.472095621796,5392.987790206884,5935.103220003721,5444.219366176328,5942.89167494305,5398.853492401376,5955.7949267709355,5455.498283921164,1483.618023905449,1348.246947551721,1483.7758050009302,1361.054841544082,1485.7229187357625,1349.713373100344,1488.9487316927339,1363.874570980291,"Ryoyu Kobayashi,Junshiro Kobayashi,Naoki Nakamura,Yukiya Sato","1637,266,1845,881",27.076659822039698,30.754277891854894,25.34154688569473,162.0,212,105
Finland,2022,33,7,2022-03-13,Vikersund,Norway,Ski Flying World Championship,240,4,Team Flying,M,5030.421926823547,5035.222441079317,5021.736078221205,5115.310177106078,5035.691554255888,5018.146754874522,5034.9588929943675,5127.986908509225,1257.6054817058869,1258.8056102698292,1255.4340195553013,1278.8275442765196,1258.922888563972,1254.5366887186306,1258.7397232485919,1281.9967271273063,"Kalle Heikkinen,Antti Aalto,Eetu Nousiainen,Niko Kytösaho","2234,924,1869,1830",24.134839151266256,26.94592744695414,22.234086242299796,64.25,139,4
Slovenia,2022,37,1,2022-03-26,Planica,Slovenia,World Cup,240,4,Team Flying,M,6293.8017463983215,5714.407841122499,6045.031755747754,5769.5723302682345,6282.94024989771,5545.699559047058,6031.398089839366,5753.061451945431,1573.4504365995804,1428.6019602806248,1511.2579389369384,1442.3930825670586,1570.7350624744274,1386.4248897617645,1507.8495224598414,1438.2653629863578,"Timi Zajc,Anze Lanisek,Peter Prevc,Ziga Jelar","2106,1166,18,1858",25.444900752908968,29.51129363449692,21.913757700205338,192.0,373,81
Norway,2022,37,2,2022-03-26,Planica,Slovenia,World Cup,240,4,Team Flying,M,6110.870375307228,5579.657607144303,6116.29647916335,5486.888507013367,6102.3928385613735,5556.70073374067,6117.248944168335,5471.913856088588,1527.717593826807,1394.9144017860758,1529.0741197908376,1371.7221267533419,1525.5982096403434,1389.1751834351676,1529.3122360420837,1367.978464022147,"Halvor Egner Granerud,Marius Lindvik,Johann Forfang,Bendik Jakobsen Heggli","1828,1920,902,2525",24.1854893908282,26.72689938398357,20.44626967830253,121.0,232,5
Austria,2022,37,3,2022-03-26,Planica,Slovenia,World Cup,240,4,Team Flying,M,6168.906979968806,5923.352021061517,6017.059039002294,5608.3348475086395,6165.366737387923,5771.185036689895,6006.866685380296,5601.392819157216,1542.2267449922015,1480.8380052653793,1504.2647597505736,1402.0837118771599,1541.3416843469809,1442.7962591724738,1501.716671345074,1400.348204789304,"Manuel Fettner,Daniel Tschofenig,Stefan Kraft,Michael Hayböck","17,2542,432,66",29.173169062286107,36.77207392197125,19.994524298425734,234.75,308,26
Poland,2022,37,4,2022-03-26,Planica,Slovenia,World Cup,240,4,Team Flying,M,5905.501185320098,5928.104440134282,5806.28709790246,5662.189375553322,5903.768154489344,5824.85657176106,5807.353602847268,5662.339986112854,1476.3752963300244,1482.0261100335706,1451.571774475615,1415.5473438883305,1475.942038622336,1456.214142940265,1451.838400711817,1415.5849965282134,"Piotr Zyla,Kamil Stoch,Dawid Kubacki,Jakub Wolny","98,40,69,1587",32.23203285420945,35.1895961670089,26.863791923340177,322.75,468,121
Germany,2022,37,5,2022-03-26,Planica,Slovenia,World Cup,240,4,Team Flying,M,6212.438786152632,5964.112056312542,6232.272273139986,5591.739620983197,6217.878076223926,5924.034240161493,6217.420450287602,5596.852028533279,1553.109696538158,1491.0280140781356,1558.0680682849966,1397.9349052457992,1554.4695190559814,1481.0085600403731,1554.3551125719005,1399.2130071333197,"Andreas Wellinger,Constantin Schmid,Markus Eisenbichler,Karl Geiger","553,2178,275,554",27.2498288843258,30.978781656399725,22.327173169062284,212.25,256,124
Japan,2022,37,6,2022-03-26,Planica,Slovenia,World Cup,240,4,Team Flying,M,5887.285643695004,5478.860766707838,5870.067481881275,5529.8082874137235,5893.761318347146,5449.594971848948,5863.5823658201925,5540.086124683338,1471.821410923751,1369.7151916769594,1467.5168704703187,1382.4520718534309,1473.4403295867864,1362.398742962237,1465.8955914550481,1385.0215311708346,"Keiichi Sato,Daiki Ito,Ryoyu Kobayashi,Yukiya Sato","2184,15,1637,881",28.26283367556468,36.24366872005476,24.66255989048597,199.75,382,78
Finland,2022,37,7,2022-03-26,Planica,Slovenia,World Cup,240,4,Team Flying,M,5052.6244645212255,5035.222441079318,5021.736078221205,5092.022210581783,5055.486859629978,5018.146754874523,5034.9588929943675,5101.370690358015,1263.1561161303064,1258.8056102698295,1255.4340195553013,1273.0055526454457,1263.8717149074946,1254.5366887186308,1258.7397232485919,1275.3426725895038,"Kalle Heikkinen,Niko Kytösaho,Antti Aalto,Eetu Nousiainen","2234,1830,924,1869",24.170431211498972,26.981519507186857,22.269678302532512,67.0,141,5
Switzerland,2022,37,8,2022-03-26,Planica,Slovenia,World Cup,240,4,Team Flying,M,5304.226494633741,5105.853341889264,5397.532473787712,4964.22202339862,5314.061441459657,5142.779579707383,5404.644957300359,4977.760245842165,1326.0566236584352,1276.463335472316,1349.383118446928,1241.055505849655,1328.5153603649142,1285.6948949268458,1351.1612393250898,1244.4400614605413,"Simon Ammann,Killian Peier,Andreas Schuler,Gregor Deschwanden","4,882,1633,273",31.264202600958242,40.75017111567419,26.236824093086927,251.5,531,70
Austria,2023,13,1,2023-01-14,Zakopane,Poland,World Cup,140,4,Team Large,M,6332.73351941952,5923.352021061517,6264.671868836542,5544.9489552052855,6323.3232644151285,5771.185036689894,6254.3899200282285,5605.822300241514,1583.18337985488,1480.8380052653793,1566.1679672091354,1386.2372388013214,1580.8308161037821,1442.7962591724736,1563.5974800070571,1401.4555750603786,"Manuel Fettner,Michael Hayböck,Stefan Kraft,Daniel Tschofenig","17,66,432,2542",29.978097193702943,37.57700205338809,20.799452429842574,248.75,322,40
Poland,2023,13,2,2023-01-14,Zakopane,Poland,World Cup,140,4,Team Large,M,6209.660793924853,5890.584379398434,6179.833039282952,5539.444583399437,6203.088757992589,5825.478116912068,6172.909217102562,5599.346568705219,1552.4151984812133,1472.6460948496085,1544.958259820738,1384.8611458498592,1550.7721894981473,1456.369529228017,1543.2273042756406,1399.8366421763048,"Piotr Zyla,Pawel Wasek,Kamil Stoch,Dawid Kubacki","98,2189,40,69",32.02464065708419,35.99452429842574,23.619438740588638,316.25,481,54
Germany,2023,13,3,2023-01-14,Zakopane,Poland,World Cup,140,4,Team Large,M,5963.171435730837,5784.79165932512,5960.440890086533,5498.905447059119,5958.281153473434,5806.792834606098,5955.532252847599,5558.304826828127,1490.7928589327094,1446.19791483128,1490.1102225216332,1374.7263617647798,1489.5702883683584,1451.6982086515245,1488.8830632118998,1389.5762067070318,"Andreas Wellinger,Philipp Raimund,Karl Geiger,Markus Eisenbichler","553,2401,554,275",27.91170431211499,31.783709787816562,22.559890485968513,194.75,270,13
Slovenia,2023,13,4,2023-01-14,Zakopane,Poland,World Cup,140,4,Team Large,M,6234.289583590103,5646.431701321115,6149.818494031445,5604.867914380294,6236.246594138706,5446.927091672565,6151.258476273296,5676.315193388581,1558.5723958975257,1411.6079253302787,1537.4546235078612,1401.2169785950734,1559.0616485346766,1361.7317729181414,1537.814619068324,1419.0787983471453,"Peter Prevc,Lovro Kos,Anze Lanisek,Timi Zajc","18,2405,1166,2106",25.812457221081452,30.316221765913756,22.718685831622174,194.25,387,48
Norway,2023,13,5,2023-01-14,Zakopane,Poland,World Cup,140,4,Team Large,M,6081.641595471896,5579.657607144303,6079.869137141982,5422.561932144858,6086.067367453816,5556.70073374067,6084.617449021212,5468.488926928995,1520.410398867974,1394.9144017860758,1519.9672842854955,1355.6404830362144,1521.516841863454,1389.1751834351676,1521.154362255303,1367.1222317322488,"Kristoffer Eriksen Sundal,Johann Forfang,Marius Lindvik,Halvor Egner Granerud","2575,902,1920,1828",25.16084873374401,27.531827515400412,21.932922655715263,133.0,245,13
Finland,2023,13,6,2023-01-14,Zakopane,Poland,World Cup,140,4,Team Large,M,5057.863268289948,5035.222441079318,5026.801547259047,5086.00064070531,5055.8307921669575,5018.146754874523,5024.468979369921,5072.53446641188,1264.465817072487,1258.8056102698295,1256.7003868147617,1271.5001601763274,1263.9576980417394,1254.5366887186308,1256.1172448424802,1268.13361660297,"Eetu Nousiainen,Niko Kytösaho,Antti Aalto,Vilho Palosaari","1869,1830,924,2533",23.76454483230664,27.786447638603697,18.485968514715946,74.25,153,7
USA,2023,13,7,2023-01-14,Zakopane,Poland,World Cup,140,4,Team Large,M,4860.03032725543,4914.870302341198,4878.1970009244615,5052.429499247526,4860.310249671746,5038.147037431501,4878.7272695276015,5039.690365573062,1215.0075818138575,1228.7175755852995,1219.5492502311154,1263.1073748118815,1215.0775624179364,1259.5367593578753,1219.6818173819004,1259.9225913932655,"Erik Belshaw,Casey Larson,Decker Dean,Andrew Urlaub","2497,2114,2284,2426",21.665982203969882,24.07939767282683,18.392881587953458,20.0,37,6
Czechia,2023,13,8,2023-01-14,Zakopane,Poland,World Cup,140,4,Team Large,M,5028.334173368768,5105.504901420909,5042.083438233508,5001.761475137264,5034.282376745765,5189.838742154723,5048.557966258191,5096.800396008803,1257.083543342192,1276.3762253552272,1260.520859558377,1250.440368784316,1258.5705941864412,1297.4596855386808,1262.1394915645478,1274.2000990022007,"Benedikt Holub,Roman Koudelka,Filip Sakala,Frantisek Lejsek","2330,24,918,2551",25.80698151950719,33.516769336071185,20.777549623545518,97.0,360,1
