Nation,Season,Race,Place,Date,City,Country,Event,HillSize,TeamSize,RaceType,Sex,Total_Elo,Total_Normal_Elo,Total_Large_Elo,Total_Flying_Elo,Total_Pelo,Total_Normal_Pelo,Total_Large_Pelo,Total_Flying_Pelo,Avg_Elo,Avg_Normal_Elo,Avg_Large_Elo,Avg_Flying_Elo,Avg_Pelo,Avg_Normal_Pelo,Avg_Large_Pelo,Avg_Flying_Pelo,TeamMembers,MemberIDs,AvgAge,MaxAge,MinAge,AvgExp,MaxExp,MinExp
USA,2025,13,8,2025-01-25,Zao,Japan,World Cup,102,2,Team Normal,L,2342.5109775935935,2386.1012932149947,2332.850063640072,2589.6470588235293,2339.824067975075,2383.1445233387867,2338.1033410419177,2600.0,1171.2554887967967,1193.0506466074974,1166.425031820036,1294.8235294117646,1169.9120339875376,1191.5722616693934,1169.0516705209589,1300.0,"Paige Jones,Annika Belshaw","365,346",22.51334702258727,22.62012320328542,22.406570841889117,51.5,54,49
Finland,2025,13,9,2025-01-25,Zao,Japan,World Cup,102,2,Team Normal,L,2703.345539821601,2628.9227195926032,2674.899863416504,2584.470588235294,2704.795556221972,2630.3134961976193,2656.8544888441215,2600.0,1351.6727699108005,1314.4613597963016,1337.449931708252,1292.235294117647,1352.397778110986,1315.1567480988097,1328.4272444220608,1300.0,"Jenny Rautionaho,Julia Kykkänen","145,11",29.638603696098563,30.77618069815195,28.501026694045173,162.5,230,95
China,2025,13,10,2025-01-25,Zao,Japan,World Cup,102,2,Team Normal,L,2478.4338043453163,2509.5596022645313,2492.5738214215116,2589.6470588235293,2479.155515484181,2511.057483804092,2514.682024372075,2600.0,1239.2169021726581,1254.7798011322657,1246.2869107107558,1294.8235294117646,1239.5777577420904,1255.528741902046,1257.3410121860375,1300.0,"Bing Dong,Qi Liu","320,62",28.51882272416153,28.91170431211499,28.125941136208077,26.0,40,12
France,2025,13,11,2025-01-25,Zao,Japan,World Cup,102,2,Team Normal,L,2631.702464650414,2653.5458395332053,2616.9561721845785,2589.6470588235293,2634.9703680529637,2658.3909632107607,2627.692750828259,2600.0,1315.851232325207,1326.7729197666026,1308.4780860922892,1294.8235294117646,1317.4851840264819,1329.1954816053803,1313.8463754141294,1300.0,"Josephine Pagnier,Emma Chervet","280,456",21.85763175906913,22.644763860369608,21.07049965776865,70.5,123,18
Poland,2025,13,12,2025-01-25,Zao,Japan,World Cup,102,2,Team Normal,L,2309.226609881246,2382.4090759473374,2259.958226364246,2589.6470588235293,2311.0794781590125,2385.645614781133,2280.9051945024967,2600.0,1154.613304940623,1191.2045379736687,1129.979113182123,1294.8235294117646,1155.5397390795063,1192.8228073905666,1140.4525972512483,1300.0,"Nicole Konderla,Anna Twardosz","392,288",23.460643394934976,23.789185489390828,23.132101300479125,37.5,44,31
Ukraine,2025,13,13,2025-01-25,Zao,Japan,World Cup,102,2,Team Normal,L,2537.401883373148,2554.1660173792725,2557.888398026124,2589.6470588235293,2542.1960798864984,2560.8651427238847,2600.0,2600.0,1268.700941686574,1277.0830086896362,1278.944199013062,1294.8235294117646,1271.0980399432492,1280.4325713619423,1300.0,1300.0,"Tetyana Pylypchuk,Zhanna Hlukhova","386,503",19.260780287474333,20.958247775496236,17.56331279945243,3.0,4,2
Norway,2025,23,1,2025-03-01,Trondheim,Norway,World Championship,102,4,Team Normal,L,5960.726617455062,5670.01425026967,5817.036045161012,5193.270588235294,5942.40997560968,5641.8387770053405,5780.469749449304,5210.35294117647,1490.1816543637656,1417.5035625674175,1454.259011290253,1298.3176470588235,1485.60249390242,1410.4596942513351,1445.117437362326,1302.5882352941176,"Anna Odine Strøm,Heidi Dyhre Tråserud,Ingvild Synnøve Midtskogen,Eirin Maria Kvandal","44,366,479,354",29.982203969883642,48.19712525667351,21.642710472279262,67.0,167,23
Austria,2025,23,2,2025-03-01,Trondheim,Norway,World Championship,102,4,Team Normal,L,6324.056375628865,6275.454273563617,5906.538444692449,5193.529411764705,6315.8098189250095,6265.588535351772,5909.319973165926,5200.0,1581.0140939072162,1568.8635683909042,1476.6346111731123,1298.3823529411764,1578.9524547312524,1566.397133837943,1477.3299932914815,1300.0,"Lisa Eder,Jacqueline Seifriedsberger,Julia Mühlbacher,Eva Pinkelnig","337,18,400,14",28.7501711156742,36.761122518822724,20.577686516084874,142.5,231,63
Germany,2025,23,3,2025-03-01,Trondheim,Norway,World Championship,102,4,Team Normal,L,6174.515707312676,5937.970526820528,5959.866069452305,5187.058823529412,6169.117963969453,5927.848797388378,5915.757005058091,5200.0,1543.628926828169,1484.492631705132,1489.9665173630763,1296.764705882353,1542.2794909923632,1481.9621993470946,1478.9392512645227,1300.0,"Selina Freitag,Juliane Seyfarth,Katharina Schmid,Agnes Reisch","338,63,13,259",28.242984257357975,35.0280629705681,23.783709787816562,164.75,257,71
Slovenia,2025,23,4,2025-03-01,Trondheim,Norway,World Championship,102,4,Team Normal,L,5864.7583996555095,5745.105268529073,5657.2152965390305,5194.823529411764,5858.6775208872505,5736.370920994652,5672.356883412841,5200.0,1466.1895999138774,1436.2763171322683,1414.3038241347576,1298.705882352941,1464.6693802218126,1434.092730248663,1418.0892208532102,1300.0,"Ema Klinec,Tina Erzar,Katra Komar,Nika Prevc","89,510,284,426",21.893223819301845,26.663928815879533,17.155373032169745,94.0,172,15
Japan,2025,23,5,2025-03-01,Trondheim,Norway,World Championship,102,4,Team Normal,L,6024.776298291019,5937.543113287125,5822.790643572178,5197.411764705883,6027.215604083394,5940.555650277001,5814.76734097528,5200.0,1506.1940745727547,1484.3857783217813,1455.6976608930445,1299.3529411764707,1506.8039010208486,1485.1389125692504,1453.69183524382,1300.0,"Sara Takanashi,Yuka Seto,Nozomi Maruyama,Yuki Ito","3,32,222,5",28.492128678986994,30.809034907597535,26.746064339493497,212.75,261,126
Italy,2025,23,6,2025-03-01,Trondheim,Norway,World Championship,102,4,Team Normal,L,5075.049919583547,5117.905434715481,4976.35575406621,5179.294117647059,5066.950587819974,5109.107407046602,5005.53360559254,5200.0,1268.7624798958868,1279.4763586788702,1244.0889385165524,1294.8235294117646,1266.7376469549936,1277.2768517616505,1251.383401398135,1300.0,"Martina Ambrosi,Annika Sieff,Jessica Malsiner,Lara Malsiner","355,377,357,253",23.139630390143736,24.878850102669404,21.34428473648186,71.25,157,26
USA,2025,23,7,2025-03-01,Trondheim,Norway,World Championship,102,4,Team Normal,L,4899.221466347107,4958.91034654942,4858.000499349428,5179.294117647059,4892.8820376436,4952.581824545467,4861.973239705332,5200.0,1224.8053665867767,1239.727586637355,1214.500124837357,1294.8235294117646,1223.2205094109,1238.1454561363666,1215.493309926333,1300.0,"Sandra Sproch,Paige Jones,Josie Johnson,Annika Belshaw","501,365,446,346",28.91444216290212,52.030116358658454,18.409308692676248,34.25,62,2
China,2025,23,8,2025-03-01,Trondheim,Norway,World Championship,102,4,Team Normal,L,4956.718243346187,4967.9421021007765,4995.338979442414,5179.294117647059,4956.091339527127,4968.067465751502,5052.313511064847,5200.0,1239.1795608365467,1241.9855255251941,1248.8347448606035,1294.8235294117646,1239.0228348817818,1242.0168664378755,1263.0783777662118,1300.0,"Qi Liu,Yangning Weng,Bing Dong,Shiyu Zhou","62,513,320,518",40.30663928815879,55.00068446269678,28.2217659137577,20.0,47,7
Finland,2025,23,9,2025-03-01,Trondheim,Norway,World Championship,102,4,Team Normal,L,5264.677884029393,5191.801717998722,5144.98231777263,5174.117647058823,5274.140437183578,5203.4505444637525,5192.3369109745345,5200.0,1316.1694710073482,1297.9504294996805,1286.2455794431576,1293.5294117647059,1318.5351092958945,1300.8626361159381,1298.0842277436336,1300.0,"Heta Hirvonen,Minja Korhonen,Julia Kykkänen,Jenny Rautionaho","542,506,11,145",23.406570841889113,30.872005475701574,16.372347707049965,85.25,236,1
Czechia,2025,23,10,2025-03-01,Trondheim,Norway,World Championship,102,4,Team Normal,L,4836.268675920774,4827.874760335364,4895.977779740084,5179.294117647059,4843.374192179314,4837.544888957235,4948.163452560545,5200.0,1209.0671689801934,1206.968690083841,1223.994444935021,1294.8235294117646,1210.8435480448286,1209.3862222393088,1237.0408631401363,1300.0,"Veronika Jencova,Anezka Indrackova,Klara Ulrichova,Karolina Indrackova","373,437,388,50",21.958247775496233,27.512662559890487,18.587268993839835,41.0,92,6
Poland,2025,23,11,2025-03-01,Trondheim,Norway,World Championship,102,4,Team Normal,L,4846.636953207315,4927.103993392129,4749.782745452027,5179.294117647059,4858.794031351419,4945.307462947859,4761.148561753213,5200.0,1211.6592383018287,1231.7759983480323,1187.4456863630066,1294.8235294117646,1214.6985078378548,1236.3268657369647,1190.2871404383031,1300.0,"Pola Beltowska,Anna Twardosz,Joanna Kil,Nicole Konderla","442,288,345,392",22.51403148528405,24.643394934976044,18.299794661190965,23.5,52,1
Kazakhstan,2025,23,12,2025-03-01,Trondheim,Norway,World Championship,102,4,Team Normal,L,5147.437739936515,5140.937070331015,4953.5191585903685,5179.294117647059,5169.380771534167,5170.300583163357,5019.478634618127,5200.0,1286.8594349841287,1285.2342675827538,1238.3797896475921,1294.8235294117646,1292.3451928835418,1292.5751457908393,1254.8696586545318,1300.0,"Alyona Sviridenko,Anastassiya Gorunova,Veronika Shishkina,Viktoriya Ruleva","522,556,347,525",17.808350444900753,21.535934291581107,16.16700889801506,2.0,5,1
