"Nation","Season","Race","Place","Date","City","Country","Event","HillSize","TeamSize","RaceType","Sex","Total_Elo","Total_Normal_Elo","Total_Large_Elo","Total_Flying_Elo","Total_Pelo","Total_Normal_Pelo","Total_Large_Pelo","Total_Flying_Pelo","Avg_Elo","Avg_Normal_Elo","Avg_Large_Elo","Avg_Flying_Elo","Avg_Pelo","Avg_Normal_Pelo","Avg_Large_Pelo","Avg_Flying_Pelo","TeamMembers","MemberIDs","MemberSex","AvgAge","MaxAge","MinAge","AvgExp","MaxExp","MinExp","Points"
"Japan",2011,27,6,2011-03-05,"Holmenkollen","Norway","World Championship",134,4,"Team Large","M",5606.2319625778,5355.87837901632,5591.98745319234,5149.36895401723,5606.76917708752,5314.15829380179,5592.97224595282,5178.8874746969,1401.55799064445,1338.96959475408,1397.99686329808,1287.34223850431,1401.69229427188,1328.53957345045,1398.24306148821,1294.72186867422,"Fumihisa Yumoto,Noriaki Kasai,Taku Takeuchi,Daiki Ito","32,30,33,15","M,M,M,M",28.6461327857632,38.7433264887064,23.791923340178,161,390,54,40
"Finland",2011,27,7,2011-03-05,"Holmenkollen","Norway","World Championship",134,4,"Team Large","M",5678.92426443965,5506.74225962106,5614.88033409039,5466.22774277978,5685.99455693763,5542.29318521654,5622.21351636133,5474.98288978399,1419.73106610991,1376.68556490526,1403.7200835226,1366.55693569494,1421.49863923441,1385.57329630413,1405.55337909033,1368.745722446,"Olli Muotka,Matti Hautamaeki,Anssi Koivuranta,Janne Ahonen","75,12,59,58","M,M,M,M",27.1909650924025,33.8151950718686,22.6392881587953,168.75,380,17,36
"Czechia",2011,27,8,2011-03-05,"Holmenkollen","Norway","World Championship",134,4,"Team Large","M",5327.51542399438,5288.79434080873,5352.47681578701,5044.39651934352,5334.59277652461,5360.10437804734,5361.32584484192,5073.51912607728,1331.8788559986,1322.19858520218,1338.11920394675,1261.09912983588,1333.64819413115,1340.02609451183,1340.33146121048,1268.37978151932,"Lukas Hlava,Roman Koudelka,Jakub Janda,Jan Matura","41,24,23,28","M,M,M,M",28.0212183436003,32.8542094455852,21.6536618754278,137,250,65,32
"Russia",2011,27,9,2011-03-05,"Holmenkollen","Norway","World Championship",134,4,"Team Large","M",5284.94772125555,5276.7952887778,5252.3854803854,5207.10003598378,5296.82809874073,5314.83945911581,5265.52503202793,5231.94655282913,1321.23693031389,1319.19882219445,1313.09637009635,1301.77500899595,1324.20702468518,1328.70986477895,1316.38125800698,1307.98663820728,"Pavel Karelin,Dimitry Vassiliev,Denis Kornilov,Ilja Rosliakov","43,99,29,89","M,M,M,M",26.1581108829569,31.1895961670089,20.8542094455852,104,154,65,29
"Kazakhstan",2011,27,10,2011-03-05,"Holmenkollen","Norway","World Championship",134,4,"Team Large","M",4880.9956388772,4959.85586193095,4887.89722105076,5072.55119105286,4892.31919460808,5036.58894719673,4901.04984077968,5057.36033631753,1220.2489097193,1239.96396548274,1221.97430526269,1268.13779776322,1223.07979865202,1259.14723679918,1225.26246019492,1264.34008407938,"Yevgeniy Levkin,Alexey Korolev,Nikolay Karpenko,Radik Zhaparov","278,152,137,71","M,M,M,M",24.6680355920602,29.5660506502396,18.3874058863792,32,58,2,26
"Austria",2012,23,1,2012-02-26,"Vikersund","Norway","Ski Flying World Championship",225,4,"Team Flying","M",6731.80983026741,6093.41529725592,6682.29632663825,6011.71182625969,6721.53242317018,5959.08076002565,6745.23418177308,5998.17201440582,1682.95245756685,1523.35382431398,1670.57408165956,1502.92795656492,1680.38310579254,1489.77019000641,1686.30854544327,1499.54300360146,"Gregor Schlierenzauer,Martin Koch,Thomas Morgenstern,Andreas Kofler","20,31,2,3","M,M,M,M",26.3333333333333,30.0944558521561,22.135523613963,194.5,227,133,100
"Germany",2012,23,2,2012-02-26,"Vikersund","Norway","Ski Flying World Championship",225,4,"Team Flying","M",6088.8981823586,5440.76106020569,6028.93838225738,5308.88599590871,6074.94721448838,5258.68520327171,6026.37937949123,5288.50793686297,1522.22454558965,1360.19026505142,1507.23459556435,1327.22149897718,1518.73680362209,1314.67130081793,1506.59484487281,1322.12698421574,"Richard Freitag,Maximillian Mechler,Severin Freund,Andreas Wank","74,52,36,79","M,M,M,M",24.1252566735113,28.1478439425051,20.5366187542779,67.75,88,42,80
"Slovenia",2012,23,3,2012-02-26,"Vikersund","Norway","Ski Flying World Championship",225,4,"Team Flying","M",5700.7756606364,5437.29816845719,5608.09313447643,5345.92830542204,5686.45438299286,5212.99148802916,5625.4319095252,5331.75099414959,1425.1939151591,1359.3245421143,1402.02328361911,1336.48207635551,1421.61359574821,1303.24787200729,1406.3579773813,1332.9377485374,"Jure Sinkovec,Jurij Tepes,Robert Kranjec,Jernej Damjan","162,49,39,94","M,M,M,M",27.2614647501711,30.6146475017112,23.0308008213552,118.25,216,36,60
"Norway",2012,23,4,2012-02-26,"Vikersund","Norway","Ski Flying World Championship",225,4,"Team Flying","M",6069.18603878495,5294.27009372074,5998.70279687224,5530.34815196328,6066.45892454946,5440.903890233,5922.44797633488,5525.86450964118,1517.29650969624,1323.56752343019,1499.67569921806,1382.58703799082,1516.61473113737,1360.22597255825,1480.61199408372,1381.4661274103,"Anders Fannemel,Anders Bardal,Bjørn Einar Romøren,Rune Velta","134,19,21,62","M,M,M,M",25.952772073922,30.9048596851472,20.7912388774812,115.25,215,7,50
"Japan",2012,23,5,2012-02-26,"Vikersund","Norway","Ski Flying World Championship",225,4,"Team Flying","M",5700.99726864785,5322.10406138445,5663.98852890744,5214.17839419868,5698.13833551186,5345.24605130027,5630.90749097014,5209.42559977184,1425.24931716196,1330.52601534611,1415.99713222686,1303.54459854967,1424.53458387796,1336.31151282507,1407.72687274253,1302.35639994296,"Yuta Watase,Shohei Tochimoto,Daiki Ito,Taku Takeuchi","82,25,15,33","M,M,M,M",25.6680355920602,29.5523613963039,22.1820670773443,95.5,157,59,45
"Czechia",2012,23,6,2012-02-26,"Vikersund","Norway","Ski Flying World Championship",225,4,"Team Flying","M",5795.49679060334,5500.00433784,5782.6954564516,5149.38462691111,5800.09218191233,5277.39713307628,5750.97432789301,5149.27225121118,1448.87419765084,1375.00108446,1445.6738641129,1287.34615672778,1450.02304547808,1319.34928326907,1437.74358197325,1287.31806280279,"Roman Koudelka,Lukas Hlava,Jakub Janda,Jan Matura","24,41,23,28","M,M,M,M",29.0013689253936,33.8343600273785,22.6338124572211,159.5,274,87,40
"Poland",2012,23,7,2012-02-26,"Vikersund","Norway","Ski Flying World Championship",225,4,"Team Flying","M",5579.78866150738,5435.79815800136,5540.54702189646,5276.21244542154,5586.31420025666,5217.41590139547,5508.62562714752,5284.23467041481,1394.94716537685,1358.94953950034,1385.13675547412,1319.05311135538,1396.57855006417,1304.35397534887,1377.15640678688,1321.0586676037,"Kamil Stoch,Krzysztof Mietus,Maciej Kot,Piotr Zyla","40,76,103,98","M,M,M,M",22.8898015058179,25.1115674195756,20.7173169062286,70,151,30,36
"Finland",2012,23,8,2012-02-26,"Vikersund","Norway","Ski Flying World Championship",225,4,"Team Flying","M",5417.91051583321,5362.20655080037,5381.91201871284,5282.52965644156,5428.05230424863,5348.33669549277,5360.88749561813,5296.5936870892,1354.4776289583,1340.55163770009,1345.47800467821,1320.63241411039,1357.01307606216,1337.08417387319,1340.22187390453,1324.1484217723,"Matti Hautamaeki,Anssi Koivuranta,Olli Muotka,Janne Happonen","12,59,75,113","M,M,M,M",26.3949349760438,30.6201232032854,23.6194387405886,115.5,275,35,32
"Russia",2012,23,9,2012-02-26,"Vikersund","Norway","Ski Flying World Championship",225,4,"Team Flying","M",5074.83067981264,5191.65483714521,5123.43494218946,5033.07638213077,5085.37156571843,5168.35573469795,5100.84491125647,5048.18302340629,1268.70766995316,1297.9137092863,1280.85873554736,1258.26909553269,1271.34289142961,1292.08893367449,1275.21122781412,1262.04575585157,"Dimitry Vassiliev,Dimitry Ipatov,Denis Kornilov,Anton Kalinitschenko","99,132,29,267","M,M,M,M",28.7385352498289,32.1697467488022,25.5277207392197,108.25,172,30,29
"Kazakhstan",2012,23,10,2012-02-26,"Vikersund","Norway","Ski Flying World Championship",225,4,"Team Flying","M",4822.007500282,5024.77037337541,4866.05887557961,4999.58030606314,4834.33959588501,5095.01448636863,4857.98931045949,5019.83140376764,1205.5018750705,1256.19259334385,1216.5147188949,1249.89507651578,1208.58489897125,1273.75362159216,1214.49732761487,1254.95785094191,"Yevgeniy Levkin,Alexey Korolev,Alexey Pchelintsev,Radik Zhaparov","278,152,435,71","M,M,M,M",23.2265571526352,27.9917864476386,19.3675564681725,23,59,3,26
"Austria",2013,24,1,2013-03-02,"Predazzo","Italy","World Championship",134,4,"Team Large","M",6399.08478234718,5918.80370253252,6326.82950296535,5737.73594177082,6382.01740638276,5831.28053918993,6305.37069146947,5752.66042187765,1599.7711955868,1479.70092563313,1581.70737574134,1434.43398544271,1595.50435159569,1457.82013479748,1576.34267286737,1438.16510546941,"Wolfgang Loitzl,Gregor Schlierenzauer,Thomas Morgenstern,Manuel Fettner","22,20,2,17","M,M,M,M",27.5817932922656,33.1334702258727,23.1485284052019,200,305,98,100
"Germany",2013,24,2,2013-03-02,"Predazzo","Italy","World Championship",134,4,"Team Large","M",6260.59442716538,5939.19631632461,6199.87412857273,5474.49160888956,6247.10300980493,5838.40740267831,6183.11459634472,5426.08397154817,1565.14860679134,1484.79907908115,1549.96853214318,1368.62290222239,1561.77575245123,1459.60185066958,1545.77864908618,1356.52099288704,"Michael Neumayer,Richard Freitag,Severin Freund,Andreas Wank","27,74,36,79","M,M,M,M",26.3798767967146,34.1273100616016,21.5496235455168,117.5,208,67,80
"Poland",2013,24,3,2013-03-02,"Predazzo","Italy","World Championship",134,4,"Team Large","M",5923.07031777503,5456.09667558733,5900.94893001714,5407.65757419451,5908.69208133162,5375.41962791645,5883.50789592819,5372.57708012871,1480.76757944376,1364.02416889683,1475.23723250428,1351.91439354863,1477.17302033291,1343.85490697911,1470.87697398205,1343.14427003218,"Piotr Zyla,Maciej Kot,Dawid Kubacki,Kamil Stoch","98,103,69,40","M,M,M,M",24.1498973305955,26.1245722108145,21.7303216974675,91.75,176,39,60
"Norway",2013,24,4,2013-03-02,"Predazzo","Italy","World Championship",134,4,"Team Large","M",6312.46704977635,5833.08840434341,6213.93841441,5678.65606582987,6310.69003631222,5726.45666804874,6210.20244670706,5626.69992130331,1578.11676244409,1458.27210108585,1553.4846036025,1419.66401645747,1577.67250907806,1431.61416701219,1552.55061167676,1406.67498032583,"Tom Hilde,Andreas Stjernen,Anders Bardal,Anders Jacobsen","14,51,19,16","M,M,M,M",27.1471594798084,30.5215605749487,24.5886379192334,138.5,233,44,50
"Japan",2013,24,5,2013-03-02,"Predazzo","Italy","World Championship",134,4,"Team Large","M",5780.0000447448,5721.5553574282,5691.43587847752,5317.36323897542,5774.05678813515,5672.09004867714,5682.86402808968,5308.8932308219,1445.0000111862,1430.38883935705,1422.85896961938,1329.34080974386,1443.51419703379,1418.02251216929,1420.71600702242,1327.22330770547,"Taku Takeuchi,Daiki Ito,Noriaki Kasai,Reruhi Shimizu","33,15,30,555","M,M,M,M",28.2354551676934,40.7364818617385,19.2416153319644,179.5,419,12,45
"Slovenia",2013,24,6,2013-03-02,"Predazzo","Italy","World Championship",134,4,"Team Large","M",6175.628910962,5393.88975711147,6051.65806423544,5693.52049894511,6182.48994138527,5389.50762610003,6058.23232596288,5662.60974088275,1543.9072277405,1348.47243927787,1512.91451605886,1423.38012473628,1545.62248534632,1347.37690652501,1514.55808149072,1415.65243522069,"Peter Prevc,Jaka Hvala,Robert Kranjec,Jurij Tepes","18,436,39,49","M,M,M,M",23.937029431896,31.62765229295,19.6303901437372,108.25,241,26,40
"Czechia",2013,24,7,2013-03-02,"Predazzo","Italy","World Championship",134,4,"Team Large","M",5518.33655079145,5252.84708548272,5566.04504149758,5184.50855924087,5518.28860577863,5208.7049743446,5567.75434718972,5160.78165548191,1379.58413769786,1313.21177137068,1391.51126037439,1296.12713981022,1379.57215144466,1302.17624358615,1391.93858679743,1290.19541387048,"Jakub Janda,Jan Matura,Lukas Hlava,Roman Koudelka","23,28,41,24","M,M,M,M",30.0143737166324,34.8473648186174,23.64681724846,182,291,112,36
"Italy",2013,24,8,2013-03-02,"Predazzo","Italy","World Championship",134,4,"Team Large","M",5034.20791166659,4958.88788094215,4980.58710273405,5070.24178490902,5030.70121953136,5005.24163265788,4975.41001099067,5038.17012179269,1258.55197791665,1239.72197023554,1245.14677568351,1267.56044622725,1257.67530488284,1251.31040816447,1243.85250274767,1259.54253044817,"Sebastian Colloredo,Andrea Morassi,Davide Bresadola,Roberto Dellasega","37,38,118,791","M,M,M,M",24.2922655715264,25.4784394250513,22.7132101300479,62,130,8,32
"Russia",2013,24,9,2013-03-02,"Predazzo","Italy","World Championship",134,4,"Team Large","M",5275.61575090062,5086.0459560058,5299.59125664899,5096.88421688951,5281.97475446492,5107.15508996193,5308.47087054786,5122.39701213128,1318.90393772516,1271.51148900145,1324.89781416225,1274.22105422238,1320.49368861623,1276.78877249048,1327.11771763696,1280.59925303282,"Denis Kornilov,Ilja Rosliakov,Dimitry Vassiliev,Alexey Romashov","29,89,99,558","M,M,M,M",27.6536618754278,33.1827515400411,20.8569472963723,114,193,10,29
"Switzerland",2013,24,10,2013-03-02,"Predazzo","Italy","World Championship",134,4,"Team Large","M",5308.49130597446,5191.76789409398,5283.0364859118,5356.60955449944,5320.90083183731,5239.00828326747,5298.28307744842,5369.94349549049,1327.12282649361,1297.94197352349,1320.75912147795,1339.15238862486,1330.22520795933,1309.75207081687,1324.5707693621,1342.48587387262,"Marco Grigoli,Gregor Deschwanden,Killian Peier,Simon Ammann","50,273,882,4","M,M,M,M",23.3682409308693,31.6851471594798,17.9301848049281,83,288,1,26
"Finland",2013,24,11,2013-03-02,"Predazzo","Italy","World Championship",134,4,"Team Large","M",5110.08547662517,5135.70966848827,5197.98230420305,5129.3797926796,5124.08669861528,5337.09521431276,5217.61619672647,5158.45614370808,1277.52136915629,1283.92741712207,1299.49557605076,1282.3449481699,1281.02167465382,1334.27380357819,1304.40404918162,1289.61403592702,"Sami Heiskanen,Lauri Asikainen,Ville Larinto,Anssi Koivuranta","438,559,13,59","M,M,M,M",23.1745379876797,24.662559890486,21.3826146475017,30.25,49,5,24
"Kazakhstan",2013,24,12,2013-03-02,"Predazzo","Italy","World Championship",134,4,"Team Large","M",4942.0856123829,4953.64506950929,4961.94521307901,5028.11399247357,4958.66676753246,5050.87295870804,4983.04583534751,5085.96472009982,1235.52140309572,1238.41126737732,1240.48630326975,1257.02849811839,1239.66669188312,1262.71823967701,1245.76145883688,1271.49118002495,"Sabirzhan Muminov,Konstantin Sokolenko,Radik Zhaparov,Alexey Korolev","916,1722,71,152","M,M,M,M",24.7234770704997,29.0047912388775,18.8774811772758,22.5,63,1,22
"Slovenia",2014,1,1,2013-11-23,"Klingenthal","Germany","World Cup",140,4,"Team Large","M",6137.69553156177,5393.88975711147,5990.94075966119,5693.71266356666,6120.81551195947,5389.50762610003,5973.99544914779,5764.91116959313,1534.42388289044,1348.47243927787,1497.7351899153,1423.42816589167,1530.20387798987,1347.37690652501,1493.49886228695,1441.22779239828,"Robert Kranjec,Jaka Hvala,Peter Prevc,Jurij Tepes","39,436,18,49","M,M,M,M",24.6652977412731,32.3559206023272,20.3586584531143,114,248,29,100
"Germany",2014,1,2,2013-11-23,"Klingenthal","Germany","World Cup",140,4,"Team Large","M",5752.73544874421,5772.30485365661,5716.41689345226,5259.75570432891,5733.10483898211,5587.68715407432,5698.69681441043,5270.30082862225,1438.18386218605,1443.07621341415,1429.10422336306,1314.93892608223,1433.27620974553,1396.92178851858,1424.67420360261,1317.57520715556,"Severin Freund,Andreas Wank,Andreas Wellinger,Karl Geiger","36,79,553,554","M,M,M,M",22.5797399041752,25.7631759069131,18.2395619438741,61.25,110,17,80
"Japan",2014,1,3,2013-11-23,"Klingenthal","Germany","World Cup",140,4,"Team Large","M",5814.55864100158,5721.5553574282,5764.69753939874,5319.00317789023,5800.96839186087,5672.09004867714,5752.13173210452,5349.7244685362,1453.6396602504,1430.38883935705,1441.17438484968,1329.75079447256,1450.24209796522,1418.02251216929,1438.03293302613,1337.43111713405,"Taku Takeuchi,Daiki Ito,Reruhi Shimizu,Noriaki Kasai","33,15,555,30","M,M,M,M",28.9637234770705,41.4647501711157,19.9698836413415,185.75,426,16,60
"Poland",2014,1,4,2013-11-23,"Klingenthal","Germany","World Cup",140,4,"Team Large","M",5789.7333976206,5333.6006390171,5792.01286839914,5371.15695435105,5779.56245534438,5301.97475708213,5783.34843021973,5401.36112276594,1447.43334940515,1333.40015975427,1448.00321709979,1342.78923858776,1444.89061383609,1325.49368927053,1445.83710755493,1350.34028069149,"Krzysztof Biegun,Piotr Zyla,Kamil Stoch,Dawid Kubacki","955,98,40,69","M,M,M,M",24.1409993155373,26.8528405201916,19.5099247091034,82,183,2,50
"Austria",2014,1,5,2013-11-23,"Klingenthal","Germany","World Cup",140,4,"Team Large","M",6186.81634386699,6144.28443025391,6100.85824482966,5826.53186874072,6188.28230626275,6041.10694352629,6101.3189139122,5937.09631616555,1546.70408596675,1536.07110756348,1525.21456120742,1456.63296718518,1547.07057656569,1510.27673588157,1525.32972847805,1484.27407904139,"Gregor Schlierenzauer,Andreas Kofler,Wolfgang Loitzl,Thomas Morgenstern","20,3,22,2","M,M,M,M",28.5811088295688,33.8617385352498,23.8767967145791,236,312,166,45
"Norway",2014,1,6,2013-11-23,"Klingenthal","Germany","World Cup",140,4,"Team Large","M",5781.06399761984,5721.22781456054,5804.48380211363,5381.21135144678,5779.84115366648,5631.58204689997,5804.02280003728,5413.1898252315,1445.26599940496,1430.30695364014,1451.12095052841,1345.30283786169,1444.96028841662,1407.89551172499,1451.00570000932,1353.29745630788,"Ole Marius Ingvaldsen,Anders Bardal,Tom Hilde,Anders Fannemel","63,19,14,134","M,M,M,M",27.0239561943874,31.2498288843258,22.5325119780972,113.5,240,26,40
"Czechia",2014,1,7,2013-11-23,"Klingenthal","Germany","World Cup",140,4,"Team Large","M",5385.44156596135,5212.80036589973,5362.56702620154,5146.7378081273,5381.65112543823,5175.50349145194,5359.23263933169,5165.68922856993,1346.36039149034,1303.20009147493,1340.64175655039,1286.68445203182,1345.41278135956,1293.87587286298,1339.80815983292,1291.42230714248,"Jakub Janda,Cestmir Kozisek,Jan Matura,Lukas Hlava","23,181,28,41","M,M,M,M",30.1587953456537,35.5756331279945,22.0396988364134,154.75,292,12,36
"Finland",2014,1,8,2013-11-23,"Klingenthal","Germany","World Cup",140,4,"Team Large","M",5261.87700425568,5334.41265116959,5253.97149121242,5361.98587035828,5260.33288031878,5390.49065679951,5252.85772746441,5430.34341462262,1315.46925106392,1333.6031627924,1313.4928728031,1340.49646758957,1315.08322007969,1347.62266419988,1313.2144318661,1357.58585365566,"Lauri Asikainen,Janne Happonen,Olli Muotka,Janne Ahonen","559,113,75,58","M,M,M,M",28.9548254620123,36.5366187542779,24.4900752908966,141,382,21,32
"Switzerland",2014,1,9,2013-11-23,"Klingenthal","Germany","World Cup",140,4,"Team Large","M",5255.17965814415,5191.76789409398,5210.97651500216,5363.79437855349,5257.93202630979,5239.00828326747,5213.1219967271,5354.70270939012,1313.79491453604,1297.94197352349,1302.74412875054,1340.94859463837,1314.48300657745,1309.75207081687,1303.28049918178,1338.67567734753,"Gregor Deschwanden,Simon Ammann,Pascal Kälin,Marco Grigoli","273,4,890,50","M,M,M,M",24.6481861738535,32.4134154688569,20.8651608487337,86,292,2,29
"Russia",2014,1,10,2013-11-23,"Klingenthal","Germany","World Cup",140,4,"Team Large","M",5383.02839879141,5113.1739130238,5409.08867833499,5159.44526622843,5392.86850565435,5082.46442855734,5418.78600215014,5161.8272469819,1345.75709969785,1278.29347825595,1352.27216958375,1289.86131655711,1348.21712641359,1270.61610713934,1354.69650053754,1290.45681174547,"Ilmir Hazetdinov,Dimitry Vassiliev,Mikhail Maksimochkin,Denis Kornilov","443,99,893,29","M,M,M,M",25.8720054757016,33.9110198494182,20.2354551676934,95,197,1,26
"France",2014,1,11,2013-11-23,"Klingenthal","Germany","World Cup",140,4,"Team Large","M",5198.15162619124,5176.55181413627,5141.09297310176,5087.6761012674,5208.86226463139,5157.37258381785,5150.08326091071,5089.75457143356,1299.53790654781,1294.13795353407,1285.27324327544,1271.91902531685,1302.21556615785,1289.34314595446,1287.52081522768,1272.43864285839,"Alexandre Mabboux,David Viry,Vincent Descombes Sevoie,Ronan Lamy Chappuis","274,1555,70,878","M,M,M,M",24.2409308692676,29.8726899383984,20.2026009582478,26.25,97,1,24
"Italy",2014,1,12,2013-11-23,"Klingenthal","Germany","World Cup",140,4,"Team Large","M",4964.51462593014,4958.88788094215,4920.38245802902,5053.64339645213,4975.35057291154,5005.24163265788,4929.67685734705,5044.04267250001,1241.12865648253,1239.72197023554,1230.09561450726,1263.41084911303,1243.83764322788,1251.31040816447,1232.41921433676,1261.010668125,"Andrea Morassi,Sebastian Colloredo,Davide Bresadola,Roberto Dellasega","38,37,118,791","M,M,M,M",25.0205338809035,26.2067077344285,23.441478439425,65.25,136,11,22
"South Korea",2014,1,13,2013-11-23,"Klingenthal","Germany","World Cup",140,4,"Team Large","M",4786.67450304812,4695.81158482827,4813.35958274289,4895.67394480928,4798.76600875475,4699.39881152473,4824.92129830258,4926.27061880748,1196.66862576203,1173.95289620707,1203.33989568572,1223.91848620232,1199.69150218869,1174.84970288118,1206.23032457565,1231.56765470187,"Chil-Gu Kang,Heung Chul Choi,Hyun-Ki Kim,Seou Choi","199,73,124,1663","M,M,M,M",30.7563312799452,31.9726214921287,29.2922655715264,47.75,78,24,20
"Kazakhstan",2014,1,14,2013-11-23,"Klingenthal","Germany","World Cup",140,4,"Team Large","M",4922.72167953597,4953.64506950929,4989.90324505711,4997.60978717712,4941.85438017816,5050.87295870804,5008.55815547087,5042.77730820159,1230.68041988399,1238.41126737732,1247.47581126428,1249.40244679428,1235.46359504454,1262.71823967701,1252.13953886772,1260.6943270504,"Marat Zhaparov,Alexey Pchelintsev,Radik Zhaparov,Alexey Korolev","1554,435,71,152","M,M,M,M",27.1642710472279,29.8945927446954,22.6009582477755,23.75,64,1,18
"Slovenia",2014,17,1,2014-01-18,"Zakopane","Poland","World Cup",134,4,"Team Large","M",5926.52739408702,5287.53893831397,5823.07868431021,5746.99124583467,5912.0647510439,5276.76631398462,5809.35461137636,5660.39323566687,1481.63184852176,1321.88473457849,1455.76967107755,1436.74781145867,1478.01618776098,1319.19157849615,1452.33865284409,1415.09830891672,"Jurij Tepes,Robert Kranjec,Peter Prevc,Jernej Damjan","49,39,18,94","M,M,M,M",27.3518138261465,32.5092402464066,21.3278576317591,161.5,264,102,100
"Germany",2014,17,2,2014-01-18,"Zakopane","Poland","World Cup",134,4,"Team Large","M",6051.29197208461,6040.68056304187,6009.00039983088,5388.25423033474,6043.17146201275,5840.15305968012,6001.69633758263,5406.1966060627,1512.82299302115,1510.17014076047,1502.25009995772,1347.06355758369,1510.79286550319,1460.03826492003,1500.42408439566,1351.54915151567,"Andreas Wank,Richard Freitag,Severin Freund,Andreas Wellinger","79,74,36,553","M,M,M,M",23.1074606433949,25.9164955509925,18.3928815879535,89.75,126,36,80
"Austria",2014,17,3,2014-01-18,"Zakopane","Poland","World Cup",134,4,"Team Large","M",5925.32887984065,5449.28477004241,5806.95641720138,5584.18660430465,5919.52868135954,5399.06123116704,5800.80146571199,5504.77511358747,1481.33221996016,1362.3211925106,1451.73910430034,1396.04665107616,1479.88217033988,1349.76530779176,1450.200366428,1376.19377839687,"Michael Hayböck,Manuel Poppinger,Gregor Schlierenzauer,Thomas Diethart","66,85,20,83","M,M,M,M",23.3675564681725,24.6680355920602,21.8973305954825,63.5,181,8,60
"Poland",2014,17,4,2014-01-18,"Zakopane","Poland","World Cup",134,4,"Team Large","M",5728.55742900005,5211.85608459332,5728.0525253425,5288.0923055687,5724.78006242,5218.74033018634,5724.97789668971,5344.95914586057,1432.13935725001,1302.96402114833,1432.01313133563,1322.02307639217,1431.195015605,1304.68508254658,1431.24447417243,1336.23978646514,"Klemens Muranka,Dawid Kubacki,Jan Ziobro,Kamil Stoch","109,69,271,40","M,M,M,M",23.1156741957563,26.652977412731,19.3839835728953,75.5,199,22,50
"Norway",2014,17,5,2014-01-18,"Zakopane","Poland","World Cup",134,4,"Team Large","M",5871.1965887137,5711.47056345553,5815.94719240226,5437.89824284652,5873.88252157112,5587.56034996333,5818.03820527282,5347.5145955281,1467.79914717842,1427.86764086388,1453.98679810057,1359.47456071163,1468.47063039278,1396.89008749083,1454.50955131821,1336.87864888202,"Anders Fannemel,Daniel-Andrè Tande,Anders Bardal,Rune Velta","134,897,19,62","M,M,M,M",24.643394934976,31.4031485284052,19.9835728952772,94.25,252,4,45
"Czechia",2014,17,6,2014-01-18,"Zakopane","Poland","World Cup",134,4,"Team Large","M",5339.9708488412,5327.82418366862,5255.04107744182,5334.14500509704,5340.47367105246,5298.43743466245,5254.75360728896,5303.53229226443,1334.9927122103,1331.95604591715,1313.76026936045,1333.53625127426,1335.11841776311,1324.60935866561,1313.68840182224,1325.88307306611,"Roman Koudelka,Jan Matura,Antonin Hajek,Lukas Hlava","24,28,54,41","M,M,M,M",28.6967830253251,33.9712525667351,24.5284052019165,143,210,88,40
"Finland",2014,17,7,2014-01-18,"Zakopane","Poland","World Cup",134,4,"Team Large","M",5237.1893711544,5232.64869422283,5233.38601552934,5167.5155959485,5240.86639537406,5370.64497511541,5236.93055502563,5201.55485649347,1309.2973427886,1308.16217355571,1308.34650388233,1291.87889898713,1310.21659884351,1342.66124377885,1309.23263875641,1300.38871412337,"Lauri Asikainen,Anssi Koivuranta,Olli Muotka,Janne Happonen","559,59,75,113","M,M,M,M",26.321697467488,29.5852156057495,24.643394934976,63.5,117,27,36
"Italy",2014,17,8,2014-01-18,"Zakopane","Poland","World Cup",134,4,"Team Large","M",4904.59265885967,4886.82381654638,4877.22213416978,5044.82731303753,4908.25372838191,4977.469925121,4880.38029974364,5065.43303377177,1226.14816471492,1221.7059541366,1219.30553354244,1261.20682825938,1227.06343209548,1244.36748128025,1220.09507493591,1266.35825844294,"Sebastian Colloredo,Andrea Morassi,Roberto Dellasega,Davide Bresadola","37,38,791,118","M,M,M,M",25.1738535249829,26.3600273785079,23.5947980835045,71.75,143,20,32
"Russia",2014,17,9,2014-01-18,"Zakopane","Poland","World Cup",134,4,"Team Large","M",4870.72968252131,4983.82614300031,4955.55652155744,4951.05654182078,4878.46779946205,5053.96390211425,4963.71102395483,4948.59645453379,1217.68242063033,1245.95653575008,1238.88913038936,1237.7641354552,1219.61694986551,1263.49097552856,1240.92775598871,1237.14911363345,"Alexander Sardyko,Ilja Rosliakov,Anton Kalinitschenko,Mikhail Maksimochkin","434,89,267,893","M,M,M,M",26.6242299794661,31.4934976043806,20.3887748117728,33.5,84,4,29
"Kazakhstan",2014,17,10,2014-01-18,"Zakopane","Poland","World Cup",134,4,"Team Large","M",4996.94824781661,4980.18151469938,5069.80167899285,5022.76851358924,5010.84400024143,5051.8657371923,5083.3986441319,5039.242587433,1249.23706195415,1245.04537867484,1267.45041974821,1255.69212839731,1252.71100006036,1262.96643429808,1270.84966103297,1259.81064685825,"Sabirzhan Muminov,Alexey Korolev,Marat Zhaparov,Alexey Pchelintsev","916,152,1554,435","M,M,M,M",24.7857631759069,30.0479123887748,19.7590691307324,9.25,27,2,26
