Nation,Season,Race,Place,Date,City,Country,Event,TeamSize,RaceType,Distance,MassStart,Sex,Team_Elo,Team_Individual_Elo,Team_IndividualCompact_Elo,Team_Sprint_Elo,Team_MassStart_Elo,Team_Pelo,Team_Individual_Pelo,Team_IndividualCompact_Pelo,Team_Sprint_Pelo,Team_MassStart_Pelo,Avg_Elo,Avg_Individual_Elo,Avg_IndividualCompact_Elo,Avg_Sprint_Elo,Avg_MassStart_Elo,Avg_Pelo,Avg_Individual_Pelo,Avg_IndividualCompact_Pelo,Avg_Sprint_Pelo,Avg_MassStart_Pelo,TeamMembers,MemberIDs,AvgAge,MaxAge,MinAge,AvgExp,MaxExp,MinExp
Norway,2012,10,1,2012-01-07,Oberstdorf,Germany,World Cup,4,Team,5,0,M,6074.218170954166,6022.834943540386,5024.480135930018,5426.346380718943,5389.845451265507,6060.455088258763,5996.4559154326535,5062.238820556553,5474.459582721535,5390.018692866355,1518.5545427385416,1505.7087358850965,1256.1200339825045,1356.5865951797357,1347.4613628163768,1515.1137720646907,1499.1139788581634,1265.5597051391383,1368.6148956803838,1347.5046732165888,"Jørgen Graabak,Mikko Kokslien,Magnus Moan,Jan Schmid","17,4,13,10",26.0041067761807,28.366872005475702,20.700889801505816,105.0,170,10
Germany,2012,10,2,2012-01-07,Oberstdorf,Germany,World Cup,4,Team,5,0,M,6213.8222141040815,6163.931202685237,5024.480135930018,5311.9814343607595,5358.546030569339,6206.177040049031,6177.610965805667,5062.238820556553,5348.0823100582165,5299.1067009941935,1553.4555535260204,1540.9828006713092,1256.1200339825045,1327.9953585901899,1339.6365076423347,1551.5442600122578,1544.4027414514167,1265.5597051391383,1337.0205775145541,1324.7766752485484,"Fabian Rießle,Tino Edelmann,Johannes Rydzek,Eric Frenzel","15,9,14,7",22.748802190280628,26.73511293634497,20.07939767282683,76.25,147,17
Austria,2012,10,3,2012-01-07,Oberstdorf,Germany,World Cup,4,Team,5,0,M,6221.649666036,6174.847271372478,5024.480135930018,5746.014465970129,5642.502550358463,6218.984224633654,6158.921190434973,5062.238820556553,5842.369959964858,5592.623106877871,1555.412416509,1543.7118178431194,1256.1200339825045,1436.5036164925323,1410.6256375896157,1554.7460561584135,1539.7302976087433,1265.5597051391383,1460.5924899912145,1398.1557767194677,"Mario Stecher,Bernhard Gruber,Christoph Bieler,Wilhelm Denifl","16,5,19,12",32.30732375085557,34.47501711156742,29.404517453798768,201.0,267,135
France,2012,10,4,2012-01-07,Oberstdorf,Germany,World Cup,4,Team,5,0,M,6178.335504855143,6133.689144685769,5024.480135930018,5279.871063437129,5394.012224249643,6179.33937760308,6095.016391476912,5062.238820556553,5293.965956984858,5326.437521894187,1544.5838762137857,1533.4222861714422,1256.1200339825045,1319.9677658592823,1348.5030560624107,1544.83484440077,1523.754097869228,1265.5597051391383,1323.4914892462145,1331.6093804735467,"François Braud,Maxime Laheurte,Sébastien Lacroix,Jason Lamy Chappuis","24,23,20,2",26.531827515400412,28.71731690622861,25.32785763175907,123.5,150,108
USA,2012,10,5,2012-01-07,Oberstdorf,Germany,World Cup,4,Team,5,0,M,5545.4707687984,5516.66891256094,5024.480135930018,5318.617575765507,5365.326590872837,5543.724468666641,5488.442368710575,5062.238820556553,5379.086725692279,5336.070658177096,1386.3676921996,1379.167228140235,1256.1200339825045,1329.6543939413768,1341.3316477182093,1385.9311171666602,1372.1105921776436,1265.5597051391383,1344.7716814230698,1334.017664544274,"Bill Demong,Bryan Fletcher,Johnny Spillane,Taylor Fletcher","21,18,29,37",27.52087611225188,31.77549623545517,21.659137577002053,107.0,185,30
Italy,2012,10,6,2012-01-07,Oberstdorf,Germany,World Cup,4,Team,5,0,M,5546.018348159594,5524.850185453284,5024.480135930018,5061.616760104585,5106.460921814933,5548.98974654295,5511.400380794523,5062.238820556553,5053.535634462717,5119.901862186422,1386.5045870398985,1381.212546363321,1256.1200339825045,1265.4041900261464,1276.6152304537331,1387.2474366357376,1377.8500951986307,1265.5597051391383,1263.3839086156793,1279.9754655466054,"Armin Bauer,Lukas Runggaldier,Alessandro Pittin,Giuseppe Michielli","35,25,8,39",23.611909650924023,26.625598904859686,21.481177275838466,58.25,78,42
Czechia,2012,10,7,2012-01-07,Oberstdorf,Germany,World Cup,4,Team,5,0,M,5255.743382750482,5273.455501483629,5024.480135930018,5066.704618801729,5190.592667695015,5259.680228905928,5292.606180523305,5062.238820556553,5063.208255902596,5136.253009307862,1313.9358456876205,1318.3638753709072,1256.1200339825045,1266.6761547004323,1297.6481669237537,1314.920057226482,1323.1515451308262,1265.5597051391383,1265.802063975649,1284.0632523269655,"Miroslav Dvořák,Aleš Vodseďálek,Pavel Churavý,Tomáš Slavík","30,54,41,33",29.27310061601643,34.71047227926078,24.84873374401095,101.5,162,54
Slovenia,2012,10,8,2012-01-07,Oberstdorf,Germany,World Cup,4,Team,5,0,M,5071.693409409641,5081.258686552455,5024.480135930018,5069.635994783504,5042.705853962766,5077.956275559647,5079.453541845416,5062.238820556553,5071.139751254813,5088.754879454074,1267.9233523524103,1270.3146716381139,1256.1200339825045,1267.408998695876,1260.6764634906915,1269.4890688899118,1269.863385461354,1265.5597051391383,1267.7849378137032,1272.1887198635186,"Matej Drinovec,Gašper Berlot,Marjan Jelenko,Mitja Oranič","74,52,57,42",22.010266940451746,25.763175906913073,20.39425051334702,32.25,61,3
Switzerland,2012,10,9,2012-01-07,Oberstdorf,Germany,World Cup,4,Team,5,0,M,5138.676370655354,5113.228353461593,5024.480135930018,5126.7883256449895,5144.488147846821,5150.32138550317,5106.761312110934,5062.238820556553,5130.208064510252,5185.876568402204,1284.6690926638385,1278.3070883653982,1256.1200339825045,1281.6970814112474,1286.1220369617054,1287.5803463757925,1276.6903280277336,1265.5597051391383,1282.552016127563,1296.469142100551,"Seppi Hurschler,Christian Erichsen,Ivo Hess,Tim Hug","38,75,76,44",23.709787816564,28.542094455852155,20.67624914442163,44.75,104,1
Norway,2013,7,1,2013-01-05,Schonach,Germany,World Cup,4,Team,5,0,M,6289.3990272641295,6224.460673730715,5024.480135930018,5410.315408490202,5374.553780215042,6275.537706896482,6241.659619183487,5062.238820556553,5455.599615393606,5382.730848374226,1572.3497568160324,1556.1151684326787,1256.1200339825045,1352.5788521225504,1343.6384450537605,1568.8844267241204,1560.4149047958717,1265.5597051391383,1363.8999038484014,1345.6827120935566,"Jørgen Graabak,Håvard Klemetsen,Mikko Kokslien,Magnus Moan","17,11,4,13",28.2217659137577,34.001368925393564,21.697467488021903,119.25,188,28
Germany,2013,7,2,2013-01-05,Schonach,Germany,World Cup,4,Team,5,0,M,6301.679192534057,6261.688141450969,5024.480135930018,5492.585064955787,5534.588763092028,6293.059035676743,6264.29724692509,5062.238820556553,5552.387446529588,5476.537631849991,1575.4197981335142,1565.4220353627422,1256.1200339825045,1373.1462662389467,1383.647190773007,1573.2647589191859,1566.0743117312725,1265.5597051391383,1388.096861632397,1369.1344079624978,"Johannes Rydzek,Eric Frenzel,Tino Edelmann,Björn Kircheisen","14,7,9,6",25.587268993839835,29.418206707734427,21.075975359342916,141.75,217,74
USA,2013,7,3,2013-01-05,Schonach,Germany,World Cup,4,Team,5,0,M,5756.316115481558,5707.9576805889155,5024.480135930018,5486.45312080577,5476.752829480414,5744.253366085765,5716.417489183108,5062.238820556553,5576.540308092588,5412.626640851899,1439.0790288703895,1426.9894201472289,1256.1200339825045,1371.6132802014424,1369.1882073701036,1436.0633415214413,1429.104372295777,1265.5597051391383,1394.135077023147,1353.1566602129747,"Todd Lodwick,Bill Demong,Taylor Fletcher,Bryan Fletcher","53,21,37,18",29.519507186858313,36.12320328542094,22.65571526351814,132.0,215,45
Austria,2013,7,4,2013-01-05,Schonach,Germany,World Cup,4,Team,5,0,M,5894.612954083992,5853.92322778083,5024.480135930018,5555.733406132364,5515.6146755703585,5889.455766295665,5821.75433403689,5062.238820556553,5626.679612619678,5481.665708633978,1473.653238520998,1463.4808069452074,1256.1200339825045,1388.933351533091,1378.9036688925896,1472.3639415739162,1455.4385835092226,1265.5597051391383,1406.6699031549194,1370.4164271584946,"Bernhard Gruber,Sepp Schneider,Wilhelm Denifl,Christoph Bieler","5,63,12,19",29.834360027378505,35.1895961670089,21.593429158110883,150.25,250,5
France,2013,7,5,2013-01-05,Schonach,Germany,World Cup,4,Team,5,0,M,6201.784033075207,6182.778968135011,5024.480135930018,5279.871063437129,5394.012224249643,6206.1045341794725,6137.909854998174,5062.238820556553,5293.965956984858,5326.437521894186,1550.4460082688017,1545.6947420337528,1256.1200339825045,1319.9677658592823,1348.5030560624107,1551.5261335448681,1534.4774637495434,1265.5597051391383,1323.4914892462145,1331.6093804735465,"Sébastien Lacroix,Maxime Laheurte,François Braud,Jason Lamy Chappuis","20,23,24,2",27.528405201916495,29.713894592744694,26.324435318275153,144.5,173,128
Japan,2013,7,6,2013-01-05,Schonach,Germany,World Cup,4,Team,5,0,M,5700.890764197205,5679.078812363463,5024.480135930018,5101.193747047493,5177.400886246812,5702.296706159297,5656.284578997586,5062.238820556553,5111.793485898532,5188.163713711546,1425.2226910493011,1419.7697030908657,1256.1200339825045,1275.2984367618733,1294.350221561703,1425.5741765398243,1414.0711447493966,1265.5597051391383,1277.948371474633,1297.0409284278865,"Yusuke Minato,Hideaki Nagai,Yoshito Watabe,Akito Watabe","31,51,32,3",25.75427789185489,29.336071184120463,21.256673511293634,55.75,87,13
Czechia,2013,7,7,2013-01-05,Schonach,Germany,World Cup,4,Team,5,0,M,5217.025306134849,5227.25527890895,5024.480135930018,5066.70461880173,5190.592667695015,5216.169514529431,5251.684493814044,5062.238820556553,5063.208255902597,5136.253009307862,1304.2563265337124,1306.8138197272374,1256.1200339825045,1266.6761547004326,1297.6481669237537,1304.0423786323577,1312.921123453511,1265.5597051391383,1265.8020639756492,1284.0632523269655,"Aleš Vodseďálek,Miroslav Dvořák,Tomáš Slavík,Pavel Churavý","54,30,33,41",30.269678302532512,35.70704996577687,25.845311430527037,117.5,181,64
Finland,2013,7,8,2013-01-05,Schonach,Germany,World Cup,4,Team,5,0,M,5101.384828267026,5093.276783386,5024.480135930018,5136.406057847451,5195.84074270577,5103.558131822226,5101.400681858497,5062.238820556553,5151.614458443777,5203.194690953769,1275.3462070667565,1273.3191958465,1256.1200339825045,1284.1015144618627,1298.9601856764425,1275.8895329555564,1275.3501704646242,1265.5597051391383,1287.9036146109443,1300.7986727384423,"Jim Härtull,Ilkka Herola,Janne Ryynänen,Mikke Leinonen","50,97,27,66",21.5886379192334,25.013004791238878,17.541409993155373,44.75,128,7
Italy,2013,7,9,2013-01-05,Schonach,Germany,World Cup,4,Team,5,0,M,5245.900641366679,5221.974079355149,5024.480135930018,5045.104454436711,5073.526953378323,5255.163866364266,5258.579911400161,5062.238820556553,5042.279115552704,5125.199152781162,1311.4751603416698,1305.4935198387873,1256.1200339825045,1261.2761136091779,1268.3817383445808,1313.7909665910665,1314.6449778500403,1265.5597051391383,1260.569778888176,1281.2997881952906,"Armin Bauer,Manuel Maierhofer,Giuseppe Michielli,Lukas Runggaldier","35,352,39,25",23.896646132785765,27.62217659137577,20.05201916495551,55.0,97,1
Slovenia,2013,7,10,2013-01-05,Schonach,Germany,World Cup,4,Team,5,0,M,5088.081150691612,5089.695408947814,5024.480135930018,5069.6359947835035,5042.705853962766,5099.784757383604,5054.7863749001035,5062.238820556553,5071.139751254812,5088.754879454074,1272.020287672903,1272.4238522369535,1256.1200339825045,1267.4089986958759,1260.6764634906915,1274.946189345901,1263.6965937250259,1265.5597051391383,1267.784937813703,1272.1887198635186,"Gašper Berlot,Matic Plaznik,Mitja Oranič,Marjan Jelenko","52,130,42,57",23.379192334017795,26.759753593429156,21.45927446954141,41.75,80,4
Russia,2013,7,11,2013-01-05,Schonach,Germany,World Cup,4,Team,5,0,M,4741.546215776093,4770.331951644107,5024.480135930018,5093.352494085729,5053.985094650137,4753.236843479457,4802.900061556857,5062.238820556553,5107.211238191973,5119.7343777855585,1185.3865539440233,1192.5829879110267,1256.1200339825045,1273.3381235214322,1263.4962736625343,1188.3092108698643,1200.7250153892141,1265.5597051391383,1276.8028095479933,1279.9335944463896,"Ivan Panin,Denys Isaykin,Niyaz Nabeev,Ernest Yahin","49,131,132,78",23.986995208761122,25.45927446954141,21.990417522245036,21.75,42,2
Germany,2013,16,1,2013-02-03,Sochi,Russia,World Cup,4,Team,5,0,M,6245.529346350022,6213.810235710707,5024.480135930018,5406.927754444335,5396.255424742895,6230.8287744517365,6201.367705808066,5062.238820556553,5459.783863097717,5402.4254718119255,1561.3823365875055,1553.4525589276768,1256.1200339825045,1351.7319386110837,1349.0638561857238,1557.7071936129341,1550.3419264520164,1265.5597051391383,1364.9459657744292,1350.6063679529814,"Björn Kircheisen,Johannes Rydzek,Manuel Faißt,Eric Frenzel","6,14,36,7",23.729637234770703,29.49760438056126,20.06297056810404,113.25,226,25
France,2013,16,2,2013-02-03,Sochi,Russia,World Cup,4,Team,5,0,M,6176.8652229085055,6138.524219466053,5024.480135930018,5279.871063437129,5394.012224249643,6166.035463795837,6142.021657628817,5062.238820556553,5293.965956984858,5326.437521894187,1544.2163057271264,1534.6310548665133,1256.1200339825045,1319.9677658592823,1348.5030560624107,1541.5088659489593,1535.5054144072042,1265.5597051391383,1323.4914892462145,1331.6093804735467,"François Braud,Maxime Laheurte,Jason Lamy Chappuis,Sébastien Lacroix","24,23,2,20",27.607802874743328,29.793292265571527,26.403832991101986,153.25,182,137
Austria,2013,16,3,2013-02-03,Sochi,Russia,World Cup,4,Team,5,0,M,5909.578403417676,5884.892311192284,5024.480135930018,5391.378572874542,5383.703501920631,5899.204387899483,5840.301869356035,5062.238820556553,5425.151262205344,5373.497188119092,1477.394600854419,1471.223077798071,1256.1200339825045,1347.8446432186356,1345.9258754801579,1474.8010969748707,1460.0754673390088,1265.5597051391383,1356.287815551336,1343.374297029773,"Wilhelm Denifl,Tomaz Druml,Lukas Klapfer,Bernhard Gruber","12,34,46,5",28.6694045174538,32.232717316906225,24.854209445585216,132.5,200,65
Norway,2013,16,4,2013-02-03,Sochi,Russia,World Cup,4,Team,5,0,M,6223.154715551343,6181.029698086253,5024.480135930018,5201.282742594186,5221.989120589071,6223.175698596843,6187.596725514457,5062.238820556553,5217.848555038718,5217.32815708878,1555.7886788878357,1545.2574245215633,1256.1200339825045,1300.3206856485465,1305.4972801472677,1555.7939246492108,1546.8991813786142,1265.5597051391383,1304.4621387596794,1304.332039272195,"Jan Schmid,Mikko Kokslien,Magnus Krog,Jørgen Graabak","10,4,22,17",26.189596167008897,29.196440793976727,21.776865160848732,89.5,190,31
Czechia,2013,16,5,2013-02-03,Sochi,Russia,World Cup,4,Team,5,0,M,5390.508672963172,5385.242507368344,5024.480135930018,5081.523273270023,5194.39484850844,5381.556725164441,5385.777609999344,5062.238820556553,5088.811690093956,5124.416723019408,1347.627168240793,1346.310626842086,1256.1200339825045,1270.3808183175058,1298.59871212711,1345.3891812911102,1346.444402499836,1265.5597051391383,1272.202922523489,1281.104180754852,"Pavel Churavý,Tomáš Slavík,Miroslav Dvořák,Tomáš Portyk","41,33,30,362",27.577002053388092,35.7864476386037,16.829568788501028,108.5,190,4
Japan,2013,16,6,2013-02-03,Sochi,Russia,World Cup,4,Team,5,0,M,5419.942092499074,5425.41860885644,5024.480135930018,5038.28250434611,5180.779189877818,5416.483020354977,5363.112187152819,5062.238820556553,5026.083568864511,5165.044667123842,1354.9855231247684,1356.35465221411,1256.1200339825045,1259.5706260865275,1295.1947974694544,1354.1207550887443,1340.7780467882048,1265.5597051391383,1256.5208922161278,1291.2611667809606,"Yusuke Minato,Taihei Kato,Hideaki Nagai,Shun Yamamoto","31,26,51,80",27.60369609856263,29.415468856947296,24.594113620807665,52.5,91,8
USA,2013,16,7,2013-02-03,Sochi,Russia,World Cup,4,Team,5,0,M,5733.536384060986,5710.607420909191,5024.480135930018,5318.617575765507,5365.326590872837,5740.574499564888,5701.769734408534,5062.238820556553,5379.086725692279,5336.070658177096,1433.3840960152465,1427.6518552272978,1256.1200339825045,1329.6543939413768,1341.3316477182093,1435.143624891222,1425.4424336021334,1265.5597051391383,1344.7716814230698,1334.017664544274,"Johnny Spillane,Bill Demong,Bryan Fletcher,Taylor Fletcher","29,21,18,37",28.596851471594796,32.851471594798085,22.73511293634497,129.75,207,53
Slovenia,2013,16,8,2013-02-03,Sochi,Russia,World Cup,4,Team,5,0,M,5052.983203829897,5044.382910946168,5024.480135930018,5069.6359947835035,5042.705853962766,5052.955802589508,5071.334458655016,5062.238820556553,5071.139751254812,5088.754879454075,1263.2458009574743,1261.095727736542,1256.1200339825045,1267.4089986958759,1260.6764634906915,1263.238950647377,1267.833614663754,1265.5597051391383,1267.784937813703,1272.1887198635188,"Mitja Oranič,Marjan Jelenko,Gašper Berlot,Matic Plaznik","42,57,52,130",23.458590006844624,26.83915126625599,21.53867214236824,47.75,87,6
Italy,2013,16,9,2013-02-03,Sochi,Russia,World Cup,4,Team,5,0,M,5193.460299453385,5236.343472295034,5024.480135930018,5093.352494085729,5080.649442443544,5200.762803129592,5227.289786348506,5062.238820556553,5107.211238191973,5168.1705867261035,1298.3650748633463,1309.0858680737585,1256.1200339825045,1273.3381235214322,1270.162360610886,1300.190700782398,1306.8224465871265,1265.5597051391383,1276.8028095479933,1292.0426466815259,"Lukas Runggaldier,Armin Bauer,Mattia Runggaldier,Samuel Costa","25,35,87,84",22.251197809719372,25.51403148528405,20.177960301163587,37.0,69,8
Finland,2013,16,10,2013-02-03,Sochi,Russia,World Cup,4,Team,5,0,M,4881.2565013276035,4865.943197100031,5024.480135930018,5093.352494085729,5095.741167612823,4888.094089213382,4857.357165159953,5062.238820556553,5107.211238191973,5152.654854846183,1220.3141253319009,1216.4857992750078,1256.1200339825045,1273.3381235214322,1273.9352919032058,1222.0235223033455,1214.3392912899883,1265.5597051391383,1276.8028095479933,1288.1637137115458,"Eetu Vähäsöyrinki,Ilkka Herola,Jim Härtull,Joni Karjalainen","58,97,50,112",22.255989048596852,25.686516084873375,17.620807665982202,19.5,32,11
Russia,2013,16,11,2013-02-03,Sochi,Russia,World Cup,4,Team,5,0,M,4843.501870206781,4863.356982157,5024.480135930018,5109.496775222916,5053.985094650137,4854.779595960579,4915.237088885618,5062.238820556553,5118.034787065885,5119.7343777855585,1210.8754675516952,1215.83924553925,1256.1200339825045,1277.374193805729,1263.4962736625343,1213.6948989901448,1228.8092722214044,1265.5597051391383,1279.5086967664713,1279.9335944463896,"Sergej Djatschuk,Ernest Yahin,Denys Isaykin,Ivan Panin","238,78,131,49",25.670773442847363,30.264202600958246,22.069815195071868,16.5,44,3
