Nation,Season,Race,Place,Date,City,Country,Event,Sex,TeamSize,RaceType,Distance,MassStart,Team_Elo,Team_Individual_Elo,Team_IndividualCompact_Elo,Team_Sprint_Elo,Team_MassStart_Elo,Team_Pelo,Team_Individual_Pelo,Team_IndividualCompact_Pelo,Team_Sprint_Pelo,Team_MassStart_Pelo,Avg_Elo,Avg_Individual_Elo,Avg_IndividualCompact_Elo,Avg_Sprint_Elo,Avg_MassStart_Elo,Avg_Pelo,Avg_Individual_Pelo,Avg_IndividualCompact_Pelo,Avg_Sprint_Pelo,Avg_MassStart_Pelo,TeamMembers,MemberIDs,AvgAge,MaxAge,MinAge,AvgExp,MaxExp,MinExp
Austria,2012,7,9,2011-12-16,Seefeld,Austria,World Cup,M,2,Team Sprint,7.5,0,2872.459690689042,2851.7573642204843,2539.9903450853612,2734.5297724466545,2656.16991726972,2871.806765528747,2865.2848120962917,2571.4929661721553,2758.2703205254757,2645.758258065547,1436.229845344521,1425.8786821102422,1269.9951725426806,1367.2648862233273,1328.08495863486,1435.9033827643734,1432.6424060481459,1285.7464830860777,1379.1351602627378,1322.8791290327736,"Tomaz Druml,David Kreiner","34,43",27.245722108145106,30.77344284736482,23.718001368925393,109.5,175,44
France,2012,7,10,2011-12-16,Seefeld,Austria,World Cup,M,2,Team Sprint,7.5,0,2880.4974700623534,2863.2460053081672,2539.9903450853612,2525.0410388858054,2652.4294730621154,2882.417439873944,2878.7388209646665,2571.4929661721553,2511.8129869244767,2619.8525433236364,1440.2487350311767,1431.6230026540836,1269.9951725426806,1262.5205194429027,1326.2147365310577,1441.208719936972,1439.3694104823333,1285.7464830860777,1255.9064934622384,1309.9262716618182,"Maxime Laheurte,François Braud","23,24",25.980835044490075,26.573579739904176,25.388090349075974,114.5,124,105
USA,2012,7,11,2011-12-16,Seefeld,Austria,World Cup,M,2,Team Sprint,7.5,0,2910.8764755976063,2906.1813840590485,2539.9903450853612,2788.1468386277484,2778.682151477722,2915.8830707500274,2938.0388315889713,2571.4929661721553,2821.3492219149985,2721.359871714787,1455.4382377988031,1453.0906920295242,1269.9951725426806,1394.0734193138742,1389.341075738861,1457.9415353750137,1469.0194157944857,1285.7464830860777,1410.6746109574992,1360.6799358573935,"Todd Lodwick,Johnny Spillane","53,29",33.06228610540725,35.06639288158795,31.058179329226558,188.0,211,165
Slovenia,2012,7,12,2011-12-16,Seefeld,Austria,World Cup,M,2,Team Sprint,7.5,0,2553.7897132002363,2551.4884687901585,2539.9903450853612,2522.9597477406396,2495.0765543763487,2551.7815990868985,2559.2864962627345,2571.4929661721553,2516.5050412998226,2500.5911657425295,1276.8948566001181,1275.7442343950793,1269.9951725426806,1261.4798738703198,1247.5382771881743,1275.8907995434492,1279.6432481313673,1285.7464830860777,1258.2525206499113,1250.2955828712647,"Mitja Oranič,Gašper Berlot","42,52",23.53182751540041,25.702943189596166,21.360711841204655,51.0,60,42
Finland,2012,7,13,2011-12-16,Seefeld,Austria,World Cup,M,2,Team Sprint,7.5,0,2715.512579176054,2712.096647446867,2539.9903450853612,2589.7298108045866,2647.728874679364,2720.307303655609,2697.210697221754,2571.4929661721553,2596.9797484887868,2638.7035498191317,1357.756289588027,1356.0483237234334,1269.9951725426806,1294.8649054022933,1323.864437339682,1360.1536518278044,1348.605348610877,1285.7464830860777,1298.4898742443934,1319.3517749095658,"Eetu Vähäsöyrinki,Janne Ryynänen","58,27",22.817248459958932,23.956194387405887,21.678302532511978,63.5,115,12
Czechia,2012,7,14,2011-12-16,Seefeld,Austria,World Cup,M,2,Team Sprint,7.5,0,2702.4708021865754,2707.634135026692,2539.9903450853612,2548.692507102821,2636.544511692776,2708.9572551456736,2700.7790340607157,2571.4929661721553,2559.6645950803504,2593.133213398382,1351.2354010932877,1353.817067513346,1269.9951725426806,1274.3462535514104,1318.272255846388,1354.4786275728368,1350.3895170303579,1285.7464830860777,1279.8322975401752,1296.566606699191,"Pavel Churavý,Tomáš Slavík","41,33",32.64065708418891,34.65023956194387,30.63107460643395,136.0,159,113
Switzerland,2012,7,15,2011-12-16,Seefeld,Austria,World Cup,M,2,Team Sprint,7.5,0,2586.447494352574,2588.396780822475,2539.9903450853612,2580.1120786021256,2596.61756404041,2592.2532127938207,2585.9096989109494,2571.4929661721553,2576.6024454142653,2609.549140979113,1293.223747176287,1294.1983904112376,1269.9951725426806,1290.0560393010628,1298.308782020205,1296.1266063969103,1292.9548494554747,1285.7464830860777,1288.3012227071326,1304.7745704895565,"Tim Hug,Seppi Hurschler","44,38",26.414784394250514,28.48186173853525,24.347707049965777,84.5,101,68
Italy,2012,7,16,2011-12-16,Seefeld,Austria,World Cup,M,2,Team Sprint,7.5,0,2484.6818435808445,2481.6870485803856,2539.9903450853612,2498.4282073938475,2526.063984236622,2490.3040332595656,2500.7265837620316,2571.4929661721553,2487.644405597714,2557.028566055059,1242.3409217904223,1240.8435242901928,1269.9951725426806,1249.2141036969238,1263.031992118311,1245.1520166297828,1250.3632918810158,1285.7464830860777,1243.822202798857,1278.5142830275295,"Armin Bauer,Giuseppe Michielli","35,39",23.99315537303217,26.56536618754278,21.420944558521562,58.0,77,39
Czechia,2012,7,17,2011-12-16,Seefeld,Austria,World Cup,M,2,Team Sprint,7.5,0,2597.1155267095264,2605.623711751071,2539.9903450853612,2518.012111698909,2554.0481560022386,2608.0818029460934,2601.5376135967617,2571.4929661721553,2503.543660822246,2543.1197959094807,1298.5577633547632,1302.8118558755355,1269.9951725426806,1259.0060558494545,1277.0240780011193,1304.0409014730467,1300.7688067983809,1285.7464830860777,1251.771830411123,1271.5598979547403,"Miroslav Dvořák,Aleš Vodseďálek","30,54",25.78507871321013,26.781656399726213,24.788501026694046,62.0,73,51
Estonia,2012,7,18,2011-12-16,Seefeld,Austria,World Cup,M,2,Team Sprint,7.5,0,2291.8985118121777,2310.230278080937,2539.9903450853612,2546.6762470428644,2514.3698335482413,2298.0360826295528,2328.1588227008588,2571.4929661721553,2551.5474373779803,2600.0,1145.9492559060889,1155.1151390404684,1269.9951725426806,1273.3381235214322,1257.1849167741207,1149.0180413147764,1164.0794113504294,1285.7464830860777,1275.7737186889901,1300.0,"Kail Piho,Karl-August Tiirmaa","59,68",21.497604380561256,22.442162902121833,20.553045859000683,24.5,25,24
Russia,2012,7,19,2011-12-16,Seefeld,Austria,World Cup,M,2,Team Sprint,7.5,0,2364.2118618503473,2386.735245375825,2539.9903450853612,2555.057787584348,2509.919489022527,2374.1242721951658,2370.309740238318,2571.4929661721553,2554.2674411159496,2500.8389975238933,1182.1059309251737,1193.3676226879124,1269.9951725426806,1277.528893792174,1254.9597445112636,1187.0621360975829,1185.154870119159,1285.7464830860777,1277.1337205579748,1250.4194987619467,"Ivan Panin,Sergej Maslennikov","49,69",27.0321697467488,29.661875427789184,24.40246406570842,53.5,82,25
Norway,2012,16,1,2012-02-04,Val di Fiemme,Italy,World Cup,M,2,Team Sprint,7.5,0,3265.2897594472943,3228.251553122517,2539.9903450853612,2799.0057208111766,2721.4537238912526,3255.988280801779,3214.51195128365,2571.4929661721553,2834.1243774249133,2733.7282449614386,1632.6448797236471,1614.1257765612586,1269.9951725426806,1399.5028604055883,1360.7268619456263,1627.9941404008896,1607.255975641825,1285.7464830860777,1417.0621887124566,1366.8641224807193,"Magnus Moan,Mikko Kokslien","13,4",27.67419575633128,28.4435318275154,26.90485968514716,127.5,175,80
France,2012,16,2,2012-02-04,Val di Fiemme,Italy,World Cup,M,2,Team Sprint,7.5,0,3191.95236213339,3164.6225046495597,2539.9903450853612,2742.5257905056346,2711.363680920551,3182.748805096485,3151.0038064790033,2571.4929661721553,2767.6774005948646,2673.067691922587,1595.976181066695,1582.3112523247798,1269.9951725426806,1371.2628952528173,1355.6818404602755,1591.3744025482424,1575.5019032395016,1285.7464830860777,1383.8387002974323,1336.5338459612935,"Maxime Laheurte,Jason Lamy Chappuis","23,2",26.057494866529773,26.71047227926078,25.404517453798768,135.0,156,114
France,2012,16,3,2012-02-04,Val di Fiemme,Italy,World Cup,M,2,Team Sprint,7.5,0,3002.745664837218,2970.5407197096415,2539.9903450853612,2537.3452729314945,2682.648543329092,2992.388187898976,2970.3743445978,2571.4929661721553,2526.2885563899936,2653.369829971599,1501.372832418609,1485.2703598548208,1269.9951725426806,1268.6726364657472,1341.324271664546,1496.194093949488,1485.1871722989,1285.7464830860777,1263.1442781949968,1326.6849149857994,"François Braud,Sébastien Lacroix","24,20",27.159479808350444,28.79397672826831,25.52498288843258,122.5,131,114
Germany,2012,16,4,2012-02-04,Val di Fiemme,Italy,World Cup,M,2,Team Sprint,7.5,0,3112.9552607333426,3078.0996608668033,2539.9903450853612,2679.647876806444,2672.1008241938007,3107.1885551255828,3052.9648013123415,2571.4929661721553,2700.844016671357,2660.5033998214903,1556.4776303666713,1539.0498304334017,1269.9951725426806,1339.823938403222,1336.0504120969003,1553.5942775627914,1526.4824006561707,1285.7464830860777,1350.4220083356786,1330.2516999107452,"Eric Frenzel,Fabian Rießle","7,15",22.167008898015055,23.203285420944557,21.130732375085557,58.5,95,22
Japan,2012,16,5,2012-02-04,Val di Fiemme,Italy,World Cup,M,2,Team Sprint,7.5,0,3055.2195998590914,3031.2872705983164,2539.9903450853612,2554.5175000046293,2637.9041758745034,3050.403280139066,3009.3130078167837,2571.4929661721553,2558.1878668025456,2600.0,1527.6097999295457,1515.6436352991582,1269.9951725426806,1277.2587500023146,1318.9520879372517,1525.201640069533,1504.6565039083919,1285.7464830860777,1279.0939334012728,1300.0,"Yusuke Minato,Akito Watabe","31,3",25.29226557152635,26.8911704312115,23.693360711841205,71.5,73,70
USA,2012,16,6,2012-02-04,Val di Fiemme,Italy,World Cup,M,2,Team Sprint,7.5,0,2944.1707345776003,2920.2696509566285,2539.9903450853612,2735.1238054503324,2757.763342534559,2939.421778364886,2911.3021167391616,2571.4929661721553,2790.3360963869413,2725.5049999455578,1472.0853672888002,1460.1348254783143,1269.9951725426806,1367.5619027251662,1378.8816712672794,1469.710889182443,1455.6510583695808,1285.7464830860777,1395.1680481934707,1362.7524999727789,"Bryan Fletcher,Bill Demong","18,21",28.729637234770706,31.852156057494867,25.607118412046542,121.0,191,51
Norway,2012,16,7,2012-02-04,Val di Fiemme,Italy,World Cup,M,2,Team Sprint,7.5,0,2768.902888677867,2745.5142587113733,2539.9903450853612,2546.6762470428644,2547.3880153664236,2762.3020291480193,2765.3883402070887,2571.4929661721553,2551.5474373779803,2600.0,1384.4514443389335,1372.7571293556866,1269.9951725426806,1273.3381235214322,1273.6940076832118,1381.1510145740097,1382.6941701035444,1285.7464830860777,1275.7737186889901,1300.0,"Gudmund Storlien,Jørgen Graabak","28,17",21.182751540041068,21.587953456536617,20.777549623545518,18.5,21,16
Austria,2012,16,8,2012-02-04,Val di Fiemme,Italy,World Cup,M,2,Team Sprint,7.5,0,3003.7026271475934,2979.0096131740893,2539.9903450853612,2735.2676093676137,2703.727617364206,3004.9074282609463,2970.0288164869507,2571.4929661721553,2759.1383639618984,2722.1391357852917,1501.8513135737967,1489.5048065870446,1269.9951725426806,1367.6338046838068,1351.863808682103,1502.4537141304731,1485.0144082434754,1285.7464830860777,1379.5691819809492,1361.0695678926459,"Bernhard Gruber,Tomaz Druml","5,34",26.66803559206023,29.481177275838466,23.854893908281998,93.5,138,49
Germany,2012,16,9,2012-02-04,Val di Fiemme,Italy,World Cup,M,2,Team Sprint,7.5,0,3198.0967934265454,3184.8807598092717,2539.9903450853612,2632.333557554316,2685.9626379355495,3205.99819931935,3175.480189073903,2571.4929661721553,2645.180111668854,2662.2758737496115,1599.0483967132727,1592.4403799046358,1269.9951725426806,1316.166778777158,1342.9813189677748,1602.999099659675,1587.7400945369516,1285.7464830860777,1322.590055834427,1331.1379368748057,"Johannes Rydzek,Tino Edelmann","14,9",23.483915126625597,26.811772758384667,20.15605749486653,105.0,152,58
USA,2012,16,10,2012-02-04,Val di Fiemme,Italy,World Cup,M,2,Team Sprint,7.5,0,2712.1145705465715,2698.6904452278104,2539.9903450853612,2583.493770315175,2607.321964118284,2711.2797291800503,2707.694932003999,2571.4929661721553,2587.7215384463343,2622.401944519993,1356.0572852732857,1349.3452226139052,1269.9951725426806,1291.7468851575875,1303.660982059142,1355.6398645900251,1353.8474660019995,1285.7464830860777,1293.8607692231672,1311.2009722599964,"Johnny Spillane,Taylor Fletcher","29,37",26.465434633812457,31.195071868583163,21.73579739904175,104.0,174,34
Finland,2012,16,11,2012-02-04,Val di Fiemme,Italy,World Cup,M,2,Team Sprint,7.5,0,2666.1948471238584,2666.569605357142,2539.9903450853612,2589.7298108045866,2647.728874679364,2666.818594554288,2681.8556095004724,2571.4929661721553,2596.9797484887868,2638.7035498191317,1333.0974235619292,1333.284802678571,1269.9951725426806,1294.8649054022933,1323.864437339682,1333.409297277144,1340.9278047502362,1285.7464830860777,1298.4898742443934,1319.3517749095658,"Janne Ryynänen,Jim Härtull","27,50",22.99794661190965,24.093086926762492,21.90280629705681,71.0,123,19
Slovenia,2012,16,12,2012-02-04,Val di Fiemme,Italy,World Cup,M,2,Team Sprint,7.5,0,2568.5623264538826,2572.3829071298996,2539.9903450853612,2522.9597477406396,2500.052397180597,2569.0172919214365,2564.0597735214988,2571.4929661721553,2516.5050412998226,2516.457020000699,1284.2811632269413,1286.1914535649498,1269.9951725426806,1261.4798738703198,1250.0261985902985,1284.5086459607182,1282.0298867607494,1285.7464830860777,1258.2525206499113,1258.2285100003494,"Mitja Oranič,Marjan Jelenko","42,57",23.189596167008897,25.83983572895277,20.539356605065024,44.0,66,22
Austria,2012,16,13,2012-02-04,Val di Fiemme,Italy,World Cup,M,2,Team Sprint,7.5,0,2855.860236425754,2810.504168629943,2539.9903450853612,2736.9573068806294,2674.5171743745223,2865.304517022339,2820.005717396086,2571.4929661721553,2768.2668755821633,2699.121111955438,1427.930118212877,1405.2520843149714,1269.9951725426806,1368.4786534403147,1337.2585871872611,1432.6522585111695,1410.002858698043,1285.7464830860777,1384.1334377910816,1349.560555977719,"Mario Stecher,Philipp Orter","16,86",26.258726899383984,34.55167693360712,17.965776865160848,136.0,271,1
Switzerland,2012,16,14,2012-02-04,Val di Fiemme,Italy,World Cup,M,2,Team Sprint,7.5,0,2616.1790890578322,2623.5451186296123,2539.9903450853612,2580.1120786021256,2596.61756404041,2622.327211483743,2618.3861340637486,2571.4929661721553,2576.6024454142653,2609.549140979113,1308.0895445289161,1311.7725593148061,1269.9951725426806,1290.0560393010628,1298.308782020205,1311.1636057418716,1309.1930670318743,1285.7464830860777,1288.3012227071326,1304.7745704895565,"Tim Hug,Seppi Hurschler","44,38",26.55167693360712,28.618754277891856,24.484599589322382,93.0,109,77
Japan,2012,16,15,2012-02-04,Val di Fiemme,Italy,World Cup,M,2,Team Sprint,7.5,0,2656.187274708212,2659.359432818381,2539.9903450853612,2504.8573259880673,2564.9305623118435,2665.5754589700186,2675.9073812223037,2571.4929661721553,2495.20807453209,2588.7172397007507,1328.093637354106,1329.6797164091904,1269.9951725426806,1252.4286629940336,1282.4652811559217,1332.7877294850093,1337.9536906111518,1285.7464830860777,1247.604037266045,1294.3586198503754,"Taihei Kato,Yoshito Watabe","26,32",23.926078028747433,27.515400410677618,20.33675564681725,47.0,72,22
Italy,2012,16,16,2012-02-04,Val di Fiemme,Italy,World Cup,M,2,Team Sprint,7.5,0,2533.080792013041,2552.255767279041,2539.9903450853612,2546.6762470428644,2531.0008806977694,2542.028721622558,2560.80523876195,2571.4929661721553,2551.5474373779803,2600.0,1266.5403960065205,1276.1278836395204,1269.9951725426806,1273.3381235214322,1265.5004403488847,1271.014360811279,1280.402619380975,1285.7464830860777,1275.7737186889901,1300.0,"Samuel Costa,Mattia Runggaldier","84,87",19.467488021902806,19.756331279945243,19.17864476386037,3.5,4,3
Russia,2012,16,17,2012-02-04,Val di Fiemme,Italy,World Cup,M,2,Team Sprint,7.5,0,2338.0546242740097,2354.818178308867,2539.9903450853612,2555.057787584348,2551.434277765218,2345.57138253358,2368.649297387248,2571.4929661721553,2554.2674411159496,2545.5957608729723,1169.0273121370049,1177.4090891544336,1269.9951725426806,1277.528893792174,1275.717138882609,1172.78569126679,1184.324648693624,1285.7464830860777,1277.1337205579748,1272.7978804364861,"Ernest Yahin,Sergej Maslennikov","78,69",25.43463381245722,29.79876796714579,21.07049965776865,47.0,88,6
Austria,2013,4,1,2012-12-02,Kuusamo,Finland,World Cup,M,2,Team Sprint,7.5,0,3150.6001220548287,3125.479081378474,2539.9903450853612,2901.8691350446925,2821.046643007283,3136.8014032295014,3105.643469770811,2571.4929661721553,2955.140158876109,2821.26024774073,1575.3000610274144,1562.739540689237,1269.9951725426806,1450.9345675223462,1410.5233215036415,1568.4007016147507,1552.8217348854055,1285.7464830860777,1477.5700794380546,1410.630123870365,"Mario Stecher,Bernhard Gruber","16,5",32.84325804243669,35.37850787132101,30.308008213552363,218.0,284,152
Norway,2013,4,2,2012-12-02,Kuusamo,Finland,World Cup,M,2,Team Sprint,7.5,0,3205.6714048187546,3169.1580634705606,2539.9903450853612,2638.575523322581,2658.826865732195,3195.8073315474703,3202.723290016321,2571.4929661721553,2645.3829686148015,2633.7128851735597,1602.8357024093773,1584.5790317352803,1269.9951725426806,1319.2877616612905,1329.4134328660975,1597.9036657737352,1601.3616450081604,1285.7464830860777,1322.6914843074007,1316.8564425867798,"Håvard Klemetsen,Mikko Kokslien","11,4",30.819986310746064,33.908281998631075,27.731690622861052,127.5,163,92
France,2013,4,3,2012-12-02,Kuusamo,Finland,World Cup,M,2,Team Sprint,7.5,0,3239.5503666498694,3222.7081315198084,2539.9903450853612,2754.8300245513237,2741.5827511875273,3232.757692923393,3195.194834977267,2571.4929661721553,2782.1529700603814,2706.58497857055,1619.7751833249347,1611.3540657599042,1269.9951725426806,1377.4150122756619,1370.7913755937636,1616.3788464616964,1597.5974174886335,1285.7464830860777,1391.0764850301907,1353.292489285275,"Sébastien Lacroix,Jason Lamy Chappuis","20,2",27.926078028747433,29.620807665982202,26.23134839151266,148.5,170,127
Slovenia,2013,4,4,2012-12-02,Kuusamo,Finland,World Cup,M,2,Team Sprint,7.5,0,2632.4213005651764,2620.7454409013394,2539.9903450853612,2522.9597477406396,2500.052397180597,2611.023274585201,2595.436320356135,2571.4929661721553,2516.5050412998226,2516.457020000699,1316.2106502825882,1310.3727204506697,1269.9951725426806,1261.4798738703198,1250.0261985902985,1305.5116372926004,1297.7181601780676,1285.7464830860777,1258.2525206499113,1258.2285100003494,"Mitja Oranič,Marjan Jelenko","42,57",24.016427104722794,26.666666666666668,21.366187542778917,53.0,78,28
Japan,2013,4,5,2012-12-02,Kuusamo,Finland,World Cup,M,2,Team Sprint,7.5,0,3037.1654644281434,3021.1867475272593,2539.9903450853612,2567.768568689451,2569.92613211494,3029.693704013781,3004.342241500739,2571.4929661721553,2580.9179915661107,2600.0,1518.5827322140717,1510.5933737636296,1269.9951725426806,1283.8842843447255,1284.96306605747,1514.8468520068905,1502.1711207503695,1285.7464830860777,1290.4589957830553,1300.0,"Akito Watabe,Yoshito Watabe","3,32",22.84188911704312,24.520191649555098,21.163586584531142,59.5,84,35
Austria,2013,4,6,2012-12-02,Kuusamo,Finland,World Cup,M,2,Team Sprint,7.5,0,2815.658579736788,2789.0970174164613,2539.9903450853612,2607.8422272942244,2681.887126792046,2804.7077581004137,2768.9297281072604,2571.4929661721553,2616.3667819510983,2641.4543724560313,1407.829289868394,1394.5485087082307,1269.9951725426806,1303.9211136471122,1340.943563396023,1402.3538790502068,1384.4648640536302,1285.7464830860777,1308.1833909755492,1320.7271862280156,"Wilhelm Denifl,Tobias Kammerlander","12,56",29.37577002053388,32.06023271731691,26.691307323750856,110.5,190,31
Germany,2013,4,7,2012-12-02,Kuusamo,Finland,World Cup,M,2,Team Sprint,7.5,0,3199.910913021201,3185.7758899103374,2539.9903450853612,2860.251507401471,2848.384840936484,3202.343829450983,3173.2149887917476,2571.4929661721553,2906.1782440017305,2826.098044388834,1599.9554565106005,1592.8879449551687,1269.9951725426806,1430.1257537007355,1424.192420468242,1601.1719147254914,1586.6074943958738,1285.7464830860777,1453.0891220008652,1413.049022194417,"Björn Kircheisen,Eric Frenzel","6,7",26.677618069815196,29.325119780971935,24.030116358658454,161.0,214,108
Germany,2013,4,8,2012-12-02,Kuusamo,Finland,World Cup,M,2,Team Sprint,7.5,0,3113.0681400844287,3098.275462277192,2539.9903450853612,2632.333557554316,2685.9626379355495,3115.7497361675214,3103.6070535481103,2571.4929661721553,2645.180111668854,2662.2758737496115,1556.5340700422144,1549.137731138596,1269.9951725426806,1316.166778777158,1342.9813189677748,1557.8748680837607,1551.8035267740552,1285.7464830860777,1322.590055834427,1331.1379368748057,"Johannes Rydzek,Tino Edelmann","14,9",24.310746064339494,27.638603696098563,20.982888432580424,116.5,162,71
USA,2013,4,9,2012-12-02,Kuusamo,Finland,World Cup,M,2,Team Sprint,7.5,0,2777.862288890702,2750.5675364179015,2539.9903450853612,2546.6762470428644,2572.273607970497,2773.289272779307,2742.2167660107143,2571.4929661721553,2575.77371868899,2600.0,1388.931144445351,1375.2837682089507,1269.9951725426806,1273.3381235214322,1286.1368039852484,1386.6446363896534,1371.1083830053572,1285.7464830860777,1287.886859344495,1300.0,"Bryan Fletcher,Taylor Fletcher","18,37",24.498288843258045,26.43394934976044,22.562628336755647,53.0,63,43
Norway,2013,4,10,2012-12-02,Kuusamo,Finland,World Cup,M,2,Team Sprint,7.5,0,3038.086618050942,3027.622649120619,2539.9903450853612,2627.3406599077666,2668.1504431542608,3043.625972131649,2994.880825407829,2571.4929661721553,2639.306114437619,2668.126734193371,1519.043309025471,1513.8113245603095,1269.9951725426806,1313.6703299538833,1334.0752215771304,1521.8129860658246,1497.4404127039145,1285.7464830860777,1319.6530572188094,1334.0633670966854,"Jan Schmid,Magnus Krog","10,22",27.366187542778917,29.023956194387406,25.70841889117043,102.5,183,22
France,2013,4,11,2012-12-02,Kuusamo,Finland,World Cup,M,2,Team Sprint,7.5,0,2943.9285826586593,2933.5978640944004,2539.9903450853612,2525.0410388858054,2652.4294730621154,2949.308844380261,2919.319151698569,2571.4929661721553,2511.8129869244767,2619.8525433236364,1471.9642913293296,1466.7989320472002,1269.9951725426806,1262.5205194429027,1326.2147365310577,1474.6544221901304,1459.6595758492845,1285.7464830860777,1255.9064934622384,1309.9262716618182,"Maxime Laheurte,François Braud","23,24",26.944558521560573,27.537303216974674,26.351813826146476,135.0,144,126
Finland,2013,4,12,2012-12-02,Kuusamo,Finland,World Cup,M,2,Team Sprint,7.5,0,2684.3011119631756,2684.115636605522,2539.9903450853612,2589.7298108045866,2647.728874679364,2684.440084308713,2702.302019043371,2571.4929661721553,2596.9797484887868,2638.7035498191317,1342.1505559815878,1342.057818302761,1269.9951725426806,1294.8649054022933,1323.864437339682,1342.2200421543564,1351.1510095216854,1285.7464830860777,1298.4898742443934,1319.3517749095658,"Ilkka Herola,Janne Ryynänen","97,27",21.18412046543463,24.919917864476385,17.44832306639288,65.0,126,4
Japan,2013,4,13,2012-12-02,Kuusamo,Finland,World Cup,M,2,Team Sprint,7.5,0,2650.105823739106,2641.6980192921924,2539.9903450853612,2504.8573259880673,2573.063151525952,2651.6848042516076,2664.7113221165973,2571.4929661721553,2495.20807453209,2588.7172397007507,1325.052911869553,1320.8490096460962,1269.9951725426806,1252.4286629940336,1286.531575762976,1325.8424021258038,1332.3556610582987,1285.7464830860777,1247.604037266045,1294.3586198503754,"Hideaki Nagai,Taihei Kato","51,26",28.79260780287474,29.242984257357975,28.34223134839151,47.5,85,10
