Nation,Season,Race,Place,Date,City,Country,Event,Sex,TeamSize,RaceType,Distance,MassStart,Team_Elo,Team_Individual_Elo,Team_IndividualCompact_Elo,Team_Sprint_Elo,Team_MassStart_Elo,Team_Pelo,Team_Individual_Pelo,Team_IndividualCompact_Pelo,Team_Sprint_Pelo,Team_MassStart_Pelo,Avg_Elo,Avg_Individual_Elo,Avg_IndividualCompact_Elo,Avg_Sprint_Elo,Avg_MassStart_Elo,Avg_Pelo,Avg_Individual_Pelo,Avg_IndividualCompact_Pelo,Avg_Sprint_Pelo,Avg_MassStart_Pelo,TeamMembers,MemberIDs,AvgAge,MaxAge,MinAge,AvgExp,MaxExp,MinExp
Estonia,2015,22,11,2015-02-28,Falun,Sweden,World Championship,M,2,Team Sprint,N/A,0,2401.4335880247213,2411.641257496811,2539.9903450853612,2546.6762470428644,2537.0698335482416,2404.5186712003606,2419.567225392142,2571.4929661721553,2551.5474373779803,2600.0,1200.7167940123607,1205.8206287484054,1269.9951725426806,1273.3381235214322,1268.5349167741208,1202.2593356001803,1209.783612696071,1285.7464830860777,1275.7737186889901,1300.0,"Kail Piho,Kristjan Ilves","59,403",21.237508555783712,23.756331279945243,18.718685831622178,51.5,71,32
Ukraine,2015,22,12,2015-02-28,Falun,Sweden,World Championship,M,2,Team Sprint,N/A,0,2448.9902819708236,2449.4233491626956,2539.9903450853612,2546.6762470428644,2547.3880153664236,2455.116013738037,2476.853914266653,2571.4929661721553,2551.5474373779803,2600.0,1224.4951409854118,1224.7116745813478,1269.9951725426806,1273.3381235214322,1273.6940076832118,1227.5580068690185,1238.4269571333266,1285.7464830860777,1275.7737186889901,1300.0,"Ruslan Balanda,Viktor Pasichnyk","1128,355",22.206707734428473,22.239561943874058,22.17385352498289,10.0,14,6
Germany,2015,24,1,2015-03-07,Lahti,Finland,World Cup,M,2,Team Sprint,N/A,0,3353.9861871430376,3339.841121184705,2539.9903450853612,2546.6762470428644,2547.3880153664236,3346.954470497819,3315.4560275705444,2571.4929661721553,2551.5474373779803,2600.0,1676.9930935715188,1669.9205605923526,1269.9951725426806,1273.3381235214322,1273.6940076832118,1673.4772352489094,1657.7280137852722,1285.7464830860777,1275.7737186889901,1300.0,"Johannes Rydzek,Fabian Rießle","14,15",23.72895277207392,24.216290212183434,23.241615331964407,106.5,134,79
France,2015,24,2,2015-03-07,Lahti,Finland,World Cup,M,2,Team Sprint,N/A,0,3114.2353462040746,3090.680759958609,2539.9903450853612,2754.8300245513237,2741.5827511875273,3104.6985971266818,3071.6869423521216,2571.4929661721553,2782.1529700603814,2706.58497857055,1557.1176731020373,1545.3403799793045,1269.9951725426806,1377.4150122756619,1370.7913755937636,1552.3492985633409,1535.8434711760608,1285.7464830860777,1391.0764850301907,1353.292489285275,"Jason Lamy Chappuis,Sébastien Lacroix","2,20",30.184804928131413,31.879534565366185,28.490075290896645,206.5,226,187
Norway,2015,24,3,2015-03-07,Lahti,Finland,World Cup,M,2,Team Sprint,N/A,0,3160.017566109005,3138.948121343834,2539.9903450853612,2611.309687679026,2652.8587721037957,3153.855943158009,3107.5119555821702,2571.4929661721553,2620.4461471096893,2660.838889701242,1580.0087830545026,1569.474060671917,1269.9951725426806,1305.654843839513,1326.4293860518978,1576.9279715790044,1553.7559777910851,1285.7464830860777,1310.2230735548446,1330.419444850621,"Håvard Klemetsen,Magnus Krog","11,22",32.06707734428473,36.167008898015055,27.967145790554415,139.0,216,62
France,2015,24,4,2015-03-07,Lahti,Finland,World Cup,M,2,Team Sprint,N/A,0,3027.9312087339067,3010.276874705536,2539.9903450853612,2525.0410388858054,2652.4294730621154,3021.371570039395,2998.3474255756146,2571.4929661721553,2511.8129869244767,2619.8525433236364,1513.9656043669534,1505.138437352768,1269.9951725426806,1262.5205194429027,1326.2147365310577,1510.6857850196975,1499.1737127878073,1285.7464830860777,1255.9064934622384,1309.9262716618182,"François Braud,Maxime Laheurte","24,23",29.20328542094456,29.796030116358658,28.61054072553046,193.0,204,182
Czechia,2015,24,5,2015-03-07,Lahti,Finland,World Cup,M,2,Team Sprint,N/A,0,2790.9776066319964,2794.4186925876766,2539.9903450853612,2532.8307661672025,2557.6090525956706,2780.9940925304622,2806.1612678656033,2571.4929661721553,2528.118004154602,2543.1197959094807,1395.4888033159982,1397.2093462938383,1269.9951725426806,1266.4153830836012,1278.8045262978353,1390.4970462652311,1403.0806339328017,1285.7464830860777,1264.059002077301,1271.5598979547403,"Miroslav Dvořák,Tomáš Portyk","30,362",23.463381245722108,28.01095140314853,18.915811088295687,91.0,146,36
Austria,2015,24,6,2015-03-07,Lahti,Finland,World Cup,M,2,Team Sprint,N/A,0,3062.769128581663,3063.6757339172896,2539.9903450853612,2831.2480868867815,2780.216738898085,3062.0613078153347,3043.158952093895,2571.4929661721553,2872.0565728079782,2739.812166558878,1531.3845642908316,1531.8378669586448,1269.9951725426806,1415.6240434433907,1390.1083694490426,1531.0306539076673,1521.5794760469475,1285.7464830860777,1436.0282864039891,1369.906083279439,"Christoph Bieler,Lukas Klapfer","19,46",33.27583846680356,37.35523613963039,29.196440793976727,218.5,295,142
Japan,2015,24,7,2015-03-07,Lahti,Finland,World Cup,M,2,Team Sprint,N/A,0,2626.547011113176,2612.3795541047957,2539.9903450853612,2546.6762470428644,2547.3880153664236,2617.2704593074304,2619.492440589962,2571.4929661721553,2551.5474373779803,2600.0,1313.273505556588,1306.1897770523979,1269.9951725426806,1273.3381235214322,1273.6940076832118,1308.6352296537152,1309.746220294981,1285.7464830860777,1275.7737186889901,1300.0,"Takehiro Watanabe,Hideaki Nagai","376,51",26.57494866529774,31.50171115674196,21.648186173853524,38.0,62,14
Germany,2015,24,8,2015-03-07,Lahti,Finland,World Cup,M,2,Team Sprint,N/A,0,2905.7617040076593,2888.0585344840115,2539.9903450853612,2727.2798776378913,2723.672032109107,2906.100285383343,2878.1186470668904,2571.4929661721553,2756.8816647083536,2765.594644567343,1452.8808520038297,1444.0292672420057,1269.9951725426806,1363.6399388189457,1361.8360160545535,1453.0501426916715,1439.0593235334452,1285.7464830860777,1378.4408323541768,1382.7973222836715,"Manuel Faißt,Björn Kircheisen","36,6",26.866529774127308,31.58384668035592,22.1492128678987,163.5,267,60
Austria,2015,24,9,2015-03-07,Lahti,Finland,World Cup,M,2,Team Sprint,N/A,0,2907.330718144197,2905.679305599799,2539.9903450853612,2607.8422272942244,2634.3015341879723,2910.1793765385037,2891.396415372881,2571.4929661721553,2616.3667819510983,2641.4543724560313,1453.6653590720985,1452.8396527998996,1269.9951725426806,1303.9211136471122,1317.1507670939861,1455.0896882692518,1445.6982076864406,1285.7464830860777,1308.1833909755492,1320.7271862280156,"Wilhelm Denifl,Philipp Orter","12,86",27.685147159479808,34.31895961670089,21.05133470225873,136.5,244,29
Italy,2015,24,10,2015-03-07,Lahti,Finland,World Cup,M,2,Team Sprint,N/A,0,2863.428764016514,2873.1317584051844,2539.9903450853612,2563.188552710738,2582.7488606271,2867.4516019204884,2874.773000381947,2571.4929661721553,2563.833047146997,2582.866423116805,1431.714382008257,1436.5658792025922,1269.9951725426806,1281.594276355369,1291.37443031355,1433.7258009602442,1437.3865001909735,1285.7464830860777,1281.9165235734986,1291.4332115584025,"Armin Bauer,Alessandro Pittin","35,8",24.854209445585216,25.065023956194388,24.643394934976044,106.5,115,98
Slovenia,2015,24,11,2015-03-07,Lahti,Finland,World Cup,M,2,Team Sprint,N/A,0,2624.567391742763,2628.576847451578,2539.9903450853612,2546.6762470428644,2542.4121725621753,2625.082674221576,2660.3380914106237,2571.4929661721553,2551.5474373779803,2584.1341457418303,1312.2836958713815,1314.288423725789,1269.9951725426806,1273.3381235214322,1271.2060862810877,1312.541337110788,1330.1690457053119,1285.7464830860777,1275.7737186889901,1292.0670728709151,"Gašper Berlot,Marjan Jelenko","52,57",24.10403832991102,24.583162217659137,23.6249144421629,90.0,104,76
Finland,2015,24,12,2015-03-07,Lahti,Finland,World Cup,M,2,Team Sprint,N/A,0,2483.571653800748,2480.698227955346,2539.9903450853612,2546.6762470428644,2547.3880153664236,2483.1052097255906,2487.133298206699,2571.4929661721553,2551.5474373779803,2600.0,1241.785826900374,1240.349113977673,1269.9951725426806,1273.3381235214322,1273.6940076832118,1241.5526048627953,1243.5666491033494,1285.7464830860777,1275.7737186889901,1300.0,"Leevi Mutru,Matti Herola","1100,1159",20.56536618754278,21.322381930184804,19.808350444900753,11.5,16,7
Finland,2015,24,13,2015-03-07,Lahti,Finland,World Cup,M,2,Team Sprint,N/A,0,2526.5968007349143,2522.125603660749,2539.9903450853612,2546.6762470428644,2547.3880153664236,2529.6180091421115,2515.9001967591425,2571.4929661721553,2551.5474373779803,2600.0,1263.2984003674571,1261.0628018303746,1269.9951725426806,1273.3381235214322,1273.6940076832118,1264.8090045710558,1257.9500983795713,1285.7464830860777,1275.7737186889901,1300.0,"Jim Härtull,Eero Hirvonen","50,1155",22.043805612594113,24.98836413415469,19.09924709103354,23.0,44,2
Estonia,2015,24,14,2015-03-07,Lahti,Finland,World Cup,M,2,Team Sprint,N/A,0,2405.196457815068,2418.632573603512,2539.9903450853612,2546.6762470428644,2537.0698335482416,2407.9022383596957,2416.864726149906,2571.4929661721553,2551.5474373779803,2600.0,1202.598228907534,1209.316286801756,1269.9951725426806,1273.3381235214322,1268.5349167741208,1203.9511191798479,1208.432363074953,1285.7464830860777,1275.7737186889901,1300.0,"Kail Piho,Kristjan Ilves","59,403",21.256673511293634,23.77549623545517,18.7378507871321,53.0,72,34
Italy,2015,24,15,2015-03-07,Lahti,Finland,World Cup,M,2,Team Sprint,N/A,0,2626.0537488332448,2627.86990381767,2539.9903450853612,2546.6762470428644,2547.2216849217066,2636.4077664941237,2651.836933824459,2571.4929661721553,2551.5474373779803,2580.0068730145576,1313.0268744166224,1313.934951908835,1269.9951725426806,1273.3381235214322,1273.6108424608533,1318.2038832470619,1325.9184669122294,1285.7464830860777,1275.7737186889901,1290.0034365072788,"Lukas Runggaldier,Samuel Costa","25,84",24.932238193018478,27.600273785078713,22.264202600958246,77.0,100,54
USA,2015,24,16,2015-03-07,Lahti,Finland,World Cup,M,2,Team Sprint,N/A,0,2678.2219002155016,2652.1486525986693,2539.9903450853612,2546.6762470428644,2547.3880153664236,2692.394267792283,2656.0937652167886,2571.4929661721553,2551.5474373779803,2600.0,1339.1109501077508,1326.0743262993346,1269.9951725426806,1273.3381235214322,1273.6940076832118,1346.1971338961414,1328.0468826083943,1285.7464830860777,1275.7737186889901,1300.0,"Taylor Fletcher,Jasper Good","37,1112",21.822039698836413,24.82135523613963,18.822724161533195,47.5,94,1
USA,2015,24,17,2015-03-07,Lahti,Finland,World Cup,M,2,Team Sprint,N/A,0,2481.1372824948166,2487.2931922754824,2539.9903450853612,2546.6762470428644,2547.3880153664236,2492.8826062694397,2514.89331141963,2571.4929661721553,2551.5474373779803,2600.0,1240.5686412474083,1243.6465961377412,1269.9951725426806,1273.3381235214322,1273.6940076832118,1246.4413031347199,1257.446655709815,1285.7464830860777,1275.7737186889901,1300.0,"Ben Berend,Adam Loomis","1102,349",21.326488706365502,22.965092402464066,19.68788501026694,11.5,19,4
Germany,2016,14,1,2016-02-20,Lahti,Finland,World Cup,M,2,Team Sprint,N/A,0,3393.5275116363173,3377.881005488609,2539.9903450853612,2546.6762470428644,2547.3880153664236,3387.2194484802603,3365.0475918961433,2571.4929661721553,2551.5474373779803,2600.0,1696.7637558181586,1688.9405027443045,1269.9951725426806,1273.3381235214322,1273.6940076832118,1693.6097242401302,1682.5237959480717,1285.7464830860777,1275.7737186889901,1300.0,"Johannes Rydzek,Fabian Rießle","14,15",24.687200547570157,25.17453798767967,24.199863107460644,122.5,150,95
Austria,2016,14,2,2016-02-20,Lahti,Finland,World Cup,M,2,Team Sprint,N/A,0,3214.4069009618293,3209.5619446110795,2539.9903450853612,2759.8568114196323,2739.5918343676376,3207.825072298733,3193.849532771026,2571.4929661721553,2788.0668369642735,2732.0428156630605,1607.2034504809146,1604.7809723055398,1269.9951725426806,1379.9284057098162,1369.7959171838188,1603.9125361493666,1596.924766385513,1285.7464830860777,1394.0334184821368,1366.0214078315303,"Lukas Klapfer,Bernhard Gruber","46,5",31.83983572895277,33.52498288843258,30.154688569472963,193.0,228,158
Austria,2016,14,3,2016-02-20,Lahti,Finland,World Cup,M,2,Team Sprint,N/A,0,2818.2674449064443,2797.0610328939106,2539.9903450853612,2546.6762470428644,2547.3880153664236,2805.578391396002,2790.6736049925535,2571.4929661721553,2551.5474373779803,2600.0,1409.1337224532222,1398.5305164469553,1269.9951725426806,1273.3381235214322,1273.6940076832118,1402.789195698001,1395.3368024962767,1285.7464830860777,1275.7737186889901,1300.0,"Philipp Orter,Franz-Josef Rehrl","86,72",22.472279260780287,22.934976043805612,22.00958247775496,34.0,44,24
Germany,2016,14,4,2016-02-20,Lahti,Finland,World Cup,M,2,Team Sprint,N/A,0,3036.1033552118715,3021.555229990463,2539.9903450853612,2632.333557554316,2685.9626379355495,3031.5572296892037,3017.4412535790834,2571.4929661721553,2645.180111668854,2662.2758737496115,1518.0516776059358,1510.7776149952315,1269.9951725426806,1316.166778777158,1342.9813189677748,1515.7786148446019,1508.7206267895417,1285.7464830860777,1322.590055834427,1331.1379368748057,"Tino Edelmann,Manuel Faißt","9,36",26.981519507186857,30.85557837097878,23.107460643394933,152.0,229,75
Norway,2016,14,5,2016-02-20,Lahti,Finland,World Cup,M,2,Team Sprint,N/A,0,3278.4593795948567,3266.028428619039,2539.9903450853612,2611.309687679026,2652.8587721037957,3281.787980697872,3259.6343457596995,2571.4929661721553,2620.4461471096893,2660.838889701242,1639.2296897974284,1633.0142143095195,1269.9951725426806,1305.654843839513,1326.4293860518978,1640.893990348936,1629.8171728798497,1285.7464830860777,1310.2230735548446,1330.419444850621,"Jørgen Graabak,Håvard Klemetsen","17,11",30.973305954825463,37.125256673511295,24.82135523613963,161.0,232,90
France,2016,14,6,2016-02-20,Lahti,Finland,World Cup,M,2,Team Sprint,N/A,0,3024.823242926781,3020.1082018613843,2539.9903450853612,2525.0410388858054,2652.4294730621154,3025.863322568839,3002.7663128815475,2571.4929661721553,2511.8129869244767,2619.8525433236364,1512.4116214633905,1510.0541009306921,1269.9951725426806,1262.5205194429027,1326.2147365310577,1512.9316612844195,1501.3831564407737,1285.7464830860777,1255.9064934622384,1309.9262716618182,"François Braud,Maxime Laheurte","24,23",30.161533196440793,30.754277891854894,29.568788501026695,208.5,220,197
Italy,2016,14,7,2016-02-20,Lahti,Finland,World Cup,M,2,Team Sprint,N/A,0,2695.643292131439,2685.567565667309,2539.9903450853612,2546.6762470428644,2549.5736079704966,2691.6507398440663,2680.9798119742227,2571.4929661721553,2551.5474373779803,2600.0,1347.8216460657195,1342.7837828336544,1269.9951725426806,1273.3381235214322,1274.7868039852483,1345.8253699220331,1340.4899059871113,1285.7464830860777,1275.7737186889901,1300.0,"Armin Bauer,Samuel Costa","35,84",24.412046543463383,25.60164271047228,23.222450376454482,87.0,108,66
Japan,2016,14,8,2016-02-20,Lahti,Finland,World Cup,M,2,Team Sprint,N/A,0,2672.1085924571316,2682.836478025707,2539.9903450853612,2546.6762470428644,2518.7410187563883,2670.4583990497713,2692.846325996682,2571.4929661721553,2551.5474373779803,2600.0,1336.0542962285658,1341.4182390128535,1269.9951725426806,1273.3381235214322,1259.3705093781941,1335.2291995248856,1346.423162998341,1285.7464830860777,1275.7737186889901,1300.0,"Aguri Shimizu,Yoshito Watabe","163,32",24.167008898015055,24.380561259411362,23.953456536618752,54.5,103,6
Poland,2016,14,9,2016-02-20,Lahti,Finland,World Cup,M,2,Team Sprint,N/A,0,2490.5763472875396,2496.2012060098423,2539.9903450853612,2546.6762470428644,2547.3880153664236,2487.3287954860234,2486.8418525887046,2571.4929661721553,2551.5474373779803,2600.0,1245.2881736437698,1248.1006030049211,1269.9951725426806,1273.3381235214322,1273.6940076832118,1243.6643977430117,1243.4209262943523,1285.7464830860777,1275.7737186889901,1300.0,"Adam Cieślar,Szczepan Kupczak","103,388",23.1854893908282,23.225188227241613,23.145790554414784,27.0,40,14
Finland,2016,14,10,2016-02-20,Lahti,Finland,World Cup,M,2,Team Sprint,N/A,0,2411.1671986552174,2403.955656580467,2539.9903450853612,2546.6762470428644,2547.3880153664236,2408.962469562978,2418.5822358453333,2571.4929661721553,2551.5474373779803,2600.0,1205.5835993276087,1201.9778282902334,1269.9951725426806,1273.3381235214322,1273.6940076832118,1204.481234781489,1209.2911179226667,1285.7464830860777,1275.7737186889901,1300.0,"Jussi Salo,Matti Herola","392,1159",23.260780287474333,24.240930869267626,22.28062970568104,13.0,14,12
Finland,2016,14,11,2016-02-20,Lahti,Finland,World Cup,M,2,Team Sprint,N/A,0,2403.1905789189586,2383.643133943736,2539.9903450853612,2546.6762470428644,2547.3880153664236,2403.7562256767997,2396.4044582917804,2571.4929661721553,2551.5474373779803,2600.0,1201.5952894594793,1191.821566971868,1269.9951725426806,1273.3381235214322,1273.6940076832118,1201.8781128383998,1198.2022291458902,1285.7464830860777,1275.7737186889901,1300.0,"Mikke Leinonen,Leevi Mutru","66,1100",22.43394934976044,24.101300479123886,20.76659822039699,29.0,41,17
Italy,2016,14,12,2016-02-20,Lahti,Finland,World Cup,M,2,Team Sprint,N/A,0,2579.5380957421557,2591.2339034900515,2539.9903450853612,2546.6762470428644,2547.2216849217066,2587.232968777595,2609.0730126391795,2571.4929661721553,2551.5474373779803,2580.0068730145576,1289.7690478710779,1295.6169517450257,1269.9951725426806,1273.3381235214322,1273.6108424608533,1293.6164843887975,1304.5365063195898,1285.7464830860777,1275.7737186889901,1290.0034365072788,"Lukas Runggaldier,Raffaele Buzzi","25,1103",24.577686516084874,28.55852156057495,20.596851471594796,55.5,109,2
Estonia,2016,14,13,2016-02-20,Lahti,Finland,World Cup,M,2,Team Sprint,N/A,0,2324.8374467150497,2338.3071430946325,2539.9903450853612,2546.6762470428644,2514.3698335482413,2329.5005843293247,2353.711809959388,2571.4929661721553,2551.5474373779803,2600.0,1162.4187233575249,1169.1535715473162,1269.9951725426806,1273.3381235214322,1257.1849167741207,1164.7502921646624,1176.855904979694,1285.7464830860777,1275.7737186889901,1300.0,"Kail Piho,Karl-August Tiirmaa","59,68",25.678302532511978,26.62286105407255,24.7337440109514,73.0,76,70
Japan,2016,14,14,2016-02-20,Lahti,Finland,World Cup,M,2,Team Sprint,N/A,0,2606.382203922474,2616.3954142131674,2539.9903450853612,2546.6762470428644,2547.3880153664236,2620.588276415132,2609.403075422915,2571.4929661721553,2551.5474373779803,2600.0,1303.191101961237,1308.1977071065837,1269.9951725426806,1273.3381235214322,1273.6940076832118,1310.294138207566,1304.7015377114576,1285.7464830860777,1275.7737186889901,1300.0,"Hideaki Nagai,Takehiro Watanabe","51,376",27.53319644079398,32.459958932238195,22.60643394934976,53.0,77,29
Russia,2016,14,15,2016-02-20,Lahti,Finland,World Cup,M,2,Team Sprint,N/A,0,2291.8394688205417,2304.708880230649,2539.9903450853612,2546.6762470428644,2547.3880153664236,2301.561155616006,2320.530672725439,2571.4929661721553,2551.5474373779803,2600.0,1145.9197344102708,1152.3544401153245,1269.9951725426806,1273.3381235214322,1273.6940076832118,1150.780577808003,1160.2653363627196,1285.7464830860777,1275.7737186889901,1300.0,"Niyaz Nabeev,Ernest Yahin","132,78",26.00273785078713,26.8911704312115,25.114305270362763,48.5,55,42
Norway,2016,17,1,2016-02-26,Val di Fiemme,Italy,World Cup,M,2,Team Sprint,N/A,0,3231.724470312464,3206.67662930573,2539.9903450853612,2546.6762470428644,2547.3880153664236,3222.6401634723697,3190.1258962367665,2571.4929661721553,2551.5474373779803,2600.0,1615.862235156232,1603.338314652865,1269.9951725426806,1273.3381235214322,1273.6940076832118,1611.3200817361849,1595.0629481183832,1285.7464830860777,1275.7737186889901,1300.0,"Jørgen Graabak,Magnus Krog","17,22",26.889801505817932,28.941820670773442,24.83778234086242,85.0,92,78
Germany,2016,17,2,2016-02-26,Val di Fiemme,Italy,World Cup,M,2,Team Sprint,N/A,0,2813.0087538485373,2788.8764085784696,2539.9903450853612,2632.333557554316,2685.9626379355495,2796.9557113025903,2775.49154090354,2571.4929661721553,2645.180111668854,2662.2758737496115,1406.5043769242686,1394.4382042892348,1269.9951725426806,1316.166778777158,1342.9813189677748,1398.4778556512952,1387.74577045177,1285.7464830860777,1322.590055834427,1331.1379368748057,"Tino Edelmann,Tobias Haug","9,387",26.772073921971252,30.872005475701574,22.67214236824093,127.0,231,23
France,2016,17,3,2016-02-26,Val di Fiemme,Italy,World Cup,M,2,Team Sprint,N/A,0,3057.6710107932286,3044.900099540917,2539.9903450853612,2525.0410388858054,2652.4294730621154,3050.6785055708106,3037.422950485292,2571.4929661721553,2511.8129869244767,2619.8525433236364,1528.8355053966143,1522.4500497704585,1269.9951725426806,1262.5205194429027,1326.2147365310577,1525.3392527854053,1518.711475242646,1285.7464830860777,1255.9064934622384,1309.9262716618182,"François Braud,Maxime Laheurte","24,23",30.177960301163587,30.770704996577685,29.585215605749486,211.5,223,200
Austria,2016,17,4,2016-02-26,Val di Fiemme,Italy,World Cup,M,2,Team Sprint,N/A,0,3210.954670910106,3205.7171916581565,2539.9903450853612,2759.8568114196323,2739.5918343676376,3210.29504110196,3210.795806846256,2571.4929661721553,2788.0668369642735,2732.0428156630605,1605.477335455053,1602.8585958290782,1269.9951725426806,1379.9284057098162,1369.7959171838188,1605.14752055098,1605.397903423128,1285.7464830860777,1394.0334184821368,1366.0214078315303,"Bernhard Gruber,Lukas Klapfer","5,46",31.856262833675565,33.54140999315537,30.171115674195757,196.0,231,161
Norway,2016,17,5,2016-02-26,Val di Fiemme,Italy,World Cup,M,2,Team Sprint,N/A,0,3182.5287883377728,3179.34098467409,2539.9903450853612,2852.404298032524,2836.248058050691,3184.1637423864513,3187.2286197249678,2571.4929661721553,2896.9462329794396,2828.980983682492,1591.2643941688864,1589.670492337045,1269.9951725426806,1426.202149016262,1418.1240290253454,1592.0818711932257,1593.6143098624839,1285.7464830860777,1448.4731164897198,1414.490491841246,"Jan Schmid,Magnus Moan","10,13",32.380561259411365,32.50376454483231,32.257357973990416,244.0,247,241
USA,2016,17,6,2016-02-26,Val di Fiemme,Italy,World Cup,M,2,Team Sprint,N/A,0,2825.613770835598,2827.558644797399,2539.9903450853612,2546.6762470428644,2572.273607970497,2821.5810382324516,2820.7900944712,2571.4929661721553,2575.77371868899,2600.0,1412.806885417799,1413.7793223986996,1269.9951725426806,1273.3381235214322,1286.1368039852484,1410.7905191162258,1410.3950472356,1285.7464830860777,1287.886859344495,1300.0,"Taylor Fletcher,Bryan Fletcher","37,18",27.731690622861052,29.66735112936345,25.796030116358658,125.0,139,111
Japan,2016,17,7,2016-02-26,Val di Fiemme,Italy,World Cup,M,2,Team Sprint,N/A,0,2705.6649216915594,2711.9597515830656,2539.9903450853612,2546.6762470428644,2539.255426152315,2701.4544753420532,2732.5906466732513,2571.4929661721553,2551.5474373779803,2600.0,1352.8324608457797,1355.9798757915328,1269.9951725426806,1273.3381235214322,1269.6277130761575,1350.7272376710266,1366.2953233366256,1285.7464830860777,1275.7737186889901,1300.0,"Yoshito Watabe,Hideaki Nagai","32,51",28.436687200547567,32.47638603696098,24.396988364134156,92.0,105,79
Austria,2016,17,8,2016-02-26,Val di Fiemme,Italy,World Cup,M,2,Team Sprint,N/A,0,2968.7848321397187,2964.0321625308015,2539.9903450853612,2546.6762470428644,2547.3880153664236,2974.2874266665385,2958.7140222526928,2571.4929661721553,2551.5474373779803,2600.0,1484.3924160698593,1482.0160812654008,1269.9951725426806,1273.3381235214322,1273.6940076832118,1487.1437133332693,1479.3570111263464,1285.7464830860777,1275.7737186889901,1300.0,"Mario Seidl,Philipp Orter","88,86",22.621492128678987,23.21697467488022,22.026009582477755,52.5,58,47
Germany,2016,17,9,2016-02-26,Val di Fiemme,Italy,World Cup,M,2,Team Sprint,N/A,0,2668.1085325382624,2659.255461813643,2539.9903450853612,2727.2798776378913,2723.672032109107,2668.827330082791,2658.4220249112004,2571.4929661721553,2756.8816647083536,2765.594644567343,1334.0542662691312,1329.6277309068214,1269.9951725426806,1363.6399388189457,1361.8360160545535,1334.4136650413955,1329.2110124556002,1285.7464830860777,1378.4408323541768,1382.7973222836715,"Tobias Simon,Björn Kircheisen","350,6",28.045174537987677,32.558521560574945,23.531827515400412,145.5,281,10
Slovenia,2016,17,10,2016-02-26,Val di Fiemme,Italy,World Cup,M,2,Team Sprint,N/A,0,2502.9264857709804,2507.0781071344345,2539.9903450853612,2546.6762470428644,2542.4121725621753,2502.438047669954,2531.692383804613,2571.4929661721553,2551.5474373779803,2584.1341457418303,1251.4632428854902,1253.5390535672173,1269.9951725426806,1273.3381235214322,1271.2060862810877,1251.219023834977,1265.8461919023066,1285.7464830860777,1275.7737186889901,1292.0670728709151,"Gašper Berlot,Marjan Jelenko","52,57",25.078713210130047,25.557837097878163,24.59958932238193,101.5,114,89
Italy,2016,17,11,2016-02-26,Val di Fiemme,Italy,World Cup,M,2,Team Sprint,N/A,0,2497.3239626118775,2508.324517174788,2539.9903450853612,2546.6762470428644,2547.2216849217066,2499.4925049478993,2523.12323151243,2571.4929661721553,2551.5474373779803,2580.0068730145576,1248.6619813059388,1254.162258587394,1269.9951725426806,1273.3381235214322,1273.6108424608533,1249.7462524739497,1261.561615756215,1285.7464830860777,1275.7737186889901,1290.0034365072788,"Lukas Runggaldier,Manuel Maierhofer","25,352",25.883641341546884,28.57494866529774,23.19233401779603,61.0,111,11
France,2016,17,12,2016-02-26,Val di Fiemme,Italy,World Cup,M,2,Team Sprint,N/A,0,2492.1576111072472,2500.2170853698235,2539.9903450853612,2546.6762470428644,2547.3880153664236,2497.0769463961615,2516.198335694323,2571.4929661721553,2551.5474373779803,2600.0,1246.0788055536236,1250.1085426849118,1269.9951725426806,1273.3381235214322,1273.6940076832118,1248.5384731980807,1258.0991678471614,1285.7464830860777,1275.7737186889901,1300.0,"Antoine Gérard,Laurent Muhlethaler","1187,1146",19.557837097878163,20.700889801505816,18.414784394250514,7.5,8,7
Russia,2016,17,13,2016-02-26,Val di Fiemme,Italy,World Cup,M,2,Team Sprint,N/A,0,2276.539856149781,2292.4033442789723,2539.9903450853612,2546.6762470428644,2547.3880153664236,2279.5263946925197,2304.708880230649,2571.4929661721553,2551.5474373779803,2600.0,1138.2699280748905,1146.2016721394862,1269.9951725426806,1273.3381235214322,1273.6940076832118,1139.7631973462599,1152.3544401153245,1285.7464830860777,1275.7737186889901,1300.0,"Ernest Yahin,Niyaz Nabeev","78,132",26.019164955509922,26.90759753593429,25.130732375085557,50.5,57,44
Estonia,2016,17,14,2016-02-26,Val di Fiemme,Italy,World Cup,M,2,Team Sprint,N/A,0,2390.973405210935,2390.648261247178,2539.9903450853612,2546.6762470428644,2537.0698335482416,2399.329584107116,2391.8239144380136,2571.4929661721553,2551.5474373779803,2600.0,1195.4867026054676,1195.324130623589,1269.9951725426806,1273.3381235214322,1268.5349167741208,1199.664792053558,1195.9119572190068,1285.7464830860777,1275.7737186889901,1300.0,"Han-Hendrik Piho,Kail Piho","98,59",23.796030116358658,24.750171115674195,22.84188911704312,57.0,77,37
South Korea,2016,17,15,2016-02-26,Val di Fiemme,Italy,World Cup,M,2,Team Sprint,N/A,0,2554.2384879935516,2519.2929852767847,2539.9903450853612,2546.6762470428644,2547.3880153664236,2569.4726482799533,2515.7897718782997,2571.4929661721553,2551.5474373779803,2600.0,1277.1192439967758,1259.6464926383924,1269.9951725426806,1273.3381235214322,1273.6940076832118,1284.7363241399767,1257.8948859391498,1285.7464830860777,1275.7737186889901,1300.0,"Bong-Joo Kim,Je-Un Park","1238,414",22.654346338124572,22.962354551676935,22.34633812457221,2.0,3,1
